Dados de Precipitação Mensal das Estações,,,,,,,,,,,,,,,,,
Estação,Latitude,Longitude,Jan/16,Fev/16,Mar/16,Abr/16,Mai/16,Jun/16,Jul/16,Ago/16,Set/16,Out/16,Nov/16,Dez/16,Região,Rpga,Total
Piatã (Fazenda Cruz) - PG-PR-20,-12.90705,-41.86708,126.75,30,,,,12,11.5,,,,,60,Chapada Diamantina,RPGA do Rio Paraguaçu,180.25
Wagner - PG-PR-22,-12.289538,-41.161774,221,0.75,3.75,3.25,1.5,2.5,16.25,18.25,19.75,28.75,45.75,9,Chapada Diamantina,RPGA do Rio Paraguaçu,315.75
Mucugê (Guiné) - PG-PR-24,-12.771772,-41.540679,,,,2.75,3.25,20.75,11.75,16.25,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,54.75
Mucugê (Cascavel) - PG-PR-27,-13.285954,-41.287619,,,,,,,,,4.75,20.5,38.5,,Chapada Diamantina,RPGA do Rio Paraguaçu,25.25
Mulungu do Morro,-11.980363,-41.619012,372.2,4.6,,,,,,,44.6,98.4,19.4,,Chapada Diamantina,RPGA do Rio Paraguaçu,519.81
Barro Alto,-11.769188,-41.909464,488.2,1.6,,,,,,,25.2,8.4,32.8,84.2,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,523.4
Canarana,-11.69541,-41.78921,367.6,2.2,,,,,,,49,19.6,51,54.8,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,438.41
Barra dos Mendes,-11.805077,-42.05708,647.6,8.6,,,,,,,25.6,17,49.4,104.6,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,698.81
Olho D'Água do Francisco,-12.307034,-42.079028,501.6,0.6,1,0,0.6,0.2,0.2,0.8,0.4,7.2,1.6,58.2,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,512.6
América Dourada,-11.464848,-41.442615,370,36.6,,,,,,1.4,28,24,64,,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,460
Cafarnaum,-11.676688,-41.470143,375.6,0.4,,,,,,0.6,4.4,3.8,6.4,4.6,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,384.8
Mundo Novo (Ibiaporã) - PG-CL-01,-12.05379,-40.83722,576,8.5,18.25,26,47,31.5,55.25,74.75,53.25,76.75,44.25,15.5,Chapada Diamantina,RPGA do Rio Paraguaçu,967.25
Marcionílio Souza - PG-CL-03,-13.00021,-40.537783,337,4.75,24.25,8.25,0.25,9.5,8,28.5,6.5,24.5,28,43.75,Chapada Diamantina,RPGA do Rio Paraguaçu,451.5
Seabra - PG-PR-01,-12.428149,-41.770409,392.5,1.25,,3.5,,,,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,397.25
Iraquara - PG-PR-02,-12.255093,-41.61679,421,0.5,2,3.75,4,6,8.75,13.75,17,77.5,51.75,8.75,Chapada Diamantina,RPGA do Rio Paraguaçu,554.25
Baixa Grande - PG-PR-08,-11.908701,-40.183683,,,,7,22.75,18.75,,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,48.5
Tapiramutá - PG-PR-09,-11.838502,-40.791761,,,,17.25,27,23.5,40.5,53.25,,62.5,45.75,7.5,Chapada Diamantina,RPGA do Rio Paraguaçu,224
Morro do Chapéu (Ventura) - PG-PR-10,-11.650911,-40.951765,342,2.25,3.5,4,8.75,7.75,9.5,23.5,13.5,31,77.5,3.75,Chapada Diamantina,RPGA do Rio Paraguaçu,445.75
Bonito - PG-PR-11,-11.98993,-41.25429,362.5,44.5,18.25,30,40.75,53,60.5,84.5,76.5,42,112.75,20,Chapada Diamantina,RPGA do Rio Paraguaçu,812.5
Piatã - CO-CL-04,-13.164166,-41.770833,503.25,6.75,26.75,21.75,74.3,31.5,47,31,29.25,53.25,191.15,142.6,Chapada Diamantina,RPGA do Rio de Contas,824.8
Itaberaba (PC Ponte Rio Capivari) - 51326200,-12.51429,-39.93422,306.9,8.4,20.9,40.2,19.1,10.1,25.9,26.8,20.2,53.8,79.8,2.3,Chapada Diamantina,RPGA do Rio Paraguaçu,532.3
Palmeiras - EBDA,-12.46799,-41.617801,555,0,0,7.5,0,5,19,38.5,29,71,111.5,49,Chapada Diamantina,RPGA do Rio Paraguaçu,725
Curaçá - A448,-9.0013,-39.9124,297.2,41,20.2,12.4,24.8,2.4,3.2,0.2,0.8,0,3.4,11.8,Nordeste,RPGA dos Rios Macururé e Curaçá,402.2
Paulo Afonso - A411,-9.379325,-38.227424,179.2,65.6,0.4,7.4,29,60,,,,4,1.8,1,Nordeste,RPGA dos Rios Macururé e Curaçá,345.6
Cipó - 83192,-11.083333,-38.516667,154.3,22.9,10.9,23.4,110.4,42.7,34,28.3,18.2,21.4,17.5,26.8,Nordeste,RPGA do Rio Itapicuru,466.5
Jacobina - 83186,-11.172778,-40.534167,328.1,40.6,9,19.6,41.9,11.3,17.7,50,25.3,32.8,69.4,6.3,Nordeste,RPGA do Rio Itapicuru,576.3
Monte Santo - 83090,-10.4425,-39.331111,214.9,36.9,1,8.9,75.4,40.1,22.1,23.5,6.4,1.4,5.6,8.9,Nordeste,RPGA do Rio Itapicuru,430.6
Serrinha - 83190,-11.633333,-38.966667,253.6,50.5,2.4,32.8,99.6,43.3,45.3,34.7,28.9,14.8,110.2,35.1,Nordeste,RPGA do Recôncavo Norte,605.9
Conde - A431,-12.03622,-37.68322,,,27.6,73,198.8,210,78.6,90.6,43,34.8,,,Nordeste,RPGA do Rio Itapicuru,756.4
Uauá - A435,-9.833617,-39.495631,330.8,70.8,2.8,2,27.4,10.8,6.4,,,1,0.6,2.2,Nordeste,RPGA do Rio Vaza-Barris,452
Euclides da Cunha - A442,-10.537233,-38.996605,210.2,34.2,3,0.4,0,,15.2,20.4,,4.6,4.4,6.2,Nordeste,RPGA do Rio Itapicuru,288
Queimadas - A436,-10.984645,-39.617009,245.4,19.8,4.4,26.2,36.8,22.4,18.6,36,9,7,31,32.8,Nordeste,RPGA do Rio Itapicuru,425.6
Jacobina - A440,-11.205136,-40.464979,,9.8,16,55.4,71,24,16.2,44.2,29.4,44.6,108.4,9.6,Nordeste,RPGA do Rio Itapicuru,310.6
Serrinha - A441,-11.664586,-39.022946,236.4,57.8,0.4,29.8,95,44.8,48,35.8,30.8,30.4,78.2,38.2,Nordeste,RPGA do Rio Paraguaçu,609.2
Senhor do Bonfim  - A428,-10.443072,-40.148244,,,40.4,15.8,67,,,,,,,,Nordeste,RPGA do Rio Itapicuru,123.2
Capim Grosso (Pedras Altas) - 50430000,-11.18288,-40.04725,293.4,13.4,5.4,24.4,,21.2,8,30.8,6.4,27.2,81.6,10.2,Nordeste,RPGA do Rio Itapicuru,430.2
Ponto Novo - 50380000,-10.845,-40.1128,253.6,29.6,5.4,15,24.4,30,12,24.6,6,4.4,43.8,6.2,Nordeste,RPGA do Rio Itapicuru,405
Ponto Novo - IT-PR-41,-10.847006,-40.112286,269.25,61,,,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,330.25
Ipirá - PG-CL-02,-12.14986,-39.76454,165,4.25,7.5,14,2.5,24,21,53.75,29,55.75,20.5,43.5,Nordeste,RPGA do Rio Paraguaçu,376.75
Serrinha - RN-CL-02,-11.648333,-38.982777,183.75,23.5,10.25,33,96.25,33,33.75,33.25,18.75,24.5,46.5,14.5,Nordeste,RPGA do Recôncavo Norte,490
Pé de Serra - PG-PR-06,-11.833423,-39.623663,247.25,10.75,14,20.75,22.5,29,14.25,28.5,15.5,12.25,51.5,26,Nordeste,RPGA do Rio Paraguaçu,414.75
Senhor do Bonfim (Centro) - 293010501A,-10.464,-40.19,431.2,67.2,55.8,8.7,66.2,37.1,18.8,,18.8,,26.1,20.5,Nordeste,RPGA do Rio Itapicuru,703.8
Jacobina (Itapeipu) - IT-PR-34,-11.315629,-40.356742,368,10.75,3.5,14.25,7,0.75,1,,,,,,Nordeste,RPGA do Rio Itapicuru,405.25
Caém - IT-PR-35,-11.093399,-40.437579,,,,,,,,27,24.25,13.25,100,7.25,Nordeste,RPGA do Rio Itapicuru,64.5
Jacobina (Tombador Araújo) - IT-PR-36,-11.168677,-40.670642,355,19,3,16.5,42.75,8.5,11.75,39.5,15.5,32,81.75,8,Nordeste,RPGA do Rio Itapicuru,543.5
Conceição do Coité - IT-PR-14,-11.526752,-39.313095,253.5,12.5,0.25,16,,14.25,15.75,20,13.25,15.5,59,45.5,Nordeste,RPGA do Rio Itapicuru,361
Queimadas (Riacho da Onça) - IT-PR-15,-11.24424,-39.790055,291,1,5,20.5,22.25,12,11.5,18.75,7.25,60.25,35.5,14.25,Nordeste,RPGA do Rio Itapicuru,449.5
Queimadas (Povoado Rio do Peixe) - IT-PR-16,-11.097292,-39.524491,239.25,13.25,,,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,252.5
Santaluz - IT-PR-17,-11.24831,-39.37563,179.5,33.25,4,19,46.5,18.75,9.25,,,,,24.5,Nordeste,RPGA do Rio Itapicuru,310.25
Uauá (Fazenda Boa Vista) - IT-PR-18,-10.05893,-39.706158,,,12.25,,,,,,14.75,,,,Nordeste,RPGA do Rio Itapicuru,27
Cansanção (Ambrósio) - IT-PR-19,-10.986458,-39.237813,,,,,,,,,8,,,,Nordeste,RPGA do Rio Itapicuru,8
Cansanção - IT-PR-20,-10.702836,-39.543932,,,,22.5,,,,,4,,,,Nordeste,RPGA do Rio Itapicuru,26.5
Euclides da Cunha - IT-PR-21,-10.551446,-38.995579,,,,7.75,108.25,50.25,26.5,16.5,8.75,11.25,14.75,25.5,Nordeste,RPGA do Rio Itapicuru,229.25
Cansanção (Açude Monteiro) - IT-PR-23,-10.77645,-39.559491,302.75,29.25,8.25,11.5,39.25,36.25,14.75,13.25,5.5,4.75,5,18.25,Nordeste,RPGA do Rio Itapicuru,465.5
Monte Santo (Pedra Vermelha) - IT-PR-24,-10.454497,-39.559488,243.75,32,6.5,6.5,55.25,10.5,15,6.5,3,2,4.5,18,Nordeste,RPGA do Rio Itapicuru,381
Quijingue - IT-PR-25,-10.783951,-39.20809,222.5,44.75,8.75,11.25,35.5,20,9.25,12.75,4.25,12.25,3.5,18,Nordeste,RPGA do Rio Itapicuru,381.25
Conde - IT-PR-31,-11.813434,-37.616927,,,,38.5,187.25,,,,,,,,Nordeste,RPGA do Rio Itapicuru,225.75
Ribeira do Pombal (Curral Falso) - IT-PR-01,-10.697843,-38.5714,200,30.5,21.5,7,113.25,43.25,29,19.75,,,,,Nordeste,RPGA do Rio Itapicuru,464.25
Euclides da Cunha (Aribicé) - IT-PR-02,-10.557835,-38.793352,93,,,4.25,67.5,31,19.5,19.25,8.25,6.5,1.25,7.75,Nordeste,RPGA do Rio Itapicuru,249.25
Ribeira do Pombal - IT-PR-04,-10.823399,-38.545844,237.75,45.75,,,,,,,17,13,3,11.5,Nordeste,RPGA do Rio Itapicuru,313.5
Quijingue (BR 116 E. Cunha / Tucano) - IT-PR-05,-10.7105,-38.9227,156,15.5,12.25,7.75,69,22.5,13.25,10.25,5.5,5,0.5,9.5,Nordeste,RPGA do Rio Itapicuru,317
Crisópolis - IT-PR-08,-11.510923,-38.120832,71.5,47.75,8,29.5,146.25,49,33,,,,,,Nordeste,RPGA do Rio Itapicuru,385
Araci (Fazenda Laranjeiras III) - IT-PR-09,-11.334248,-38.968638,177.75,14.5,8,30.5,93,38.25,13.25,14,10,22.25,31.75,45.5,Nordeste,RPGA do Rio Itapicuru,421.5
Nova Soure (Estação Experimental) - IT-PR-10,-11.3083,-38.5361,,,,,,,,,35.25,14.5,,,Nordeste,RPGA do Rio Itapicuru,49.75
Olindina - IT-PR-11,-11.343693,-38.318892,140.25,29.5,11.5,13.25,141,36.5,32.25,26.5,18.25,20.25,0,40.5,Nordeste,RPGA do Rio Itapicuru,469.25
Itapicuru - IT-PR-12,-11.321193,-38.225003,135.75,35.25,8.75,15.25,40.25,2,,,,,,,Nordeste,RPGA do Rio Itapicuru,237.25
Ribeira do Amparo (Boa Hora) - IT-PR-13,-10.965,-38.5234,203.75,25.25,2.75,22.75,112,38.75,28.75,23,13.25,21,0,6.75,Nordeste,RPGA do Rio Itapicuru,491.25
Jeremoabo - A450,-10.0807,-38.3459,285,36.8,19,30.2,84.6,37.8,24.2,15.6,11.8,5.8,2.6,13.4,Nordeste,RPGA do Rio Vaza-Barris,550.8
Juazeiro (Itaberaba) - 291840701A,-9.44837,-40.48517,,,,,,0.4,,0.8,0,14,8.4,0.2,Norte,RPGA dos Rios Macururé e Curaçá,15.2
Juazeiro (Malhada da Areia) - 291840702A,-9.44181,-40.51381,262,30,1.8,2.2,0,0.2,0.4,0,0.4,5.4,2,1,Norte,RPGA dos Rios Macururé e Curaçá,302.4
Juazeiro (Maria Gorete) - 291840703A,-9.42014,-40.49909,261.2,23.6,5.6,4.2,0.6,0,1,0.6,0,6.4,1,1.6,Norte,RPGA dos Rios Macururé e Curaçá,303.21
Juazeiro (João Paulo II) - 291840704A,-9.47067,-40.49805,281.4,26,5.4,2.6,0.2,0.4,0.4,0.8,0.8,20.8,14.6,1.2,Norte,RPGA dos Rios Macururé e Curaçá,338.8
Lapão - 291915701A,-11.38,-41.83,336.4,6.8,0,0,6,0.2,0.4,1,9.8,25,73.2,36.2,Norte,RPGA dos Rios Verde e Jacaré,385.6
Irecê - 83182,-11.3,-41.866667,330.7,1.4,9.2,1.2,11.1,0.8,,7.6,10.1,46.1,49.7,9.8,Norte,RPGA dos Rios Verde e Jacaré,418.21
Remanso - 82979,-9.633333,-42.1,398.5,45,7.3,0,10,0,0,0,13.5,12.1,105.9,9.8,Norte,RPGA do Lago de Sobradinho,486.41
Umburanas (Delfino) - A443,-10.45492,-41.206996,320,43.2,0,0.8,22,6.8,2.6,4.2,11,7.8,90.8,41.6,Norte,RPGA do Rio Salitre,418.41
Remanso - A423,-9.625693,-42.077214,131.4,,,0,10.4,0,,,,13,105.2,10,Norte,RPGA do Lago de Sobradinho,154.8
Irecê - A424,-11.328998,-41.864504,259.4,1.6,3.6,0.6,,,,7.2,10.4,47.6,51.2,13,Norte,RPGA dos Rios Verde e Jacaré,330.41
Juazeiro (Mandacaru) - Convencional,-9.401263,-40.434428,271.6,,,,,,,,,,,,Norte,RPGA dos Rios Macururé e Curaçá,271.6
Casa Nova - Faz. Santa Felicidade,-9.333333,-40.8,371.16,16.6,4.3,2.8,0.25,0.25,0,0.76,0,2.7,11.65,10.4,Norte,RPGA do Lago de Sobradinho,398.83
Juazeiro - Fazenda Brasil Uvas,-9.316666,-40.183333,227.1,26.05,,0.6,4.8,1.25,1.75,,,2.7,10.6,,Norte,RPGA dos Rios Macururé e Curaçá,264.25
Juazeiro - Massaroca,-9.8,-40.233333,,,0,,,,5,4.5,1.4,2.8,32,17,Norte,RPGA dos Rios Macururé e Curaçá,13.7
Jaguarari - Pilar,-9.85,-39.933333,255.9,27.2,,0,10.4,4.8,6.6,,1.6,,16.6,5.8,Norte,RPGA dos Rios Macururé e Curaçá,306.51
Juazeiro - Santa Helena,-9.566666,-40.3,230.9,,,0,0,1.8,0,1.1,0,44.85,21.3,1.5,Norte,RPGA dos Rios Macururé e Curaçá,278.66
Juazeiro - Salitre,-9.5,-40.633333,377,23.1,,0.1,0,0,0.1,1.3,0.5,52.3,36.9,13.9,Norte,RPGA dos Rios Macururé e Curaçá,454.41
Ibitibá,-11.551736,-41.968187,572.4,16.8,,,,,,,16.6,32.8,51.2,97.2,Norte,RPGA dos Rios Verde e Jacaré,638.6
Jussara - Arrecife,-11.065335,-41.974853,321,14.2,,,,,,0,17.8,35.2,55,41.6,Norte,RPGA dos Rios Verde e Jacaré,388.2
Ibipeba,-11.673962,-42.010413,681.2,8.4,,,,,,,,,,,Norte,RPGA dos Rios Verde e Jacaré,689.6
Central,-11.135391,-42.093468,464.6,21.6,,,,,,,,,,,Norte,RPGA dos Rios Verde e Jacaré,486.21
Uibai,-11.294784,-42.14208,407,57.8,,,,,,,12,12.8,117,54.2,Norte,RPGA dos Rios Verde e Jacaré,489.6
Irecê - VJ-CL-01,-11.289166,-41.894166,313.75,24.75,1,0,9.75,0.25,0.25,8,12,51.25,47.5,9,Norte,RPGA dos Rios Verde e Jacaré,421
Juazeiro - Mandacaru,-9.4,-40.433333,269.2,7.4,6.1,2.8,0.25,0.5,0.25,0,0,,16.7,9.9,Norte,RPGA dos Rios Macururé e Curaçá,286.5
Jaguarari (Santa Rosa) - SM-PR-01,-10.098374,-39.869774,392.25,49.25,1.75,3,35,29.25,25.75,12.5,8.5,1,31.5,,Norte,RPGA dos Rios Macururé e Curaçá,558.25
Campo Formoso - IT-PR-27,-10.510327,-40.332849,346.5,43,28,13.75,86,92.25,33.5,56.75,18.5,32,,,Norte,RPGA do Rio Itapicuru,750.25
Jaguarari - IT-PR-28,-10.269489,-40.200344,417.75,83.5,,,,,,,,,,,Norte,RPGA do Rio Itapicuru,501.25
Mirangaba - IT-PR-29,-10.954784,-40.574527,,,,13.75,,,,,7.25,9,35.5,,Norte,RPGA do Rio Itapicuru,30
Olho D'Água,-10.700331,-40.601468,200.6,7.8,117.4,3.8,34.2,29.4,10.8,13.8,7.4,19.6,87,5,Norte,RPGA do Rio Salitre,444.8
Mirangaba (Taquarendi) - SA-PR-01,-10.893669,-40.687028,330.2,3.4,,,,,,,7.4,19.6,87,1.4,Norte,RPGA do Rio Salitre,360.6
Barreiras (Fazenda Novo Horizonte) - GR-PR-13,-12.064787,-45.560529,446.6,49.2,,,,,,,,,,,Oeste,RPGA do Rio Grande,495.8
Fazenda Catarinense,-13.286201,-46.028331,446,67.8,,,,,,,,,,,Oeste,RPGA do Rio Grande,513.8
Arrojolândia,-13.741772,-45.466093,368.2,46.8,,,,,,,,,,,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",415
Correntina (Rosário) - CT-PR-03,-13.940105,-46.188064,267.4,77.8,,,,,,,,,,,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",345.2
Fazenda Cachoeirinha,-14.389284,-45.840279,450.4,96.8,,,,,,,,,,,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",547.2
Cocos (Ponte do Itaguari) - CA-PR-02,-14.234011,-44.626902,759.8,55,,,,,,,,,,,Oeste,RPGA do Rio Carinhanha,814.8
Formosa do Rio Preto - A452,-11.052163,-45.200769,,,,,,,0,0,25,32.6,192.6,130,Oeste,RPGA do Rio Grande,57.6
Correntina - A416,-13.332386,-44.617376,454.4,1.4,13,0,0,,,,,39.4,220,45.6,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",508.2
Barreiras - 83236,-12.155556,-45.007778,593.1,9.8,81.1,,2.8,2.4,0,0,15.5,95.8,120.1,106.3,Oeste,RPGA do Rio Grande,800.5
Correntina - 83286,-13.332222,-44.617222,,,,0,0,3.6,,0,12.5,,,45.1,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",16.1
Barreiras (Form. Rio Preto) - 46550000,-11.154444,-45.009166,588.1,10.9,79.2,9.1,3.6,5.2,0,0,18.6,90.9,85.8,119.2,Oeste,RPGA do Rio Grande,805.61
Correntina (Arrojado) - 45770000,-13.4528,-44.5689,373.2,,2.2,,,0,0,0,,,,42.4,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",375.4
Correntina - 45590000,-13.3406,-44.6386,,,,,0,0,,0,,,,75.8,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0
Correntina (Mocambo) - 45740001,-13.28572,-44.56284,415,,42.4,,,1.2,0,0,,,264.4,57.2,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",458.6
Correntina (PCH Pres. Goulart-J) - 45600000,-13.3344,-44.6208,614.6,1.4,28.2,0,0,11.7,0,0,11.2,59.3,272.1,56.9,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",726.41
Correntina (PCH Pres. Goulart-M1) - 45588000,-13.3408,-44.6414,,,,0,,7.4,0,0,17.7,24.9,,,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",50
São Desidério (PCH Sítio Grande-J) - 46453500,-12.4286,-45.1528,,,22.9,2.6,0,0,0,,,,319,,Oeste,RPGA do Rio Grande,25.5
Formosa do Rio Preto (COACERAL)  - GR-CL-02,-10.561944,-45.693333,654.25,15.75,,,,,,,,,,,Oeste,RPGA do Rio Grande,670
Barreiras - A402,-12.124715,-45.027049,590.2,6.8,52,12,0.6,0.2,0,0.2,17.2,77.8,122,117.2,Oeste,RPGA do Rio Grande,757.01
Luís Eduardo Magalhães - A404,-12.152394,-45.829745,297.6,48.6,5.6,0,0,0,0,0,0.4,0.4,,,Oeste,RPGA do Rio Grande,352.6
São Desidério - R. Velha - GR-CL-01,-12.898055,-46.157222,605.5,29.75,157.75,109.25,0,0.25,0,0,57.75,33,184.5,105,Oeste,RPGA do Rio Grande,993.25
Salvador (J. Zoológico) - A401,-13.005515,-38.50576,165,41.4,26.6,,178,132,94,151.4,54.4,37.2,54.4,56,Recôncavo,RPGA do Recôncavo Norte,880
Cruz das Almas - A406,-12.675422,-39.08958,165,48,45.8,67,145.8,76.4,78.4,140,66.8,59,33.2,55.6,Recôncavo,RPGA do Rio Paraguaçu,892.2
Santo Amaro - 292860406H,-12.5293,-38.7339,,,16.4,27.8,177,121.8,,71.8,,,,,Recôncavo,RPGA do Recôncavo Norte,414.8
Salvador - Canabrava,-12.924122,-38.429942,144,76.4,58.4,77.5,,,,,,,,,Recôncavo,RPGA do Recôncavo Norte,356.3
Lauro de Freitas (Rio Ipitanga) - 291920704H,-12.888539,-38.321162,,,,,,,,140.8,,,25,,Recôncavo,RPGA do Recôncavo Norte,140.8
Camaçari (Hidro) - 290570101H,-12.714036,-38.33905,,,,,,,,120,126.8,43.8,118.8,79.8,Recôncavo,RPGA do Recôncavo Norte,290.6
Valença - 293290307H,-13.3664,-39.0767,,,,,,,,342.3,134.3,134.6,61.8,106,Recôncavo,RPGA do Recôncavo Sul,611.2
Feira de Santana - A413,-12.1962,-38.967384,,47,12.8,28.8,69.2,56.6,,,,15.4,,,Recôncavo,RPGA do Recôncavo Norte,229.8
Alagoinhas - 83249,-12.148333,-38.425556,123.7,15.1,29.9,78.6,138.4,72.5,44,76.4,93.1,53.3,73.9,48.6,Recôncavo,RPGA do Recôncavo Norte,725
Cruz das Almas - 83222,-12.666667,-39.083333,179.2,50,45.9,,157.2,83.4,,66.2,68.4,60,34.6,50.5,Recôncavo,RPGA do Rio Paraguaçu,710.3
Feira de Santana - 83221,-12.196111,-38.967222,235.4,43,12.2,23.4,61.4,55.8,44.9,29.8,33.5,14.7,7,7.6,Recôncavo,RPGA do Recôncavo Norte,554.1
Amargosa - A434,-13.009468,-39.616881,149.6,18.2,49,65.6,44.6,32.2,107.4,138,59.6,55.4,66.8,31.2,Recôncavo,RPGA do Recôncavo Sul,719.6
Valença - A444,-13.34361,-39.12667,255.4,80.6,127.6,113,152.6,93.8,198.4,382.8,145.2,159.2,105.4,78,Recôncavo,RPGA do Recôncavo Sul,1708.61
Mata de São João - ETA - Embasa,-12.394946,-37.934649,51.7,40.7,1.3,137.4,167.2,105.1,12.8,2.8,38.6,22.9,5.8,18.3,Recôncavo,RPGA do Recôncavo Norte,580.5
Candeias - EMBASA,-12.663561,-38.533,46.3,4,20.1,39.6,219.6,203.1,,,,9.8,108.1,26.3,Recôncavo,RPGA do Recôncavo Norte,542.5
Dias D´Ávila - EMBASA,-12.620505,-38.315217,90,42.4,,49.9,184.8,223.1,84.1,,210.3,58,129.2,57.8,Recôncavo,RPGA do Recôncavo Norte,942.61
São Sebastião do Passé-EMBASA,-12.517449,-38.492165,123.5,31.3,24.1,45.8,130.8,159.5,,,86.4,,112.7,81.04,Recôncavo,RPGA do Recôncavo Norte,601.4
Simões Filho (Joanes II) - 322,-12.674147,-38.376254,102.8,35,31.4,39.4,198.5,160.1,80.5,126.9,145.9,35.1,177,61.9,Recôncavo,RPGA do Recôncavo Norte,955.6
Camaçari (Santa Helena) - 323,-12.56202,-38.1606,73.2,81.2,54,61.5,178.8,224.2,59.1,167.8,137.8,37.5,125.1,52.4,Recôncavo,RPGA do Recôncavo Norte,1075.1
Salvador - (MONT SERRAT - PCD),-12.930959,-38.516964,,101.4,,,,,,,,,,,Recôncavo,RPGA do Recôncavo Norte,101.4
Salvador (Ondina) - 83229,-13.005278,-38.505833,162.5,40.5,65.5,68.7,242.2,126.2,91.5,180.9,122.3,74.7,54.5,53.3,Recôncavo,RPGA do Recôncavo Norte,1175
Feira de Santana - PG-PR-13,-12.268161,-38.96642,225.75,32.75,2.5,31.5,51.25,70.25,27.25,34,59,11,27,15.25,Recôncavo,RPGA do Rio Paraguaçu,545.25
Itatim - PG-PR-14,-12.720391,-39.700059,137.5,14.75,7.25,23.75,13.75,7.25,24.5,24.75,15,19.5,14,3,Recôncavo,RPGA do Rio Paraguaçu,288
Salvador (Centro) - 292740802A,-12.97821,-38.515945,177,50.1,120.6,103.1,,,117.8,187.7,117.7,79.1,,,Recôncavo,RPGA do Recôncavo Norte,953.1
