Dados de Precipitação Mensal das Estações,,,,,,,,,,,,,,,,,
Estação,Latitude,Longitude,Jan/18,Fev/18,Mar/18,Abr/18,Mai/18,Jun/18,Jul/18,Ago/18,Set/18,Out/18,Nov/18,Dez/18,Região,Rpga,Total
Mundo Novo (Ibiaporã) - PG-CL-01,-12.05379,-40.83722,52.25,106,105.2,40.25,40.2,45.6,37.4,,8.4,28,51.4,168,Chapada Diamantina,RPGA do Rio Paraguaçu,463.3
Marcionílio Souza - PG-CL-03,-13.00021,-40.537783,35.3,54.25,89.3,33,52.5,50.5,18.8,,11.2,5.2,41,98.2,Chapada Diamantina,RPGA do Rio Paraguaçu,350.05
Seabra - PG-PR-01,-12.428149,-41.770409,,,,,,,,,,28.6,56.6,,Chapada Diamantina,RPGA do Rio Paraguaçu,28.6
Iraquara - PG-PR-02,-12.255093,-41.61679,,,,,,,,,,13,49,,Chapada Diamantina,RPGA do Rio Paraguaçu,13
Piritiba - PG-PR-07,-11.733137,-40.562306,,,,,,,,,,67.4,53,,Chapada Diamantina,RPGA do Rio Paraguaçu,67.4
Baixa Grande - PG-PR-08,-11.908701,-40.183683,,,,,,,,,,20.4,65,,Chapada Diamantina,RPGA do Rio Paraguaçu,20.4
Tapiramutá - PG-PR-09,-11.838502,-40.791761,39.5,105.75,85.75,45.25,44,63.5,,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,383.75
Morro do Chapéu (Ventura) - PG-PR-10,-11.650911,-40.951765,57.5,130.5,33.5,9.5,8,17,,9.8,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,265.8
Bonito - PG-PR-11,-11.98993,-41.25429,36.75,106.25,86.25,67.25,81,86.75,,,,36,56.6,,Chapada Diamantina,RPGA do Rio Paraguaçu,500.25
Piatã - CO-CL-04,-13.164166,-41.770833,66.2,140.4,167.65,92.7,93.25,38.65,29.75,7.8,3.25,85.45,113.85,196.9,Chapada Diamantina,RPGA do Rio de Contas,725.1
Souto Soares - PG-CL-04,-12.08538,-41.64815,,,,,,,29.2,11.2,12.4,1,44.8,153.8,Chapada Diamantina,RPGA do Rio Paraguaçu,53.8
Itaberaba (PC Ponte Rio Capivari) - 51326200,-12.51429,-39.93422,52.3,,,,,,,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,52.3
Macajuba - 291960301C,-12.131247,-40.155666,,,,,14.4,15.4,,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,29.8
Dom Basilio - 291010701C,-13.745397,-41.771369,,,,,,,2.4,,0,46.4,52,,Chapada Diamantina,RPGA do Rio de Contas,48.8
Itaberaba - 291470301C,-12.457663,-40.201519,,,,,32,33.6,11.2,,4.4,0.2,14.8,109.4,Chapada Diamantina,RPGA do Rio Paraguaçu,81.4
Utinga - 293280401C,-12.0756,-41.102466,44,104.4,119.6,18.6,36,40,9.6,,1,12.6,32.6,,Chapada Diamantina,RPGA do Rio Paraguaçu,385.81
Itaetê - 291500701C,-13.028561,-40.964186,,,,,25.2,28.8,16.8,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,70.8
Barro Alto - 290323501C,-11.811728,-41.901164,11,84,17,1.2,0.2,1.8,0,,0.2,9.6,35,,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,125
Ibicoara - 291220201C,-13.446389,-41.297933,90.2,130.8,134.4,102.6,79,65,14.4,,8.6,67.2,60.2,214.8,Chapada Diamantina,RPGA do Rio de Contas,692.2
Curaçá - A448,-9.0013,-39.9124,92.4,99.4,29.4,137,28.2,1.2,,0.2,,15.6,8.8,121.4,Nordeste,RPGA dos Rios Macururé e Curaçá,403.41
Chorrochó - 290770701C,-8.98354,-39.11837,,96.6,,37.4,2,3.6,1.8,,0,1.8,2.2,,Nordeste,RPGA dos Rios Macururé e Curaçá,143.21
Rodelas - 292710101C,-8.85236,-38.76462,,,,,,,1,,0,0,0.8,96.4,Nordeste,RPGA dos Rios Macururé e Curaçá,1
Nova Fátima - 292273001C,-11.696805,-39.656722,,46.6,119,32.8,74,51,4.2,,15.2,4.6,32.8,91.8,Nordeste,RPGA do Rio Paraguaçu,347.4
Gavião - 291125301C,-11.54009,-39.81433,2.2,67.8,73.4,18.6,49.4,33.6,3.8,,13,1.4,28.6,,Nordeste,RPGA do Rio Paraguaçu,263.2
Cansanção - Acqua,-10.68723,-39.59344,,,0,,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,0
Cipó - 83192,-11.083333,-38.516667,25,14.4,101.8,42.2,68.4,86.4,13,28.7,11.9,5.8,26.5,29.1,Nordeste,RPGA do Rio Itapicuru,397.6
Jacobina - 83186,-11.172778,-40.534167,106.1,162.8,202.5,36.2,68.2,56.1,3.7,31.1,11.5,18.4,43.1,162.7,Nordeste,RPGA do Rio Itapicuru,696.6
Jacobina (Ladeira Vermelha) - 291750801A,-11.161707,-40.554213,,,,,32.6,29.8,2.6,18.2,6.6,20.2,33.6,114.4,Nordeste,RPGA do Rio Itapicuru,110
Monte Santo - 83090,-10.4425,-39.331111,8.3,10.6,37.3,33.1,47.6,36.7,14.8,22.2,8.1,20.4,13.4,92.8,Nordeste,RPGA do Rio Itapicuru,239.11
Jacobina (Feliz Tomaz) - 291750802A,-11.174316,-40.517837,,,,,72.8,75,6.2,43.2,21.8,38.6,51.8,182,Nordeste,RPGA do Rio Itapicuru,257.6
Serrinha - 83190,-11.633333,-38.966667,,19.7,89.1,111.8,90.1,109.9,6.3,35.5,13.8,45.5,20.2,100.3,Nordeste,RPGA do Recôncavo Norte,521.7
Conde - A431,-12.03622,-37.68322,26.2,22.6,61.4,336.6,199,182.8,,50.8,,60.8,53.2,16.6,Nordeste,RPGA do Rio Itapicuru,940.2
Uauá - A435,-9.833617,-39.495631,68.4,38.6,13.8,40.2,19,12.4,,3.6,,3.6,24.2,82.4,Nordeste,RPGA do Rio Vaza-Barris,199.6
Euclides da Cunha - A442,-10.537233,-38.996605,,,,,79.2,76.4,,21.4,,11,32,53.6,Nordeste,RPGA do Rio Itapicuru,188.01
Queimadas - A436,-10.984645,-39.617009,2,,,47.2,56.6,27,,8,,95.8,50.2,108,Nordeste,RPGA do Rio Itapicuru,236.61
Jacobina - A440,-11.205136,-40.464979,106.6,179,157.8,59.8,74.6,57,,10.4,,40,78.6,158.2,Nordeste,RPGA do Rio Itapicuru,685.2
Heliópolis - 291185701C,-10.67348,-38.32726,,,,,65.8,97.4,34.2,,0.4,11.6,43.4,,Nordeste,RPGA do Rio Real,209.4
Serrinha - A441,-11.664586,-39.022946,3,,,153.4,101.2,118.2,,32.4,,34.4,34.8,85,Nordeste,RPGA do Rio Paraguaçu,442.6
Coronel João Sá - 290920801C,-10.31827,-37.94009,,,,,46.8,50.2,22.6,,2,4.2,22,83.6,Nordeste,RPGA do Rio Vaza-Barris,125.8
Pé de Serra - 292405801C,-11.839861,-39.668472,,27.2,181.6,27.6,72.6,33,2.2,,14.6,0.6,16.8,,Nordeste,RPGA do Rio Paraguaçu,359.41
Sítio do Quinto - 293076601C,-10.32337,-38.662054,,73.4,45,39.6,55,89.8,55.8,,5.2,4,25.4,,Nordeste,RPGA do Rio Vaza-Barris,367.8
Quijingue - 292590701C,-10.72624,-39.23806,36.2,15,,20.2,48.6,38.8,5.8,,7.6,13.6,24.6,,Nordeste,RPGA do Rio Itapicuru,185.8
Nova Soure - 292290401U,-11.30885,-38.53679,,,,,,0,0,,,,,,Nordeste,RPGA do Rio Itapicuru,0
Senhor do Bonfim  - A428,-10.443072,-40.148244,27.8,70.4,169.4,35.8,41.4,52.6,,13.4,,45.6,23.6,88.8,Nordeste,RPGA do Rio Itapicuru,456.41
Capim Grosso (Pedras Altas) - 50430000,-11.18288,-40.04725,6.4,104.6,96.2,20,,,,14,,51.8,26,137.2,Nordeste,RPGA do Rio Itapicuru,293
Ponto Novo - 50380000,-10.845,-40.1128,13,186.8,215.2,44.4,,,,8.6,,,19.8,199.8,Nordeste,RPGA do Rio Itapicuru,468
Capim Grosso - IT-CL-03,-11.36833,-40.03417,,,,,,,,24.3,15.4,8.6,24.6,79.8,Nordeste,RPGA do Rio Itapicuru,48.31
Aporá - IT-CL-01,-11.67082,-38.17485,,,,,,,,2.2,0,0,0,0,Nordeste,RPGA do Rio Itapicuru,2.2
Pé de Serra - PG-CL-07,-11.83676,-39.65905,,,,,,,,29.1,14.8,3.6,17.6,149.4,Nordeste,RPGA do Rio Paraguaçu,47.51
Tucano (Caldas do Jorro) - IT-CL-05,-11.03477,-38.80386,,,,,,,,10.7,3.6,6.8,30.2,18.8,Nordeste,RPGA do Rio Itapicuru,21.1
Saúde - IT-CL-04,-10.95669,-40.38329,,,,,,,,19.6,10,16,27.8,133,Nordeste,RPGA do Rio Itapicuru,45.6
Várzea do Poço (Lajinha) - IT-CL-06,-11.4964,-40.34474,,,,,,,,35.3,18.2,41.6,61,115.4,Nordeste,RPGA do Rio Itapicuru,95.1
Ipirá - PG-CL-02,-12.14986,-39.76454,75,11.25,198.85,37.9,69.75,49.25,28.6,,12.6,3.4,39.4,94.8,Nordeste,RPGA do Rio Paraguaçu,486.6
Cipó - IT-FR-24,-11.0975,-38.5125,,,,,,,,,,2.8,32.4,39,Nordeste,RPGA do Rio Itapicuru,2.8
Senhor do Bonfim (Centro) - 293010501A,-10.464,-40.19,3.8,,,,21.57,57.12,5.96,13.45,7.69,35.11,41.88,80.92,Nordeste,RPGA do Rio Itapicuru,144.7
Pé de Serra - PG-PR-06,-11.833423,-39.623663,,,,,,,,,,3.8,17,,Nordeste,RPGA do Rio Paraguaçu,3.8
Jacobina (Itapeipu) - IT-PR-34,-11.315629,-40.356742,,,,,,,,0,0,,,,Nordeste,RPGA do Rio Itapicuru,0
Caém - IT-PR-35,-11.093399,-40.437579,,,,,,,,,,27.2,79.2,,Nordeste,RPGA do Rio Itapicuru,27.2
Senhor do Bonfim (Carrapichel) - IT-PR-37,-10.388101,-40.220067,,,,,,,,14.8,4.8,24.2,23.2,102,Nordeste,RPGA do Rio Itapicuru,43.8
Queimadas (Riacho da Onça) - IT-PR-15,-11.24424,-39.790055,10.5,95.25,69.25,38,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,213
Santaluz - IT-PR-17,-11.24831,-39.37563,,,,,,,,,,,35.6,,Nordeste,RPGA do Rio Itapicuru,0
Uauá (Fazenda Boa Vista) - IT-PR-18,-10.05893,-39.706158,,,,,,,,,,36.4,4.2,79,Nordeste,RPGA do Rio Itapicuru,36.4
Cansanção (Ambrósio) - IT-PR-19,-10.986458,-39.237813,,,,,,,,,2.6,20.6,22.2,86.4,Nordeste,RPGA do Rio Itapicuru,23.21
Cansanção - IT-PR-20,-10.702836,-39.543932,,,,,,,,,,21.2,8.6,170.4,Nordeste,RPGA do Rio Itapicuru,21.2
Jeremoabo - 291810001C,-9.99707,-38.32543,,,,18,,,,,,,,,Nordeste,RPGA do Rio Vaza-Barris,18
Lamarão - 291910801C,-11.8132,-38.87115,,2.8,92.6,,45.6,58.8,6.2,,16,17,84.8,,Nordeste,RPGA do Recôncavo Norte,239
Conde - IT-PR-31,-11.813434,-37.616927,,,,,,,,,,,55.4,,Nordeste,RPGA do Rio Itapicuru,0
Euclides da Cunha (Aribicé) - IT-PR-02,-10.557835,-38.793352,41,48,48.75,,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,137.75
Quijingue (BR 116 E. Cunha / Tucano) - IT-PR-05,-10.7105,-38.9227,21.75,40.25,55.5,57.75,,,,,2.4,4,59.8,80.6,Nordeste,RPGA do Rio Itapicuru,181.65
Euclides da Cunha (Fazenda Santo Antônio) - IT-PR-06,-10.405331,-39.045582,,,,,,,,,,9.8,32.4,90.2,Nordeste,RPGA do Rio Itapicuru,9.8
Crisópolis - IT-PR-08,-11.510923,-38.120832,23.75,24,48.75,,,,,,,,42.8,,Nordeste,RPGA do Rio Itapicuru,96.5
Araci (Fazenda Laranjeiras III) - IT-PR-09,-11.334248,-38.968638,,,,,,,,,,,51.4,,Nordeste,RPGA do Rio Itapicuru,0
Olindina - IT-PR-11,-11.343693,-38.318892,13,52.5,26.5,,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,92
Itapicuru - IT-PR-12,-11.321193,-38.225003,12.25,33.25,47,,,,,,,,65.6,,Nordeste,RPGA do Rio Itapicuru,92.5
Jeremoabo - A450,-10.0807,-38.3459,23.8,51.4,43.4,24,20,63.2,,15.8,,2.6,16.2,74.2,Nordeste,RPGA do Rio Vaza-Barris,244.21
Quixabeira - 292593101C,-11.37282,-40.12878,,,,,65.6,,,,,,,,Nordeste,RPGA do Rio Itapicuru,65.6
Capela do Alto Alegre - 290685701C,-11.64746,-39.7681,,64.6,90.4,,22.8,8.4,5.4,,8.6,,3.8,2.8,Nordeste,RPGA do Rio Paraguaçu,200.21
Serrolândia - 293060001C,-11.47855,-40.27453,,,,15.8,71.6,45,4.8,,20.8,18.6,,,Nordeste,RPGA do Rio Itapicuru,176.6
Juazeiro (Itaberaba) - 291840701A,-9.44837,-40.48517,,99.8,57.8,,8,4,1.8,0.8,0,7.8,0,46.8,Norte,RPGA dos Rios Macururé e Curaçá,180.01
Juazeiro (Malhada da Areia) - 291840702A,-9.44181,-40.51381,18,,,,,,,,,,,,Norte,RPGA dos Rios Macururé e Curaçá,18
Juazeiro (Maria Gorete) - 291840703A,-9.42014,-40.49909,,73.4,18.6,,8.2,2,1.2,0.8,0,7,0.2,43.2,Norte,RPGA dos Rios Macururé e Curaçá,111.2
Juazeiro (João Paulo II) - 291840704A,-9.47067,-40.49805,,114.8,62.6,,3.6,2.8,0.8,1,0,8.4,0,37.2,Norte,RPGA dos Rios Macururé e Curaçá,194.01
Lapão - 291915701A,-11.38,-41.83,,60,64.8,,3.4,0,0,1,0,8.2,26.2,185,Norte,RPGA dos Rios Verde e Jacaré,137.4
América Dourada (Centro) - 290115501A,-11.45011,-41.434004,,,,,0.8,1.8,0.2,1.4,0.2,26.6,10,211,Norte,RPGA dos Rios Verde e Jacaré,31
Irecê - 83182,-11.3,-41.866667,5.8,97.5,78.1,6,2.9,0,0,1.1,0,6.1,31.4,198.6,Norte,RPGA dos Rios Verde e Jacaré,197.5
Remanso - 82979,-9.633333,-42.1,27.9,197.1,258.7,23.6,0,0,0,0,0,24.3,1.8,94.4,Norte,RPGA do Lago de Sobradinho,531.6
Central - 290760801C,-11.09634,-42.10714,,,176.6,,0.2,0.2,0,,,,,,Norte,RPGA dos Rios Verde e Jacaré,177
Umburanas (Delfino) - A443,-10.45492,-41.206996,14.6,178,,,10,11,,3.8,,3.8,18.2,193.8,Norte,RPGA do Rio Salitre,221.21
Ibititá - 291310101U,-11.605166,-41.963194,,17.8,8.2,,,,,,,,,,Norte,RPGA dos Rios Verde e Jacaré,26
Remanso - A423,-9.625693,-42.077214,29.4,198.2,250.4,24.8,0,0,,0,,27.2,32.8,145.6,Norte,RPGA do Lago de Sobradinho,530
Irecê - A424,-11.328998,-41.864504,10.2,81.6,81.6,6.6,6,0,,0.4,,9.8,35.6,136.8,Norte,RPGA dos Rios Verde e Jacaré,196.2
Casa Nova - Faz. Santa Felicidade,-9.333333,-40.8,58.2,62.7,63.1,46.52,3.31,,,6.1,0,24.13,,,Norte,RPGA do Lago de Sobradinho,264.06
Juazeiro - Fazenda Brasil Uvas,-9.316666,-40.183333,,,68.6,57.4,3.05,,,0,0,57.66,,,Norte,RPGA dos Rios Macururé e Curaçá,186.71
Juazeiro - Massaroca,-9.8,-40.233333,55.5,127.1,40.3,6.6,6.5,,,3,1.4,0,,,Norte,RPGA dos Rios Macururé e Curaçá,240.4
Jaguarari - Pilar,-9.85,-39.933333,,,39.5,12.4,27.5,,,10.7,1.2,0,,,Norte,RPGA dos Rios Macururé e Curaçá,91.31
Juazeiro - Santa Helena,-9.566666,-40.3,23.8,84.9,46.9,1.2,7.5,,,2.9,0,0,,,Norte,RPGA dos Rios Macururé e Curaçá,167.2
Juazeiro - Salitre,-9.5,-40.633333,32.5,56,26.4,9,1,,,0,0.4,3.5,,,Norte,RPGA dos Rios Macururé e Curaçá,128.8
Várzea Nova - SA-CL-02,-11.23996,-40.935618,,,,,,,,9.5,3,24.8,13.2,59.8,Norte,RPGA do Rio Salitre,37.3
Itaguaçu da Bahia (Várzea Grande) - VJ-PR-04,-10.908939,-42.516536,,,,,,,,,,,0,0,Norte,RPGA dos Rios Verde e Jacaré,0
Ibitibá,-11.551736,-41.968187,,,,,,0.8,0.2,6.2,0.4,40.6,48.8,265,Norte,RPGA dos Rios Verde e Jacaré,48.2
Juazeiro (CODEVASF Salitre) - MC-CL-01,-9.48778,-40.61333,,,,,,,,5.8,0.3,12.2,9.1,80.1,Norte,RPGA dos Rios Macururé e Curaçá,18.3
Jussara - Arrecife,-11.065335,-41.974853,,,,,,0,0,2.6,,4,19.4,223.8,Norte,RPGA dos Rios Verde e Jacaré,6.6
Campo Formoso - IT-CL-02,-10.47062,-40.33412,,,,,,,,27.6,15,21.2,16.6,202.4,Norte,RPGA do Rio Itapicuru,63.8
Sento Sé - SO-CL-01,-9.78228,-41.81872,,,,,,,,0,0,74.4,55.4,131.8,Norte,RPGA do Lago de Sobradinho,74.4
Itaguaçu da Bahia - VJ-CL-03,-10.9549,-42.3465,,,,,,,,0,0,0,0,0,Norte,RPGA dos Rios Verde e Jacaré,0
Juazeiro - 48020000,-9.4064,-40.5036,,125,38.83,15,,,,3.4,,4,0.2,,Norte,RPGA dos Rios Macururé e Curaçá,186.23
Central,-11.135391,-42.093468,,,,,,0.4,0,0,,,,,Norte,RPGA dos Rios Verde e Jacaré,0.4
Ibipeba - VJ-CL-02,-11.62667,-42.06444,,,,,,,,3.4,0,26.6,47,257.8,Norte,RPGA dos Rios Verde e Jacaré,30
Uibai,-11.294784,-42.14208,,,,,,,,,,58.4,40.4,144.8,Norte,RPGA dos Rios Verde e Jacaré,58.4
Campo Formoso (Aeródromo) - SA-PR-03,-10.49,-40.4871,,,,,,,,,,2,11,,Norte,RPGA do Rio Itapicuru,2
Irecê - VJ-CL-01,-11.289166,-41.894166,9,95.5,72.85,0.5,2.75,0.3,0,0,0,4.65,17.7,116.1,Norte,RPGA dos Rios Verde e Jacaré,185.55
Juazeiro - Mandacaru,-9.4,-40.433333,51.4,124.8,,42.93,,,,1.02,0,0,,,Norte,RPGA dos Rios Macururé e Curaçá,220.15
Jaguarari - IT-PR-28,-10.269489,-40.200344,,,,,,,,,,61.4,12.4,,Norte,RPGA do Rio Itapicuru,61.4
Mirangaba - IT-PR-29,-10.954784,-40.574527,,,,,,,,,,54.2,20,,Norte,RPGA do Rio Itapicuru,54.2
Olho D'Água,-10.700331,-40.601468,,,,,,0.2,0.2,0.2,7.4,2.2,0,0,Norte,RPGA do Rio Salitre,10.2
João Dourado - 291835701C,-11.313636,-41.633467,,,7.8,,0.8,,,,,,,,Norte,RPGA dos Rios Verde e Jacaré,8.6
Mirangaba (Taquarendi) - SA-PR-01,-10.893669,-40.687028,,,,,,18.4,1.2,10.2,7,42.6,7.2,85.8,Norte,RPGA do Rio Salitre,79.4
Fazenda Vila Verde,-12.032839,-46.054434,,,,,,,,,,,185.4,134,Oeste,RPGA do Rio Grande,0
Barreiras (Fazenda Dona Izeta) - GR-PR-15,-12.073399,-45.490807,230.8,280.2,228.2,15,,,,,,,,,Oeste,RPGA do Rio Grande,754.2
Barreiras (Limoeiro) - GR-PR-18,-12.293403,-45.544421,,,,,,,,,,,160.4,146.6,Oeste,RPGA do Rio Grande,0
Barreiras (Fazenda Pró Café) - GR-PR-19,-12.160625,-45.330802,178.4,301.2,219.6,49,,,,,,,,,Oeste,RPGA do Rio Grande,748.2
Arrojolândia,-13.741772,-45.466093,,,,,,,,,,,321.2,9,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0
Fazenda Cachoeirinha,-14.389284,-45.840279,,,,,,,,,,,301.2,234,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0
Projeto Alto Formoso,-14.260954,-45.27887,,,,,,,,,,,365.2,188.2,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0
Cocos (Ponte do Itaguari) - CA-PR-02,-14.234011,-44.626902,,,,,,,,,,,214.8,245.6,Oeste,RPGA do Rio Carinhanha,0
Formosa do Rio Preto - A452,-11.052163,-45.200769,53.8,327.2,210.8,4.2,0.2,0,,33,,188.4,210.6,183.6,Oeste,RPGA do Rio Grande,817.6
Barreiras (Nova Vida Montante) - 46590000,-11.867963,-45.084552,,,,,,,,,,76.8,152,179.2,Oeste,RPGA do Rio Grande,76.8
Correntina - A416,-13.332386,-44.617376,,,,,,,,,,,319.2,164.8,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0
Barreiras - 83236,-12.155556,-45.007778,95.8,243.6,200.4,60.9,0,0,0,0,0,38.2,172.7,,Oeste,RPGA do Rio Grande,638.9
Correntina - 83286,-13.332222,-44.617222,0,19.7,89.1,113,88.9,110.1,8.6,33,13.8,45.5,20.2,102.3,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",521.7
Barreiras (Form. Rio Preto) - 46550000,-11.154444,-45.009166,106.3,237.1,177.9,68.9,,,,,,,,,Oeste,RPGA do Rio Grande,590.2
São Desidério (Derocal) - 46455000,-12.412696,-45.121499,,,,,,,,,,54.6,243.6,294.8,Oeste,RPGA do Rio Grande,54.6
Correntina (Arrojado) - 45770000,-13.4528,-44.5689,,211.4,116.2,,,,,1,,84,337,184.8,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",412.6
Correntina - 45590000,-13.3406,-44.6386,150.4,352.8,116.5,21.4,,,,0.4,,135.6,377.8,166.8,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",777.1
Barreiras (Fazenda Redenção) - 46543000,-12.1358,-45.1033,,271.6,157.4,103.4,,,,5.6,,39.2,348.6,,Oeste,RPGA do Rio Grande,577.2
Cocos (Fazenda Santa Luzia) - CA-CL-01,-14.85528,-45.93583,,,,,,,,,1.2,35,271.2,206.6,Oeste,RPGA do Rio Carinhanha,36.2
Jaborandi (Fazenda Porta do Céu) - CT-CL-02,-14.11621,-45.84417,,,,,,,,,13.6,121,87.4,17.2,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",134.6
Correntina (Fazenda Morinaga) - CT-CL-01,-13.75194,-45.87028,,,,,,,,,38.2,75,4.2,46.8,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",113.2
São Desidério (Fazenda Decisão) - GR-CL-05,-12.76167,-45.28167,,,,,,,,,0.3,0.2,0,0,Oeste,RPGA do Rio Grande,0.5
Riachão das Neves (Fazenda Madras) - GR-CL-04,-11.63028,-44.84556,,,,,,,,,0,96.2,127.6,297,Oeste,RPGA do Rio Grande,96.2
Formosa do Rio Preto (Fazenda Barcelona) - GR-CL-03,-11.59139,-46.02194,,,,,,,,,2.8,139,272.8,189.2,Oeste,RPGA do Rio Grande,141.8
Correntina (Mocambo) - 45740001,-13.28572,-44.56284,182.65,274.4,105.4,69,,,,0,,106.6,311,203,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",738.05
