Dados de Precipitação Mensal das Estações,,,,,,,,,,,,,,,,,
Estação,Latitude,Longitude,Jan/93,Fev/93,Mar/93,Abr/93,Mai/93,Jun/93,Jul/93,Ago/93,Set/93,Out/93,Nov/93,Dez/93,Região,Rpga,Total
Barreiras (Nova Vida Montante) - 46590000,-11.867963,-45.084552,44.3,230.5,1.4,43.2,48,0,0,0,8.2,86.3,78.7,157.8,Oeste,RPGA do Rio Grande,461.9
São Desidério (Derocal) - 46455000,-12.412696,-45.121499,63.1,82.4,0,50.5,24.7,0,0,0,60.5,41.1,59,166.7,Oeste,RPGA do Rio Grande,322.3
Jequié,-13.883579,-40.141382,71.3,9.6,11.1,24.4,13.9,22.2,,0,0,23.2,25.7,24.2,Sudoeste,RPGA do Rio de Contas,175.7
Tanhaçu - Santo Antônio (ANA),-14.100801,-41.292245,87.3,96.5,0.2,41.6,11.3,0.6,2.3,0,0,0.8,12.8,107.8,Sudoeste,RPGA do Rio de Contas,240.61
Ibotirama - 46150000,-12.181866,-43.224509,43.9,186.5,0,36,0,0,0,0,5.3,7,24.7,142,São Francisco,RPGA dos Rios Paramirim e Santo Onofre,278.7
Bom Jesus da Lapa - 83288,-13.251389,-43.405278,47.6,87.9,12.6,62.5,2.5,0,0,0,29.2,25.6,57.2,132.2,São Francisco,RPGA do Rio Carnaíba de Dentro,267.9
Carinhanha - 83408,-14.283333,-43.766667,,64.6,1.3,29.5,0,0,0,0,6.6,35.8,50,76.6,São Francisco,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",137.8
Carinhanha - ANA,-14.305792,-43.769253,40.8,63.3,2.5,24.6,0,0,0,0,5.1,38.6,54.6,77.7,São Francisco,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",174.9
Morro do Chapéu - 83184,-11.216667,-41.216667,92.9,,0,,19.9,24.6,21.8,,6.6,,27.6,38.7,Chapada Diamantina,RPGA do Rio Salitre,165.8
Irecê - 83182,-11.3,-41.866667,46.4,8.8,0,23.4,0.3,0.1,0,,1.2,,54.4,99.8,Norte,RPGA dos Rios Verde e Jacaré,80.2
Correntina - 83286,-13.332222,-44.617222,,94.9,,66.4,4.8,0,0,,,74.3,31.8,129.8,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",240.41
Santa Rita de Cássia - 83076,-11.016667,-44.516667,,,38.5,52,25.6,0,,,,,70.1,221.3,São Francisco,RPGA do Rio Grande,116.1
