Dados de Precipitação Mensal das Estações,,,,,,,,,,,,,,,,,
Estação,Latitude,Longitude,Jan/99,Fev/99,Mar/99,Abr/99,Mai/99,Jun/99,Jul/99,Ago/99,Set/99,Out/99,Nov/99,Dez/99,Região,Rpga,Total
Piatã - EBDA,-13.201338,-41.751143,65,98.5,115.5,53,134,39.9,67,83,49,124,186,140.9,Chapada Diamantina,RPGA do Rio de Contas,828.9
Seabra - EBDA,-12.417987,-41.767806,15,33.5,79,22.5,23.3,5,5.5,23.5,32,80,185.5,209.5,Chapada Diamantina,RPGA do Rio Paraguaçu,319.3
Livramento do Brumado - EBDA,-13.651344,-41.834479,78.8,55.8,153.9,0,7.8,0,0,0,0,29.9,229.2,65.2,Chapada Diamantina,RPGA do Rio de Contas,326.2
Itaberaba - 83244,-12.516667,-40.283333,50.8,57,162.9,25.1,49.5,28.8,54.3,,37.9,76.5,60.1,203.4,Chapada Diamantina,RPGA do Rio Paraguaçu,542.8
Lençóis - 83242,-12.5575,-41.388889,54.9,96.5,158.3,56.5,46.5,53.5,31.3,126.6,,152,,,Chapada Diamantina,RPGA do Rio Paraguaçu,776.1
Morro do Chapéu - 83184,-11.216667,-41.216667,36.5,21.5,77.2,22.3,35,24.5,,46,37.7,91.4,107,138.5,Chapada Diamantina,RPGA do Rio Salitre,392.1
Andaraí - 1241008,-12.801332,-41.284461,58,54.9,111.6,109,,,,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,333.5
Andaraí (Ubiraitá) - EBDA,-12.684663,-41.051122,,,,,0,,,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,0
Mundo Novo (Ibiaporã) - PG-CL-01,-12.05379,-40.83722,27,61,58,36,65,63,63,85,71,180,230,0,Chapada Diamantina,RPGA do Rio Paraguaçu,709
Marcionílio Souza - PG-CL-03,-13.00021,-40.537783,50,34,52,13,22,29,32,23,54,3,0,0,Chapada Diamantina,RPGA do Rio Paraguaçu,312
Piatã - CO-CL-04,-13.164166,-41.770833,92,104,148,53,142,78,68,102,105,110,174,16,Chapada Diamantina,RPGA do Rio de Contas,1002
Souto Soares - PG-CL-04,-12.08538,-41.64815,46,40,128,10,46,1,8,21,83,107,82,126,Chapada Diamantina,RPGA do Rio Paraguaçu,490
Ibicoara - EBDA,-13.351341,-41.284464,,49,,,,,,,,,,,Chapada Diamantina,RPGA do Rio de Contas,49
Jeremoabo - EBDA,-10.067951,-38.351041,,,,13.8,99.4,,13.4,61.8,4.7,7.4,0,1.2,Nordeste,RPGA do Rio Vaza-Barris,200.5
Pedro Alexandre,-10.017951,-37.884362,,,,0,21.5,39.3,17.9,21.9,0.5,0.9,0,0,Nordeste,RPGA do Rio Vaza-Barris,102
Coronel João Sá - EBDA,-10.284624,-37.917698,,,,0,17.7,,13.5,22.3,0,0.6,2.5,0,Nordeste,RPGA do Rio Vaza-Barris,54.1
Abaré - EBDA,-8.71792,-39.117725,,,,0,6,3.2,0,10,0,2,20,19,Nordeste,RPGA dos Rios Macururé e Curaçá,21.2
Chorrochó - EBDA,-8.984593,-39.101059,,,,0,6,,0,0,0,0,0,8.5,Nordeste,RPGA dos Rios Macururé e Curaçá,6
Rodelas - EBDA,-8.83459,-38.751049,,,,0,0,,0,0,0,0,0,12.7,Nordeste,RPGA dos Rios Macururé e Curaçá,0
Macururé - EBDA,-9.16793,-39.051056,,,,0,0,,0,0,0,0,0,9.5,Nordeste,RPGA dos Rios Macururé e Curaçá,0
Curaçá - EBDA,-8.98459,-39.90108,,,,0,12.5,0,4,8,45,37,8,59,Nordeste,RPGA dos Rios Macururé e Curaçá,106.5
Água Fria - EBDA,-11.784653,-38.751059,32,0,19.2,0,0,0,0,0,24.5,71.1,0,0,Nordeste,RPGA do Recôncavo Norte,146.8
Jacobina - EBDA,-11.167968,-40.501101,0,0,,8,44,73,25,95,24.5,77.5,142.5,351.5,Nordeste,RPGA do Rio Itapicuru,347
Miguel Calmon - EBDA,-11.417972,-40.584438,6.7,6.7,,7.5,16,34.5,18,78.5,17,118.5,73,265.5,Nordeste,RPGA do Rio Itapicuru,303.4
Saúde - EBDA,-10.934629,-40.417765,5,5,,6,15,27,8,78,34,49,196.5,116,Nordeste,RPGA do Rio Itapicuru,227
Cipó - 83192,-11.083333,-38.516667,48.5,30.3,5.8,14.5,38.5,44.9,60.9,117.9,44.5,19.7,56.6,53.2,Nordeste,RPGA do Rio Itapicuru,425.5
Jacobina - 83186,-11.172778,-40.534167,103,13.7,67.8,8.2,33.3,39,36,,18.8,34,,357.2,Nordeste,RPGA do Rio Itapicuru,353.8
Monte Santo - 83090,-10.4425,-39.331111,5.3,7.5,97.7,40.8,32,19.9,49.5,128.9,50.1,19.6,48.4,99.8,Nordeste,RPGA do Rio Itapicuru,451.31
Paulo Afonso - 82986,-9.379325,-38.227424,1.1,7.6,15,3.6,40.4,35.9,39.9,,18.4,41.4,116.9,,Nordeste,RPGA dos Rios Macururé e Curaçá,203.3
Senhor do Bonfim - 83088,-10.490649,-40.100044,102.1,14.8,82.5,22.5,38.1,36.6,73.8,108,,43.6,,99,Nordeste,RPGA do Rio Itapicuru,522
Serrinha - 83190,-11.633333,-38.966667,49,27.1,35.1,84.5,100.9,54.5,,124,,83.7,121,44.5,Nordeste,RPGA do Recôncavo Norte,558.81
Riachão do Jacuípe_EBDA,-11.801317,-39.384408,,,0,6,66,,20,73.7,25,25.5,34.5,92.5,Nordeste,RPGA do Rio Paraguaçu,216.2
Santa Bárbara - EBDA,-11.984657,-38.984398,,,0,10,129,,17.5,128.5,48.5,79,77.5,222,Nordeste,RPGA do Recôncavo Norte,412.5
Cansanção - EBDA,-10.66796,-39.501074,,,,,,15.2,,,,,,,Nordeste,RPGA do Rio Itapicuru,15.2
Ipirá - PG-CL-02,-12.14986,-39.76454,46,26,22,32,30,40,46,59,34,69,124,106,Nordeste,RPGA do Rio Paraguaçu,404
Serrinha - RN-CL-02,-11.648333,-38.982777,,,,,,,,84,36,93,141,62,Nordeste,RPGA do Recôncavo Norte,213
Tanquinho - EBDA,-11.96799,-39.101068,,,0,4.5,107.5,,16.5,126.5,65.5,73.5,65,166.5,Nordeste,RPGA do Rio Paraguaçu,394
Candeal - EBDA,-11.80132,-39.117735,,,0,0,66,0,,0,0,38.7,12.2,17,Nordeste,RPGA do Rio Paraguaçu,104.7
Inhambupe - EBDA,-11.784656,-38.351047,37,0,0,52.5,222.5,100.3,,233.5,15,125.5,37,149.2,Nordeste,RPGA do Recôncavo Norte,786.3
Esplanada - EBDA,-11.784656,-37.951038,24.2,0,0,29.4,256.3,129.3,,252,92,91.6,24.2,115.8,Nordeste,RPGA do Recôncavo Norte,874.81
Entre Rios - EBDA,-11.951326,-38.084374,158.8,0,0,25.27,293.96,55.4,,251.5,61.9,134.7,153.8,122.3,Nordeste,RPGA do Recôncavo Norte,981.53
Rio Real - EBDA,-11.48465,-37.934369,90,0,0,36.6,268.6,149.6,,301.6,83.2,104.1,90,74.4,Nordeste,RPGA do Rio Real,1033.7
Sátiro Dias - EBDA,-11.58465,-38.584386,36,0,0,0,,59.8,,197.5,9,117.3,36,131,Nordeste,RPGA do Recôncavo Norte,419.6
Ribeira do Pombal - EBDA,-10.834635,-38.534383,,,5.5,27,124.7,94,64.5,180.9,62.5,70.5,67.5,51.5,Nordeste,RPGA do Rio Itapicuru,629.6
Cipó - EBDA,-11.101305,-38.517717,,,,16.5,,51,,139,60.5,42.5,,,Nordeste,RPGA do Rio Itapicuru,309.5
Olindina_EBDA - EBDA,-11.351311,-38.33438,,,0,18,82,56.6,37.1,161.2,66.5,71.5,36,163.5,Nordeste,RPGA do Rio Itapicuru,492.9
Antas - EBDA,-10.401293,-38.334375,,,13,25,164.5,155,70,172.5,30,112.5,34.5,95,Nordeste,RPGA do Rio Vaza-Barris,742.5
Paripiranga - EBDA,-10.684633,-37.851032,,,0,61.7,235.2,221.4,44.6,208,67.8,106.2,49.6,41,Nordeste,RPGA do Rio Vaza-Barris,944.9
Nova Soure - EBDA,-11.251311,-38.484383,,,10,5,83,40.1,60,192.5,48,68,55,51,Nordeste,RPGA do Rio Itapicuru,506.6
Ribeira do Amparo - EBDA,-11.034638,-38.43438,,,20.2,19,114.6,87,44.5,158.5,49.5,46.5,60.5,14,Nordeste,RPGA do Rio Itapicuru,539.8
Heliópolis - EBDA,-10.667965,-38.284375,,,15.8,48.6,116.5,72.3,73,69.9,2.2,45,37,30.2,Nordeste,RPGA do Rio Real,443.3
Cícero Dantas - EBDA,-10.584629,-38.384377,,,21.5,83.5,161,147,99.5,212.5,14,136.5,79,22,Nordeste,RPGA do Rio Real,875.5
Sítio do Quinto - EBDA,-10.367959,-38.201038,,,0,0,102,130.6,43.2,115.3,23.7,72.5,32.8,26.5,Nordeste,RPGA do Rio Vaza-Barris,487.3
Pedro Alexandre - EBDA,-10.017951,-37.884362,,,0,0,16.5,,11.5,27.3,2,5.9,0,0,Nordeste,RPGA do Rio Vaza-Barris,63.2
Adustina - EBDA,-10.534629,-38.117704,0,,0,32,116,153,26,85,5,42.5,24,28.7,Nordeste,RPGA do Rio Vaza-Barris,459.5
Itapicuru (EBDA Rib. Pombal) - EBDA,-11.317978,-38.217708,,,0,11,96,75.4,64.2,220.7,47.2,72.5,79,191.7,Nordeste,RPGA do Rio Itapicuru,587
Ribeira do Pombal,-10.834635,-38.534383,,,,,,86.5,91,,53,12,24.8,34,Nordeste,RPGA do Rio Itapicuru,242.5
Uauá - EBDA,-9.834609,-39.484404,12,22.6,78,1.6,12.4,8.9,0,29,12.9,0,12.3,143.6,Nordeste,RPGA do Rio Vaza-Barris,177.4
Filadélfia - EBDA,-10.734626,-40.134425,30,15,,0,0,17,,29,76,36,37,78,Nordeste,RPGA do Rio Itapicuru,203
Itiúba - EBDA,-10.684626,-39.934419,15,15,,5,15,31.2,,114,61.5,29.5,0,122,Nordeste,RPGA do Rio Itapicuru,286.2
Andorinha - EBDA,-10.33462,-39.834414,32,26,,23,8,10.3,,47.1,44,15,40,103,Nordeste,RPGA do Rio Itapicuru,205.4
Ponto Novo - EBDA,-10.851296,-40.051089,35,35,,0,11,24.5,,,,0,0,190,Nordeste,RPGA do Rio Itapicuru,105.5
Caldeirão Grande - EBDA,-11.017965,-40.301095,51,58,,0,0,9,,64,88,36,0,94,Nordeste,RPGA do Rio Itapicuru,306
Senhor do Bonfim - EBDA,-10.451287,-40.184425,83,83,12.8,7.7,15.2,28.3,,91.1,25.2,20.6,29.6,107.5,Nordeste,RPGA do Rio Itapicuru,366.91
Araci - EBDA,-11.334644,-38.951062,,,0,19,37,,,110.5,25,53,7.9,0,Nordeste,RPGA do Rio Itapicuru,244.5
Serrinha - EBDA,-11.651317,-38.967731,,,,,,,,,60.3,82.6,,,Nordeste,RPGA do Recôncavo Norte,142.9
Conceição do Coité - EBDA,-11.551314,-39.284404,,,0,112.5,47.5,,,87.5,37.5,42.5,34.5,0,Nordeste,RPGA do Rio Itapicuru,327.5
Santaluz - EBDA,-11.251308,-39.367738,,,0,0,0,,,38.6,0,20.5,0,0,Nordeste,RPGA do Rio Itapicuru,59.1
Euclides da Cunha - EBDA,-10.501293,-39.017728,,,0,78,71,,,140,46,,50,0,Nordeste,RPGA do Rio Itapicuru,335
Queimadas - EBDA,-10.984633,-39.634411,,,0,0,19.3,,0,2.8,25,,16.5,0,Nordeste,RPGA do Rio Itapicuru,47.1
Valente - EBDA,-11.417977,-39.48441,,,,,25.1,,8,72,19.6,12.5,17.5,0,Nordeste,RPGA do Rio Paraguaçu,137.2
Paulo Afonso - EBDA,-9.401269,-38.217702,,,,11.2,37.9,,11.3,31.9,18.4,41.4,66.8,31.7,Nordeste,RPGA dos Rios Macururé e Curaçá,152.1
Santa Brígida - EBDA,-9.734611,-38.134368,,,,8.6,3,,2,40.5,9.5,29.7,48.2,6.2,Nordeste,RPGA do Riacho do Tará,93.3
Glória - EBDA,-9.351269,-38.251038,,,,13.8,29.9,,13.1,44.2,19,29.1,58.6,28.6,Nordeste,RPGA dos Rios Macururé e Curaçá,149.1
Casa Nova - EBDA,-9.08459,-40.617764,,,162.4,0,2.5,0,6,1,47.6,0,151,194,Norte,RPGA do Lago de Sobradinho,219.5
Remanso - EBDA,-9.601263,-42.08447,,,,0,0,0,5,0,28,9,94.2,130.9,Norte,RPGA do Lago de Sobradinho,42
Sento Sé - EBDA,-9.734599,-41.851131,,,,0,1.6,0,0,0,8.4,5,182.4,,Norte,RPGA do Lago de Sobradinho,15
Juazeiro -EBDA,-9.41793,-40.501095,,,,0,2.8,0.8,4,0,9.2,4,171.5,130.6,Norte,RPGA dos Rios Macururé e Curaçá,20.8
Sobradinho - EBDA,-9.334594,-40.81777,,,,1.2,0.7,0,5,0,46.9,6,112.6,224,Norte,RPGA do Lago de Sobradinho,59.8
Taquarendi - EBDA,-10.834626,-40.701104,0,0,,0,0,0,0,0,15,0,47,85.5,Norte,RPGA do Rio Salitre,15
Central - EBDA,-11.151293,-42.11781,51,51,,0,0,,0,0,25,58,248,168,Norte,RPGA dos Rios Verde e Jacaré,185
Ibipeba - EBDA,-11.634638,-42.034476,26,26,,2.8,0,,0,0,34.2,79,192,178.2,Norte,RPGA dos Rios Verde e Jacaré,168
Ibititá - EBDA,-11.523108,-41.976085,39,39,,0,0,,0,0,19.7,43.1,207.7,164.7,Norte,RPGA dos Rios Verde e Jacaré,140.8
Irecê - EBDA,-11.317966,-41.867804,63,,,0,15,0,0,0,35,81.5,92,104,Norte,RPGA dos Rios Verde e Jacaré,194.5
João Dourado - EBDA,-11.334633,-41.651131,32,32,,0,14,0,0,0,54,117,77,186,Norte,RPGA dos Rios Verde e Jacaré,249
Jussara - EBDA,-11.051296,-40.96778,70,70,,0,0,0,0,0,0,77.5,228.5,169.6,Norte,RPGA do Rio Salitre,217.5
Lapão - EBDA,-11.367966,-41.817803,35,35,,0,20.4,0,0,0,41,67,50.6,213.4,Norte,RPGA dos Rios Verde e Jacaré,198.4
Presidente Dutra - EBDA,-11.284632,-41.651131,99.2,99.2,,0,0,0,0,0,25.3,116.9,211.1,248.9,Norte,RPGA dos Rios Verde e Jacaré,340.6
Uibaí - EBDA,-11.334632,-42.134477,83,83,123,0,0,0,0,0,18,36,199,152,Norte,RPGA dos Rios Verde e Jacaré,343
Irecê - 83182,-11.3,-41.866667,100.1,78,56.7,0.2,,0.5,0.6,0.2,,,,126.2,Norte,RPGA dos Rios Verde e Jacaré,236.3
Remanso - 82979,-9.633333,-42.1,60.4,128,155.8,0.2,0.2,0,0.2,0.4,49.3,9.7,94.2,131.3,Norte,RPGA do Lago de Sobradinho,404.2
Juazeiro - UEP - EMBRAPA -EBDA - EBDA,-9.41293,-40.499706,,,,0,,,,0,7.8,,,,Norte,RPGA dos Rios Macururé e Curaçá,7.8
Juazeiro - Est. Exp. Caraíbas - EBDA,-9.418208,-40.510817,,,,4,,,,6,26,,,,Norte,RPGA dos Rios Macururé e Curaçá,36
Irecê - VJ-CL-01,-11.289166,-41.894166,,,,,,,,0,24,142,248,0,Norte,RPGA dos Rios Verde e Jacaré,166
Campo Formoso - EBDA,-10.501287,-40.317761,47,47,,0,33.3,24.5,,98.3,17.2,33.2,16.1,176.1,Norte,RPGA do Rio Itapicuru,300.5
Jaguarari - EBDA,-10.251284,-40.184423,,0,46,0,9.2,40,,83,33.5,25,3,120,Norte,RPGA do Rio Itapicuru,236.7
Barreiras (INMET) - EBDA,-12.134635,-44.984551,213.8,234,,0,13,0,0,0,0,176,403,241,Oeste,RPGA do Rio Grande,636.8
Formosa do Rio Preto (SEDE) - EBDA,-11.051281,-45.201218,45,155,,0,13,0,0,0,0,95,332,485,Oeste,RPGA do Rio Grande,308
Barreiras (Nova Vida Montante) - 46590000,-11.867963,-45.084552,,183.8,119.4,15.2,24.4,0,0,0,15.4,230,306,252.3,Oeste,RPGA do Rio Grande,588.2
Barreiras - 83236,-12.155556,-45.007778,115.1,180,128.9,0.5,8.5,0,0,1.2,8.5,152.4,369.9,249.5,Oeste,RPGA do Rio Grande,595.1
Correntina - 83286,-13.332222,-44.617222,89,149,198.3,7.4,0,0,0,0,,179,423.8,250.3,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",622.7
Form. Rio Preto-COACERAL-EBDA,-10.562936,-45.694005,,,,38,47,0,,0,0,125,,,Oeste,RPGA do Rio Grande,210
Barreiras (Form. Rio Preto) - 46550000,-11.154444,-45.009166,113,196,126,0,9.3,0,0,0,9.5,154.8,315.5,,Oeste,RPGA do Rio Grande,608.6
São Desidério (Fazenda Coqueiro) - 46490000,-12.390474,-44.93344,112.6,,113.8,1.4,8,0,0,0,6.5,172.2,358.6,311.4,Oeste,RPGA do Rio Grande,414.5
Barreiras (UEP - S. Francisco) - EBDA,-12.167969,-44.984551,,192.2,,,9.4,0,,0,0,,,,Oeste,RPGA do Rio Grande,201.6
São Desidério (Derocal) - 46455000,-12.412696,-45.121499,119.7,,121.6,0,0,0,0,0,15,151.2,265.4,292,Oeste,RPGA do Rio Grande,407.5
Santa Inês - EBDA,-13.28468,-39.834426,,,13,70,39,0,8,43,76,48,130,79,Recôncavo,RPGA do Recôncavo Sul,297
Alagoinhas - 83249,-12.148333,-38.425556,28.5,63,31.8,69.1,243.2,85.5,97.9,199.2,64.8,159.8,115.9,269.5,Recôncavo,RPGA do Recôncavo Norte,1042.8
Camaçari - 83226,-12.701619,-38.334661,93.7,112.1,85.1,297.4,444.9,157.9,164.3,256.2,,231.3,,,Recôncavo,RPGA do Recôncavo Norte,1842.9
Cruz das Almas - 83222,-12.666667,-39.083333,63.7,104.3,18.1,151,107.9,111.7,195.7,160.3,85.9,99.9,103.1,182.3,Recôncavo,RPGA do Rio Paraguaçu,1098.5
Feira de Santana - 83221,-12.196111,-38.967222,,47.3,12.1,31.8,113.3,53,50.1,126.4,47.8,65.7,155.1,155.9,Recôncavo,RPGA do Recôncavo Norte,547.5
Santo Estêvão - EBDA,-12.434665,-39.251074,,,0,20.2,118.5,,48.5,160.5,48.5,100.5,141,124.5,Recôncavo,RPGA do Rio Paraguaçu,496.7
São Sebastião do Passé - EBDA,-12.518004,-38.501056,,,0,94,285.5,,69,295.5,75.5,194,188,147,Recôncavo,RPGA do Recôncavo Norte,1013.5
Feira de Santana - Fz.C. Mocó - EBDA,-12.267996,-38.967732,,,0,0,59,,30,110,44,37,100,149,Recôncavo,RPGA do Rio Paraguaçu,280
Conceição da Feira - EBDA,-12.501335,-39.001068,,,0,0,0,,85.5,205.5,69,78,200,220,Recôncavo,RPGA do Recôncavo Norte,438
Salvador (Ondina) - 83229,-13.005278,-38.505833,99.3,102.9,313.9,376.6,376.9,185,225,323.5,141.2,163.9,275.5,94.2,Recôncavo,RPGA do Recôncavo Norte,2308.2
Salvador - Itapuã - RN-CL-01,-12.931388,-38.361111,90,125,104,218,368,161,146,244,97,127,288,93,Recôncavo,RPGA do Recôncavo Norte,1680
Amargosa - EBDA,-13.034677,-39.601086,,,,11.2,,,,,19.5,87.5,118.5,409.5,Recôncavo,RPGA do Recôncavo Sul,118.2
Coração de Maria - EBDA,-12.234663,-38.751059,,,0,0,149.96,,21,186.71,56.43,149.4,137.5,107.6,Recôncavo,RPGA do Recôncavo Norte,563.5
Irará - EBDA,-12.034659,-38.767726,,,0,13.5,134.5,,55.5,168.5,50.5,111.9,41,159.5,Recôncavo,RPGA do Recôncavo Norte,534.4
Santo Amaro - EBDA,-12.551335,-38.701059,,,0,22,,,35,90,0,0,0,0,Recôncavo,RPGA do Recôncavo Norte,147
Conceição de Jacuípe - EBDA,-12.317998,-38.767728,,,0,0,380,,47.5,207.5,93,109.5,152.5,194,Recôncavo,RPGA do Recôncavo Norte,837.5
Itaparica - EBDA,-12.884677,-38.684395,,,0,0,,202,,0,126,0,0,0,Recôncavo,RPGA do Recôncavo Sul,328
Muritiba - EBDA,-12.618004,-38.984401,,,0,,,126.5,,,98.2,155,120,170,Recôncavo,RPGA do Rio Paraguaçu,379.7
Santo Antônio de Jesus - EBDA,-12.96801,-39.267744,,,0,0,,284,,0,150,0,0,0,Recôncavo,RPGA do Recôncavo Sul,434
Gandu - EBDA,-13.751359,-39.484419,,,0,49.8,,125.6,,16,88,86,86.9,224.9,Recôncavo,RPGA do Recôncavo Sul,365.4
Valença - EBDA,-13.368019,-39.06774,,,0,85,,,,60,164,281.1,51,,Recôncavo,RPGA do Recôncavo Sul,590.1
Ubaíra - EBDA,-13.268014,-39.667756,,,0,5,,,,7.5,79.3,55.1,42.9,229.5,Recôncavo,RPGA do Recôncavo Sul,146.9
Castro Alves - EBDA,-12.751338,-39.434413,,,0,,,116,,,38.5,135.1,27,176,Recôncavo,RPGA do Rio Paraguaçu,289.6
Cruz das Almas - EBDA,-12.668004,-39.101071,,,0,,39.2,156.8,,63,85,102.8,101.6,145.5,Recôncavo,RPGA do Rio Paraguaçu,446.8
Conceição do Almeida - EBDA,-12.768005,-39.16774,,,0,,13,154.5,,49,76.5,111.5,62.5,111,Recôncavo,RPGA do Recôncavo Sul,404.5
Alagoinhas - EBDA,-12.134662,-38.434384,94.5,0,0,56,260,80.5,,240,82,260.8,122.6,295.5,Recôncavo,RPGA do Recôncavo Norte,1073.8
Aramari - EBDA,-12.08466,-38.501053,60.1,0,0,64.9,197.2,38.4,,211.1,58.5,131.1,59.8,163.8,Recôncavo,RPGA do Recôncavo Norte,761.3
Mata de São João - EBDA,-12.534671,-38.30105,207.5,0,0,157,398.5,163.5,,442.8,24,145.5,202.5,218.6,Recôncavo,RPGA do Recôncavo Norte,1538.8
Catu - EBDA,-12.351333,-38.384384,203.5,0,0,85.5,425.56,151.2,,271,89,216.5,174.5,244,Recôncavo,RPGA do Recôncavo Norte,1442.26
Feira de Santana - EBDA,-12.268274,-38.96801,,,,11.5,,,,,,,,,Recôncavo,RPGA do Rio Paraguaçu,11.5
Amélia Rodrigues (Rio Seco) - EBDA,-12.400777,-38.758839,,,,10,256,,31.5,214.5,43.5,116,138.9,175.2,Recôncavo,RPGA do Recôncavo Norte,671.5
Maracás - EBDA,-13.43468,-40.434443,,,58,25,29,0,8,55,114,18,43,47,Sudoeste,RPGA do Rio de Contas,307
Tanhaçu - EBDA,-14.018022,-41.234467,0,31,104,39,0,16,0,22,53,218,261,17,Sudoeste,RPGA do Rio de Contas,483
Anagé - EBDA,-14.618034,-41.134467,36,44,102,17,0,0,0,0,12,10.7,26.2,106,Sudoeste,RPGA do Rio de Contas,221.7
Cândido Sales - EBDA,-15.501383,-41.234473,41.9,48.9,159.8,9.7,2.8,0,0,4.1,3.9,71.2,123.7,0,Sudoeste,RPGA do Rio Pardo,342.3
Ibicuí - EBDA,-14.83471,-39.984437,93,16.8,102,36.5,75.5,0,0,48,0,70,306.5,286.5,Sudoeste,RPGA do Rio de Contas,441.8
Itapetinga - EBDA,-15.251383,-40.251113,36.1,56.5,82.1,49.7,85,0,0,0,10.5,67.8,414.5,276.9,Sudoeste,RPGA do Rio Pardo,387.7
Itarantim - EBDA,-15.651392,-40.067777,73,96,129,44.5,75,0,0,35.4,0,47,239,323,Sudoeste,RPGA do Rio Pardo,499.9
Macarani - EBDA,-15.568056,-40.417786,,92,137,41,0,0,0,10,3,48.5,345.5,309.5,Sudoeste,RPGA do Rio Pardo,331.5
Vitória da Conquista - EBDA,-14.851374,-40.834461,42.7,131.5,137,0,40,5,0,12.5,37,31,367,98,Sudoeste,RPGA do Rio Pardo,436.7
Condeúba - EBDA,-14.884701,-41.984489,42.8,72.6,,0,28,0,0,0,0,33.6,240.2,58.6,Sudoeste,RPGA do Rio de Contas,177
Brumado - EBDA,-14.201356,-41.651143,57,42,,125,0,0,0,0,0,54.1,262.5,109,Sudoeste,RPGA do Rio de Contas,278.1
Ituaçu - 83292,-13.812778,-41.3,,,,,,,,13.6,92,58.1,190.8,166.1,Sudoeste,RPGA do Rio de Contas,163.7
Vitória da Conquista - 83344,-14.883333,-40.8,40.9,113.4,113.1,37.4,43.7,14.8,67.9,37.9,35,31.7,216.1,139.9,Sudoeste,RPGA do Rio Pardo,535.8
Ituruçu (Jaguaquara) - 83295,-13.527828,-40.119752,92.1,,60.6,93.4,84,45.9,144.4,113.4,111.2,59.7,102.6,125.3,Sudoeste,RPGA do Recôncavo Sul,804.7
