Dados de Precipitação Mensal das Estações,,,,,,,,,,,,,,,,,
Estação,Latitude,Longitude,Jan/10,Fev/10,Mar/10,Abr/10,Mai/10,Jun/10,Jul/10,Ago/10,Set/10,Out/10,Nov/10,Dez/10,Região,Rpga,Total
Iraquara - EBDA,-12.234651,-41.617801,52.2,21.8,252.6,139.5,11.3,0,0,0,0,61.9,29.7,323.3,Chapada Diamantina,RPGA do Rio Paraguaçu,539.31
Mucugê - EBDA,-13.001335,-41.367798,111.4,26.7,73.7,147.9,12.1,0,17.8,8.5,16.4,63,100.48,232.1,Chapada Diamantina,RPGA do Rio Paraguaçu,477.51
Piatã - EBDA,-13.201338,-41.751143,43.3,84.3,134.5,87.1,0,0,72,38.3,23,80,210,200,Chapada Diamantina,RPGA do Rio de Contas,562.5
Seabra - EBDA,-12.417987,-41.767806,24,0,97,119,4,0,14,6,0,55,31,255,Chapada Diamantina,RPGA do Rio Paraguaçu,319
Livramento do Brumado - EBDA,-13.651344,-41.834479,30.4,18.2,84.3,13,0,0,3.5,0,6.8,43.4,72.6,0,Chapada Diamantina,RPGA do Rio de Contas,199.6
Itaberaba - 83244,-12.516667,-40.283333,48.4,38.7,306.3,62.2,28.2,2.5,86.8,19.6,13.9,54.8,3.8,57.6,Chapada Diamantina,RPGA do Rio Paraguaçu,661.4
Lençóis - 83242,-12.5575,-41.388889,60.1,25.3,107.2,192.5,39.2,4.3,75.5,20.9,19.7,174,33.1,131.8,Chapada Diamantina,RPGA do Rio Paraguaçu,718.7
Morro do Chapéu - 83184,-11.216667,-41.216667,45.9,29.4,235.6,137.4,14.3,17.3,58,10.1,22,66.3,11.3,179.9,Chapada Diamantina,RPGA do Rio Salitre,636.3
Piatã - A430,-13.155681,-41.774125,75.4,79.6,177.8,107.4,18.6,19.4,111.8,30.4,39.6,46.8,268.2,154.4,Chapada Diamantina,RPGA do Rio de Contas,706.8
Lençóis - A425,-12.557854,-41.388808,61.6,26.2,109.6,219.6,42,4.6,78.2,21.6,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,563.41
Iacú (Lagoa Bonita) - PG-PR-15,-12.931506,-40.226468,16.25,11.5,86.75,65,10,0.5,20.5,8,4.25,58,6.5,,Chapada Diamantina,RPGA do Rio Paraguaçu,280.75
Iaçu (João Amaro) - PG-PR-16,-12.800391,-40.363139,122,17.75,48.75,39.5,7,2.75,48,3.25,10.5,71.5,14.25,,Chapada Diamantina,RPGA do Rio Paraguaçu,371
Ruy Barbosa - PG-PR-18,-12.285653,-40.513698,,,,79.75,20.75,4.25,,14.25,14,47,0.75,,Chapada Diamantina,RPGA do Rio Paraguaçu,180
Iraquara (Afrânio Peixoto) - PG-PR-21,-12.260093,-41.445952,,,,141.25,,,,,,33.5,,,Chapada Diamantina,RPGA do Rio Paraguaçu,174.75
Wagner - PG-PR-22,-12.289538,-41.161774,58.5,5.25,147.75,118.5,15.25,2.25,39,5.25,27.5,24.5,7.25,,Chapada Diamantina,RPGA do Rio Paraguaçu,443.75
Utinga - PG-PR-23,-12.030089,-41.058714,36.25,27.75,156.25,74,11,4.75,54.25,8,17.25,31.5,11.5,,Chapada Diamantina,RPGA do Rio Paraguaçu,421
Mucugê (Guiné) - PG-PR-24,-12.771772,-41.540679,89,26.25,108.25,146.75,2.25,4.25,41.25,2.75,11.75,41.75,54.75,,Chapada Diamantina,RPGA do Rio Paraguaçu,474.25
Mucugê (Cascavel) - PG-PR-27,-13.285954,-41.287619,20.5,13.25,127.5,65.25,7.25,3.25,37.5,11.75,4,37.25,117,,Chapada Diamantina,RPGA do Rio Paraguaçu,327.5
Mulungu do Morro,-11.980363,-41.619012,,,,,,,,,,34.75,49.5,,Chapada Diamantina,RPGA do Rio Paraguaçu,34.75
Barro Alto,-11.769188,-41.909464,7,4,15.75,16.5,0,,,,,,,,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,43.25
Canarana,-11.69541,-41.78921,,,,80.5,0,,,,,,,,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,80.5
Barra dos Mendes,-11.805077,-42.05708,,,,,,,0.5,0.5,,,,,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,1
Olho D'Água do Francisco,-12.307034,-42.079028,24.25,20.75,,,,,5,3.25,9.5,28.5,54,,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,91.25
América Dourada,-11.464848,-41.442615,99,37.25,290.5,166.25,0.25,0.5,3.5,0.25,0.25,13.25,20.75,,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,611
Cafarnaum,-11.676688,-41.470143,88.25,20.75,,,,,,,,60.75,,,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,169.75
Mundo Novo (Ibiaporã) - PG-CL-01,-12.05379,-40.83722,55.25,11.5,178,67,32.5,20.75,119.25,31.5,34.75,23.25,4.5,188.5,Chapada Diamantina,RPGA do Rio Paraguaçu,573.75
Marcionílio Souza - PG-CL-03,-13.00021,-40.537783,49.2,57.6,187.3,174,0.25,4,14.5,3.5,9.75,30,7.5,97.5,Chapada Diamantina,RPGA do Rio Paraguaçu,530.1
Seabra - PG-PR-01,-12.428149,-41.770409,,,,122.25,,,,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,122.25
Iraquara - PG-PR-02,-12.255093,-41.61679,66.75,29,248.25,150.25,13,4.5,19.75,4.25,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,535.75
Piritiba - PG-PR-07,-11.733137,-40.562306,24,14.5,43,17.25,0.5,11.75,37.25,11.25,20,41.75,3.75,,Chapada Diamantina,RPGA do Rio Paraguaçu,221.25
Tapiramutá - PG-PR-09,-11.838502,-40.791761,26.75,14.5,109.25,94.25,24.75,33,102,27.25,41,40,3,,Chapada Diamantina,RPGA do Rio Paraguaçu,512.75
Bonito - PG-PR-11,-11.98993,-41.25429,97.25,35.25,136.75,49,30.75,44,106.25,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,499.25
Piatã - CO-CL-04,-13.164166,-41.770833,55.25,68,85.25,79,11,11.25,72,20.25,20,82.75,142,179.5,Chapada Diamantina,RPGA do Rio de Contas,504.75
Souto Soares - PG-CL-04,-12.08538,-41.64815,28.75,26,134.4,67.1,4.75,16.25,21,9.85,8.2,42.2,23.75,187.75,Chapada Diamantina,RPGA do Rio Paraguaçu,358.5
Palmeiras - EBDA,-12.46799,-41.617801,47,0,176.5,0,0,0,0,0,0,0,0,214.5,Chapada Diamantina,RPGA do Rio Paraguaçu,223.5
Jeremoabo - EBDA,-10.067951,-38.351041,15.2,75.9,59.7,118.5,0,0,0,0,0,0,0,0,Nordeste,RPGA do Rio Vaza-Barris,269.3
Coronel João Sá - EBDA,-10.284624,-37.917698,0,0,53.1,79.3,0,0,0,0,0,0,0,0,Nordeste,RPGA do Rio Vaza-Barris,132.4
Abaré - EBDA,-8.71792,-39.117725,0,36,71.7,159.5,53,10.3,55,0,5.8,62.7,0,40.6,Nordeste,RPGA dos Rios Macururé e Curaçá,454
Chorrochó - EBDA,-8.984593,-39.101059,0,0,0,81.3,0,0,0,0,0,0,0,0,Nordeste,RPGA dos Rios Macururé e Curaçá,81.3
Rodelas - EBDA,-8.83459,-38.751049,0,5,26,10,0,0,0,0.3,0,0,0,0,Nordeste,RPGA dos Rios Macururé e Curaçá,41.3
Macururé - EBDA,-9.16793,-39.051056,0,0,0,0,0,0,0,0,0,0,0,0,Nordeste,RPGA dos Rios Macururé e Curaçá,0
Curaçá - EBDA,-8.98459,-39.90108,47.4,12.2,27.7,27.9,0,17.2,11.1,0,0,29.4,0,133.6,Nordeste,RPGA dos Rios Macururé e Curaçá,172.9
Água Fria - EBDA,-11.784653,-38.751059,0,0,74,,,,,,,,,,Nordeste,RPGA do Recôncavo Norte,74
Jacobina - EBDA,-11.167968,-40.501101,78,77,188,100,5,0,0,0,0,0,0,0,Nordeste,RPGA do Rio Itapicuru,448
Banzaê - EBDA,-10.584629,-38.617717,87,47.9,127.8,210.2,45.5,160.1,176,59.2,87.2,51.9,0,80.5,Nordeste,RPGA do Rio Itapicuru,1052.81
Miguel Calmon - EBDA,-11.417972,-40.584438,64.5,2.7,134.1,90.7,8,15.3,55.3,8.9,10,22,0,70,Nordeste,RPGA do Rio Itapicuru,411.5
Saúde - EBDA,-10.934629,-40.417765,92,0,98.5,121,25,26,84.5,12.2,8,8,0,7,Nordeste,RPGA do Rio Itapicuru,475.2
Paulo Afonso - A411,-9.379325,-38.227424,34.4,43.8,67.6,159.4,64.4,0.4,0,0,1,14.4,0,19.2,Nordeste,RPGA dos Rios Macururé e Curaçá,385.4
Cipó - 83192,-11.083333,-38.516667,35,20.5,134.2,152.3,59.1,80.6,140.5,40.2,34.7,59.4,4.1,31.3,Nordeste,RPGA do Rio Itapicuru,756.51
Jacobina - 83186,-11.172778,-40.534167,62.4,53.1,147,83.2,16.7,26.6,94.1,22.6,20.2,23.9,0,253,Nordeste,RPGA do Rio Itapicuru,549.81
Monte Santo - 83090,-10.4425,-39.331111,106.1,24.7,91.6,140.9,14.5,85.7,109.5,43.8,39.2,94.5,0,111.1,Nordeste,RPGA do Rio Itapicuru,750.5
Paulo Afonso - 82986,-9.379325,-38.227424,34.6,36.5,54.9,147.9,59.4,51.9,41.4,32.5,28.2,13.5,0,17.9,Nordeste,RPGA dos Rios Macururé e Curaçá,500.8
Senhor do Bonfim - 83088,-10.490649,-40.100044,101.6,52.3,112.2,85.8,28.4,136,162.4,44.4,54.6,58.9,0,,Nordeste,RPGA do Rio Itapicuru,836.6
Serrinha - 83190,-11.633333,-38.966667,88.3,29.1,139,96.9,32.7,79.2,171.1,39.3,33,143,3.6,215.2,Nordeste,RPGA do Recôncavo Norte,851.6
Conde - A431,-12.03622,-37.68322,30,59.6,123.6,304.8,239.2,283.4,335.4,107.6,97.8,29.4,4.2,109.2,Nordeste,RPGA do Rio Itapicuru,1610.8
Uauá - A435,-9.833617,-39.495631,89.4,118.8,100,114.8,9,54.2,71.8,8.4,17.2,48.6,10.2,207.2,Nordeste,RPGA do Rio Vaza-Barris,632.2
Euclides da Cunha - A442,-10.537233,-38.996605,50.4,36.6,60.6,198.6,41.6,123.8,207.4,60.8,83.2,116.4,0,143.4,Nordeste,RPGA do Rio Itapicuru,979.4
Queimadas - A436,-10.984645,-39.617009,119.6,44.4,210.8,115.2,13.2,51.2,152.6,40.2,8,95.6,0,153,Nordeste,RPGA do Rio Itapicuru,850.81
Jacobina - A440,-11.205136,-40.464979,88.4,34.2,154.4,107,26.6,39.8,111.4,25.2,18.8,45.2,0.4,271.4,Nordeste,RPGA do Rio Itapicuru,651.01
Serrinha - A441,-11.664586,-39.022946,79.6,38,154.6,112.6,27.2,90.6,188.6,43.8,31.2,155.2,3.6,139.4,Nordeste,RPGA do Rio Paraguaçu,921.4
Riachão do Jacuípe_EBDA,-11.801317,-39.384408,12,8.5,156.5,127.5,32.5,78,127,21.5,26.1,123,0,71,Nordeste,RPGA do Rio Paraguaçu,712.6
Santa Bárbara - EBDA,-11.984657,-38.984398,49,0,123,182,10,77,161.8,31.7,19,40,0,75,Nordeste,RPGA do Recôncavo Norte,693.5
Itapicuru (EBDA Alagoinhas) - EBDA,-11.317978,-38.217708,0,0,0,162.5,0,99.5,0,56,47,0,0,0,Nordeste,RPGA do Rio Itapicuru,365
Senhor do Bonfim  - A428,-10.443072,-40.148244,73,48.2,101,75,28.4,111.4,137.8,40.6,45.2,61.4,0,131.8,Nordeste,RPGA do Rio Itapicuru,722
Caém - EBDA,-11.091855,-40.436378,82.75,85.5,116.75,95.75,27.75,66.5,114.75,20.25,14.75,94,0,,Nordeste,RPGA do Rio Itapicuru,718.75
Capela do Alto Alegre - EBDA,-11.669369,-39.838864,39,13,99,68,25,65,87,11,3,119,0,80,Nordeste,RPGA do Rio Paraguaçu,529
Cansanção - EBDA,-10.66796,-39.501074,50,3,136.4,84.5,67.6,225,227.9,38.4,11.8,23,0,61.9,Nordeste,RPGA do Rio Itapicuru,867.6
Ipirá - PG-CL-02,-12.14986,-39.76454,67.3,48.5,100.45,99.5,26,30.75,101.5,25.25,16.5,49.25,0,157,Nordeste,RPGA do Rio Paraguaçu,565
Jacobina - DERBA,-11.184635,-40.534435,64.5,39.3,169.2,,16.7,29.9,78.4,26.2,5.1,0,0,85.91,Nordeste,RPGA do Rio Itapicuru,429.3
Senhor do Bonfim - DERBA,-10.467954,-40.184425,108.6,51.3,99.2,36.6,25,100.1,,27.3,25.4,45,0,168.6,Nordeste,RPGA do Rio Itapicuru,518.5
Serrinha - RN-CL-02,-11.648333,-38.982777,,,,,,,,,,95.65,13,104.5,Nordeste,RPGA do Recôncavo Norte,95.65
Valente - PG-PR-04,-11.40119,-39.458099,68.4,56.1,102.35,143.5,32.75,48.5,114,19.5,14.25,109.75,6,151.15,Nordeste,RPGA do Rio Paraguaçu,709.1
Tucano - EBDA,-10.971302,-38.781056,22,6.5,112,125,29.5,101.5,152.5,16,23.5,67.5,0,24,Nordeste,RPGA do Rio Itapicuru,656
Jacobina (Itapeipu) - IT-PR-34,-11.315629,-40.356742,25,13.5,,48,14,22,87,20.25,16.5,,,,Nordeste,RPGA do Rio Itapicuru,246.25
Caém - IT-PR-35,-11.093399,-40.437579,83,85.5,116.5,95.75,27.75,63.5,117.75,20.25,,94.5,0,,Nordeste,RPGA do Rio Itapicuru,704.5
Jacobina (Tombador Araújo) - IT-PR-36,-11.168677,-40.670642,44.5,23.25,,44.75,23,17,69,26.5,12,63.25,0,,Nordeste,RPGA do Rio Itapicuru,323.25
Senhor do Bonfim (Carrapichel) - IT-PR-37,-10.388101,-40.220067,55.25,35.75,138,69.5,18.75,116.25,117,25.5,,60.25,2.25,,Nordeste,RPGA do Rio Itapicuru,636.25
Conceição do Coité - IT-PR-14,-11.526752,-39.313095,,,,,,,,,,77,1.25,,Nordeste,RPGA do Rio Itapicuru,77
Queimadas (Riacho da Onça) - IT-PR-15,-11.24424,-39.790055,39.75,4.5,49,77.75,10.75,37,75,8,6.25,,,,Nordeste,RPGA do Rio Itapicuru,308
Queimadas (Povoado Rio do Peixe) - IT-PR-16,-11.097292,-39.524491,70.25,25.5,114.25,121.75,9.75,22.75,93.5,15,4.25,,,,Nordeste,RPGA do Rio Itapicuru,477
Santaluz - IT-PR-17,-11.24831,-39.37563,57.25,10.25,114.5,108.75,15,41.5,107,15.75,19,85.75,0.25,,Nordeste,RPGA do Rio Itapicuru,574.75
Uauá (Fazenda Boa Vista) - IT-PR-18,-10.05893,-39.706158,,,,193.75,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,193.75
Cansanção (Ambrósio) - IT-PR-19,-10.986458,-39.237813,34.75,8.25,100,92.5,13.75,39,,,,59.5,,,Nordeste,RPGA do Rio Itapicuru,347.75
Cansanção - IT-PR-20,-10.702836,-39.543932,45.5,22.75,110.5,140,11,57,112,26.25,14.75,66.25,0,,Nordeste,RPGA do Rio Itapicuru,606
Euclides da Cunha - IT-PR-21,-10.551446,-38.995579,,,,,,,176.75,,,,,,Nordeste,RPGA do Rio Itapicuru,176.75
Cansanção (Açude Monteiro) - IT-PR-23,-10.77645,-39.559491,48,29,91.75,101.25,13.75,67,124.25,36.25,23.25,82.5,0,,Nordeste,RPGA do Rio Itapicuru,617
Monte Santo (Pedra Vermelha) - IT-PR-24,-10.454497,-39.559488,71.75,29.5,96,71,9.75,46,51.25,10,11.75,30.25,0,,Nordeste,RPGA do Rio Itapicuru,427.25
Quijingue - IT-PR-25,-10.783951,-39.20809,72,56,74.5,125.5,29.75,52.5,78.5,13.5,15.25,114.25,0,,Nordeste,RPGA do Rio Itapicuru,631.75
Conde - IT-PR-31,-11.813434,-37.616927,,,,278.25,204,242.5,301,92.25,81.25,29,10,,Nordeste,RPGA do Rio Itapicuru,1228.25
Olindina (Umbuzeiro) - IT-PR-32,-11.454252,-38.455844,46.75,40.75,127.75,108.75,42.75,70.25,122.25,36,25.25,59,,,Nordeste,RPGA do Rio Itapicuru,679.5
Ribeira do Pombal (Curral Falso) - IT-PR-01,-10.697843,-38.5714,101.75,28.5,55,215,29,108.25,209.5,39.25,52.25,,,,Nordeste,RPGA do Rio Itapicuru,838.5
Euclides da Cunha (Aribicé) - IT-PR-02,-10.557835,-38.793352,46.5,16.5,101.25,164.75,34.5,81.5,136.25,40.25,46,,,,Nordeste,RPGA do Rio Itapicuru,667.5
Tucano (Maria Preta) - IT-PR-03,-10.835065,-38.935857,,,,,,,126.25,18.25,32.25,,,,Nordeste,RPGA do Rio Itapicuru,176.75
Ribeira do Pombal - IT-PR-04,-10.823399,-38.545844,26.5,15.25,98.75,194.5,30,96,217,43.75,63,,,,Nordeste,RPGA do Rio Itapicuru,784.75
Quijingue (BR 116 E. Cunha / Tucano) - IT-PR-05,-10.7105,-38.9227,,,,,,,,,,65.25,,,Nordeste,RPGA do Rio Itapicuru,65.25
Euclides da Cunha (Fazenda Santo Antônio) - IT-PR-06,-10.405331,-39.045582,78,13.25,58.25,124.75,31,111.5,141.5,42.75,57,,,,Nordeste,RPGA do Rio Itapicuru,658
Crisópolis - IT-PR-08,-11.510923,-38.120832,,,,203.75,95.25,129,171.25,45.25,43.5,,,,Nordeste,RPGA do Rio Itapicuru,688
Araci (Fazenda Laranjeiras III) - IT-PR-09,-11.334248,-38.968638,35.75,19,115,148.5,22.75,36.25,124,15,5.75,,,,Nordeste,RPGA do Rio Itapicuru,522
Nova Soure (Estação Experimental) - IT-PR-10,-11.3083,-38.5361,19,25.5,118.25,106.25,38.25,75,143.25,23.75,20,,,,Nordeste,RPGA do Rio Itapicuru,569.25
Olindina - IT-PR-11,-11.343693,-38.318892,19.75,33.75,57,191.75,43.75,66.75,138.5,27,30.75,,,,Nordeste,RPGA do Rio Itapicuru,609
Itapicuru - IT-PR-12,-11.321193,-38.225003,37.75,64,87.75,194.25,66.25,75.5,134.75,40.5,42,,,,Nordeste,RPGA do Rio Itapicuru,742.75
Ribeira do Amparo (Boa Hora) - IT-PR-13,-10.965,-38.5234,71.75,31.75,94.25,231.75,26.5,74,145.75,46.5,,,,,Nordeste,RPGA do Rio Itapicuru,722.25
Tanquinho - EBDA,-11.96799,-39.101068,32.7,0,112.4,245.6,22.1,120.8,124.8,17.3,18.5,49.8,0,27.3,Nordeste,RPGA do Rio Paraguaçu,744
Candeal - EBDA,-11.80132,-39.117735,21.8,10.6,127.7,123.7,18.2,76.6,157.3,15.5,21.4,96.8,0,122.9,Nordeste,RPGA do Rio Paraguaçu,669.6
Inhambupe - EBDA,-11.784656,-38.351047,0,0,0,121.5,0,118,0,66.5,24.8,0,0,3.5,Nordeste,RPGA do Recôncavo Norte,330.8
Esplanada - EBDA,-11.784656,-37.951038,0,0,0,157,0,153,0,56,71,0,0,0,Nordeste,RPGA do Recôncavo Norte,437
Entre Rios - EBDA,-11.951326,-38.084374,0,0,0,215,0,169.2,0,60,48.5,0,0,37.3,Nordeste,RPGA do Recôncavo Norte,492.7
Rio Real - EBDA,-11.48465,-37.934369,0,0,0,138.6,0,188.5,23,73,74.9,0,0,7.6,Nordeste,RPGA do Rio Real,498
Sátiro Dias - EBDA,-11.58465,-38.584386,0,0,0,102.5,0,130,0,72.5,56,0,0,77.5,Nordeste,RPGA do Recôncavo Norte,361
Ribeira do Pombal - EBDA,-10.834635,-38.534383,29,11.7,104.8,209.4,29.1,104.4,218.4,45.4,64.6,101.2,0,14.4,Nordeste,RPGA do Rio Itapicuru,918
Cipó - EBDA,-11.101305,-38.517717,40.2,2.2,164.2,166.5,52.4,95.7,133.3,43.5,34,67,3,10.5,Nordeste,RPGA do Rio Itapicuru,799
Olindina_EBDA - EBDA,-11.351311,-38.33438,15,22,69,139.1,44.5,93.6,122,32,23,29.5,0,23,Nordeste,RPGA do Rio Itapicuru,589.7
Antas - EBDA,-10.401293,-38.334375,40,19.5,93.5,196.5,32,132.1,139,68,44.5,87,0,52.5,Nordeste,RPGA do Rio Vaza-Barris,852.1
Paripiranga - EBDA,-10.684633,-37.851032,61.3,18.3,89.2,121,109.3,195.2,172.9,126,123.2,82.8,0,22.2,Nordeste,RPGA do Rio Vaza-Barris,1099.2
Nova Soure - EBDA,-11.251311,-38.484383,118.1,28,80.7,132.5,49.5,98.3,124.4,35.2,26.2,57.2,0,25.7,Nordeste,RPGA do Rio Itapicuru,750.11
Ribeira do Amparo - EBDA,-11.034638,-38.43438,54.9,0,138.9,250.8,25.3,108.3,149.6,44.5,39.4,83,3.6,3.8,Nordeste,RPGA do Rio Itapicuru,894.7
Heliópolis - EBDA,-10.667965,-38.284375,80.4,44.7,21.6,122.2,45.1,139.2,150.9,37.1,36,39.6,0,37,Nordeste,RPGA do Rio Real,716.81
Cícero Dantas - EBDA,-10.584629,-38.384377,33,20,80,185,32.5,152.5,234.5,62,95.5,57.5,0,58,Nordeste,RPGA do Rio Real,952.5
Sítio do Quinto - EBDA,-10.367959,-38.201038,50.7,30.8,70.3,125.1,46.5,161.5,159.9,64.7,48.2,84.5,0,52.9,Nordeste,RPGA do Rio Vaza-Barris,842.2
Pedro Alexandre - EBDA,-10.017951,-37.884362,0,41.7,86.5,129.3,0,0,0,0,0,0,0,0,Nordeste,RPGA do Rio Vaza-Barris,257.5
Adustina - EBDA,-10.534629,-38.117704,12.8,66.8,69.5,119.8,40.8,136.8,103.5,45.6,18.5,94.47,0,16.2,Nordeste,RPGA do Rio Vaza-Barris,708.57
Uauá - EBDA,-9.834609,-39.484404,53.4,53,70.9,44,0,26.2,37.4,0,0,28,9.4,0,Nordeste,RPGA do Rio Vaza-Barris,312.9
Andorinha - EBDA,-10.33462,-39.834414,60.5,47,96,52,6,50,70,13,14,18.5,0,0,Nordeste,RPGA do Rio Itapicuru,427
Araci - EBDA,-11.334644,-38.951062,67,30,215,244.5,27,77.5,187.7,94.5,42,,0,60,Nordeste,RPGA do Rio Itapicuru,985.2
Paulo Afonso - EBDA,-9.401269,-38.217702,34.6,36.5,55.2,161.3,0,0,0,1,0,0,0,0,Nordeste,RPGA dos Rios Macururé e Curaçá,288.6
Santa Brígida - EBDA,-9.734611,-38.134368,8.4,7.3,100.1,106.4,0,0,0,0,0,0,0,0,Nordeste,RPGA do Riacho do Tará,222.2
Glória - EBDA,-9.351269,-38.251038,0,0,0,0,0,0,0,0,0,0,0,0,Nordeste,RPGA dos Rios Macururé e Curaçá,0
Casa Nova - EBDA,-9.08459,-40.617764,144.7,0,91.6,35.5,0,0,0,0,0,154.5,0,22,Norte,RPGA do Lago de Sobradinho,426.3
Remanso - EBDA,-9.601263,-42.08447,117.7,8.1,68,62.1,0,17.9,0,0,0,28.3,6.2,1.7,Norte,RPGA do Lago de Sobradinho,302.1
Sento Sé - EBDA,-9.734599,-41.851131,16.8,17.8,130.8,89.4,0,0,0,0,0,0,0,101,Norte,RPGA do Lago de Sobradinho,254.8
Juazeiro -EBDA,-9.41793,-40.501095,31.2,15,0,108,0,0,10,0,0,19.4,0,0,Norte,RPGA dos Rios Macururé e Curaçá,183.6
Sobradinho - EBDA,-9.334594,-40.81777,30.5,44,39,90,0,0.8,2.5,0,0,35,10,0,Norte,RPGA do Lago de Sobradinho,241.8
Taquarendi - EBDA,-10.834626,-40.701104,30,13,69.5,58,1,7,14,7.5,10.8,50.5,3.8,26.1,Norte,RPGA do Rio Salitre,261.3
Central - EBDA,-11.151293,-42.11781,65,45,200,155,0,0,0,0,1,37.5,47,228,Norte,RPGA dos Rios Verde e Jacaré,503.5
Ibipeba - EBDA,-11.634638,-42.034476,64.6,64,152.7,94.5,0,0,0,0,0,22,29,58,Norte,RPGA dos Rios Verde e Jacaré,397.8
Ibititá - EBDA,-11.523108,-41.976085,86.7,49.8,78.5,69.3,0,0,0,0,0,36.1,60.5,2,Norte,RPGA dos Rios Verde e Jacaré,320.41
Irecê - EBDA,-11.317966,-41.867804,116.9,62.6,208.1,92,0,0,0.7,0,0,78.5,39.2,0,Norte,RPGA dos Rios Verde e Jacaré,558.8
João Dourado - EBDA,-11.334633,-41.651131,33,33.5,224,112,0,0,0,0,0,12,8.1,0,Norte,RPGA dos Rios Verde e Jacaré,414.5
Jussara - EBDA,-11.051296,-40.96778,62,143,170,110,0,0,0,0,0,7,8,0,Norte,RPGA do Rio Salitre,492
