Dados de Precipitação Mensal das Estações,,,,,,,,,,,,,,,,,
Estação,Latitude,Longitude,Jan/17,Fev/17,Mar/17,Abr/17,Mai/17,Jun/17,Jul/17,Ago/17,Set/17,Out/17,Nov/17,Dez/17,Região,Rpga,Total
Boa Vista Tupim - PG-PR-17,-12.65622,-40.589813,2.25,15.5,30,57,8.25,10.75,18,8.75,4.75,0.75,61.75,112.25,Chapada Diamantina,RPGA do Rio Paraguaçu,156
Ruy Barbosa - PG-PR-18,-12.285653,-40.513698,0.25,7.25,12,73,11.5,11.25,14.25,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,129.5
Piatã (Fazenda Cruz) - PG-PR-20,-12.90705,-41.86708,0.75,15,,,,,,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,15.75
Wagner - PG-PR-22,-12.289538,-41.161774,3,4.5,20,95.75,9.75,4.75,13,0.5,4,0,77.25,52.5,Chapada Diamantina,RPGA do Rio Paraguaçu,155.25
Utinga - PG-PR-23,-12.030089,-41.058714,0.75,14,25.25,,,,,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,40
Mucugê (Guiné) - PG-PR-24,-12.771772,-41.540679,0.75,14,68,70.5,17.25,10,17.5,7.25,20,0.25,69.75,30.25,Chapada Diamantina,RPGA do Rio Paraguaçu,225.5
Mucugê (Cascavel) - PG-PR-27,-13.285954,-41.287619,,,,85.25,23.75,17,21.5,7,27.75,5.75,48.75,123,Chapada Diamantina,RPGA do Rio Paraguaçu,188
Mulungu do Morro,-11.980363,-41.619012,,,,110.4,5.6,4.4,10.2,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,130.6
Barro Alto,-11.769188,-41.909464,8.8,20.2,28.8,109.4,2.6,1.8,8.4,,,,,,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,180
Canarana,-11.69541,-41.78921,0.8,19.2,24.4,222.2,4.2,4.4,0,,,,,,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,275.2
Barra dos Mendes,-11.805077,-42.05708,3.6,19.2,10.6,87,10,6.2,2.2,,,,,,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,138.8
Olho D'Água do Francisco,-12.307034,-42.079028,,,,118.8,6,9.4,13.8,,,,,,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,148
Mundo Novo (Ibiaporã) - PG-CL-01,-12.05379,-40.83722,2.5,8.25,5.75,54.4,59.75,29,49.2,12.5,65.25,12.5,136.4,93.5,Chapada Diamantina,RPGA do Rio Paraguaçu,299.1
Marcionílio Souza - PG-CL-03,-13.00021,-40.537783,1.25,20.95,57.75,48,16,21,14.25,1.35,6.5,2.5,59.6,45.25,Chapada Diamantina,RPGA do Rio Paraguaçu,189.55
Iraquara - PG-PR-02,-12.255093,-41.61679,1.25,4.75,23.75,146.5,8.5,5.75,11.25,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,201.75
Tapiramutá - PG-PR-09,-11.838502,-40.791761,1.25,6,,112.75,70.25,46,71,,75.75,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,383
Morro do Chapéu (Ventura) - PG-PR-10,-11.650911,-40.951765,0,1,21.25,113.5,10.5,16,12.75,5.75,14.25,2.5,75.25,30.75,Chapada Diamantina,RPGA do Rio Paraguaçu,197.5
Bonito - PG-PR-11,-11.98993,-41.25429,3,12.5,43.5,40.5,87.25,37.25,89.5,25.25,111.25,16.5,136,53,Chapada Diamantina,RPGA do Rio Paraguaçu,466.5
Piatã - CO-CL-04,-13.164166,-41.770833,18.2,165.3,105.75,117.75,58.75,44,74.25,16.75,32.1,5.1,167.8,61.4,Chapada Diamantina,RPGA do Rio de Contas,637.95
Itaberaba (PC Ponte Rio Capivari) - 51326200,-12.51429,-39.93422,11.3,25.1,22.5,32,28.8,6.8,15.8,4.8,16.9,4.6,30.7,44.7,Chapada Diamantina,RPGA do Rio Paraguaçu,168.61
Itaetê - 291500701C,-13.028561,-40.964186,,,,,,,,,36.2,4,,,Chapada Diamantina,RPGA do Rio Paraguaçu,40.2
Palmeiras - EBDA,-12.46799,-41.617801,0,17,,,,,,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,17
Curaçá - A448,-9.0013,-39.9124,0.2,42,13.8,,,,,,28.4,0,3.2,27.2,Nordeste,RPGA dos Rios Macururé e Curaçá,84.4
Paulo Afonso - A411,-9.379325,-38.227424,0,0.6,,,,,,,,,,,Nordeste,RPGA dos Rios Macururé e Curaçá,0.6
Cipó - 83192,-11.083333,-38.516667,0,16.6,28.7,49.2,48.6,81.3,113.8,25.5,135,31.6,16.8,41.2,Nordeste,RPGA do Rio Itapicuru,530.3
Jacobina - 83186,-11.172778,-40.534167,,39.6,20.6,77.5,42.4,13.9,24.9,27.2,84.9,6.9,103.7,43.2,Nordeste,RPGA do Rio Itapicuru,337.9
Monte Santo - 83090,-10.4425,-39.331111,0,1.5,42.1,40.4,35.4,45.5,69.6,17.7,98.4,6.8,7.4,16.9,Nordeste,RPGA do Rio Itapicuru,357.41
Serrinha - 83190,-11.633333,-38.966667,,2,46.6,30.2,64.1,52,65.2,9.4,80.3,25.7,47.3,31.9,Nordeste,RPGA do Recôncavo Norte,375.5
Conde - A431,-12.03622,-37.68322,,,184,126.4,191.6,,,,,117,100.2,95.4,Nordeste,RPGA do Rio Itapicuru,619
Uauá - A435,-9.833617,-39.495631,0,43.4,18.6,9.8,12.6,40.2,20.2,3.8,43.4,3.6,5.8,53,Nordeste,RPGA do Rio Vaza-Barris,195.6
Euclides da Cunha - A442,-10.537233,-38.996605,0,,8.8,,,,,,,10,14.4,,Nordeste,RPGA do Rio Itapicuru,18.8
Queimadas - A436,-10.984645,-39.617009,0.8,0.6,22,10.8,44.4,50.6,36.6,7,,12.6,11.2,23.6,Nordeste,RPGA do Rio Itapicuru,185.4
Jacobina - A440,-11.205136,-40.464979,,,,,,,,30.4,74,9.8,184,44.2,Nordeste,RPGA do Rio Itapicuru,114.2
Serrinha - A441,-11.664586,-39.022946,1,6.4,67,32.2,66.6,55.4,84,12.8,82,22.4,30.2,36.4,Nordeste,RPGA do Rio Paraguaçu,429.8
Senhor do Bonfim  - A428,-10.443072,-40.148244,,,48.4,23.2,42.4,38.6,61,13.8,89.2,12.6,21.8,32.4,Nordeste,RPGA do Rio Itapicuru,329.21
Capim Grosso (Pedras Altas) - 50430000,-11.18288,-40.04725,3.2,5.8,68.8,43.8,12.2,27,32.8,4,28.6,2.4,100.2,36.8,Nordeste,RPGA do Rio Itapicuru,228.6
Ponto Novo - 50380000,-10.845,-40.1128,0.6,2.4,120.6,40,26,27.2,35,2.8,62.8,7,35.2,41.6,Nordeste,RPGA do Rio Itapicuru,324.4
Ipirá - PG-CL-02,-12.14986,-39.76454,7.75,6.5,36.75,107.5,47,47.25,77.75,20.5,47.75,4.75,20.6,85.8,Nordeste,RPGA do Rio Paraguaçu,403.5
Serrinha - RN-CL-02,-11.648333,-38.982777,0,0.25,32.75,27.5,44.25,40.25,65.75,27.2,30.7,20.25,27.5,35.25,Nordeste,RPGA do Recôncavo Norte,288.9
Valente - PG-PR-04,-11.40119,-39.458099,2.25,15.5,74.75,101.75,85.75,60.25,74.5,,,,,,Nordeste,RPGA do Rio Paraguaçu,414.75
Senhor do Bonfim (Centro) - 293010501A,-10.464,-40.19,0.4,2.3,43.1,16.8,56.3,36.8,71.8,7,76.6,13.1,24.54,,Nordeste,RPGA do Rio Itapicuru,324.21
Pé de Serra - PG-PR-06,-11.833423,-39.623663,0.5,9.25,8,53,19.5,16.25,34.5,,,,,,Nordeste,RPGA do Rio Paraguaçu,141
Jacobina (Itapeipu) - IT-PR-34,-11.315629,-40.356742,,,,51.5,30,19.25,38,,,,,,Nordeste,RPGA do Rio Itapicuru,138.75
Caém - IT-PR-35,-11.093399,-40.437579,0,5,39.75,89.75,35.5,23,38,,,,,,Nordeste,RPGA do Rio Itapicuru,231
Jacobina (Tombador Araújo) - IT-PR-36,-11.168677,-40.670642,0,8.75,,84,25.75,11,30.75,,,,,,Nordeste,RPGA do Rio Itapicuru,160.25
Conceição do Coité - IT-PR-14,-11.526752,-39.313095,6.75,59.75,,,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,66.5
Queimadas (Riacho da Onça) - IT-PR-15,-11.24424,-39.790055,0,0.75,,,,,,,58.25,7,47.5,80.5,Nordeste,RPGA do Rio Itapicuru,66
Santaluz - IT-PR-17,-11.24831,-39.37563,0,0.25,12,19,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,31.25
Euclides da Cunha - IT-PR-21,-10.551446,-38.995579,0,0,60.75,62,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,122.75
Jeremoabo - 291810001C,-9.99707,-38.32543,,,,,,,,,,,0.4,,Nordeste,RPGA do Rio Vaza-Barris,0
Cansanção (Açude Monteiro) - IT-PR-23,-10.77645,-39.559491,0,1,20.75,7.25,23.75,,,,,,,,Nordeste,RPGA do Rio Itapicuru,52.75
Monte Santo (Pedra Vermelha) - IT-PR-24,-10.454497,-39.559488,0,0.75,74.75,33.5,39,34.5,43,10.75,87,,,,Nordeste,RPGA do Rio Itapicuru,323.25
Quijingue - IT-PR-25,-10.783951,-39.20809,0,0.75,67.5,27.25,18.75,33.75,50.75,,,,,,Nordeste,RPGA do Rio Itapicuru,198.75
Ribeira do Pombal (Curral Falso) - IT-PR-01,-10.697843,-38.5714,1.25,1.25,18.5,98.75,71.25,76.25,74.75,21,152,17.5,,,Nordeste,RPGA do Rio Itapicuru,532.5
Euclides da Cunha (Aribicé) - IT-PR-02,-10.557835,-38.793352,0,0.25,,,,,,,138.5,6.75,9.75,31.5,Nordeste,RPGA do Rio Itapicuru,145.5
Ribeira do Pombal - IT-PR-04,-10.823399,-38.545844,0.5,,,,,,,,168,22.5,10.25,49,Nordeste,RPGA do Rio Itapicuru,191
Quijingue (BR 116 E. Cunha / Tucano) - IT-PR-05,-10.7105,-38.9227,0,0,,,,,,,66.5,3.5,8.25,10.25,Nordeste,RPGA do Rio Itapicuru,70
Crisópolis - IT-PR-08,-11.510923,-38.120832,5.5,18.25,,,,,,,136.25,17.25,66.25,46,Nordeste,RPGA do Rio Itapicuru,177.25
Araci (Fazenda Laranjeiras III) - IT-PR-09,-11.334248,-38.968638,0.75,1,,,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,1.75
Nova Soure (Estação Experimental) - IT-PR-10,-11.3083,-38.5361,1.25,1.5,40.5,,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,43.25
Olindina - IT-PR-11,-11.343693,-38.318892,0.25,8.5,50.5,64.5,28,32.75,56.75,11,95,14.5,52.25,50,Nordeste,RPGA do Rio Itapicuru,361.75
Itapicuru - IT-PR-12,-11.321193,-38.225003,2,9.75,26,41,24.75,53.25,63.25,25,149.25,29.5,67.5,56,Nordeste,RPGA do Rio Itapicuru,423.75
Ribeira do Amparo (Boa Hora) - IT-PR-13,-10.965,-38.5234,0,0.5,46.25,43,51.5,,,,,,,,Nordeste,RPGA do Rio Itapicuru,141.25
Jeremoabo - A450,-10.0807,-38.3459,0,3.2,21.8,56.4,60.4,87.4,70.4,26.8,120.4,,,16.6,Nordeste,RPGA do Rio Vaza-Barris,446.81
Juazeiro (Itaberaba) - 291840701A,-9.44837,-40.48517,0.2,56,12.8,7.6,0.8,5.8,0.6,0,5.8,0,4.2,20.6,Norte,RPGA dos Rios Macururé e Curaçá,89.6
Juazeiro (Malhada da Areia) - 291840702A,-9.44181,-40.51381,0.4,36.4,12,8.2,0.8,5,0.4,0,4.8,0,22.8,19.8,Norte,RPGA dos Rios Macururé e Curaçá,68
Juazeiro (Maria Gorete) - 291840703A,-9.42014,-40.49909,0.6,47.8,9.4,6.8,3.2,6.4,0,0,5,0,15,,Norte,RPGA dos Rios Macururé e Curaçá,79.2
Juazeiro (João Paulo II) - 291840704A,-9.47067,-40.49805,0.2,66.2,15,8,0.8,2.8,0.6,0,2.6,0,7.6,40,Norte,RPGA dos Rios Macururé e Curaçá,96.2
Lapão - 291915701A,-11.38,-41.83,2.2,24,66.6,35,0.6,0.6,1.6,0,0.6,0.2,64,,Norte,RPGA dos Rios Verde e Jacaré,131.4
Irecê - 83182,-11.3,-41.866667,21.3,63.3,66,41.1,0,1.2,1.4,,0.4,0,69,97.2,Norte,RPGA dos Rios Verde e Jacaré,194.7
Remanso - 82979,-9.633333,-42.1,8,85.7,83.6,74.2,3.7,4.7,0,0,0,0,19,22.1,Norte,RPGA do Lago de Sobradinho,259.9
Umburanas (Delfino) - A443,-10.45492,-41.206996,9.8,13.2,65.8,47.6,7.6,5.2,12.4,1.8,10,3,33.6,40.6,Norte,RPGA do Rio Salitre,176.4
Remanso - A423,-9.625693,-42.077214,8.4,84.2,50.6,66,4,4.8,0.4,0,0,2,25.2,22.6,Norte,RPGA do Lago de Sobradinho,220.41
Irecê - A424,-11.328998,-41.864504,17.4,55.4,52,41.8,0.6,1.2,1.6,0,0.4,0,69.2,59.6,Norte,RPGA dos Rios Verde e Jacaré,170.4
Casa Nova - Faz. Santa Felicidade,-9.333333,-40.8,0,30.9,83.58,,5.59,3.5,0,,,0,1.3,40.2,Norte,RPGA do Lago de Sobradinho,123.57
Juazeiro - Fazenda Brasil Uvas,-9.316666,-40.183333,8.9,37.75,71.05,2.51,,6.4,1.55,1.8,11.61,0.8,6.4,15.3,Norte,RPGA dos Rios Macururé e Curaçá,142.37
Juazeiro - Massaroca,-9.8,-40.233333,12.3,10.2,8.8,30.8,6.8,7,5.2,2.9,,0,0,30.2,Norte,RPGA dos Rios Macururé e Curaçá,84.01
Jaguarari - Pilar,-9.85,-39.933333,5.8,7.7,41.9,14.9,3.1,13.8,5,1,,0.3,7.5,27.6,Norte,RPGA dos Rios Macururé e Curaçá,93.5
Juazeiro - Santa Helena,-9.566666,-40.3,0,31.5,50.4,41.6,1.5,5.2,2.3,0.4,,0,0,48.3,Norte,RPGA dos Rios Macururé e Curaçá,132.9
Juazeiro - Salitre,-9.5,-40.633333,,36.1,90.2,37.1,2.2,0.3,0.8,0.1,2.8,0,5,32,Norte,RPGA dos Rios Macururé e Curaçá,169.61
Ibitibá,-11.551736,-41.968187,9.4,61.4,77.4,98.2,3.2,6.4,1.6,,,,,,Norte,RPGA dos Rios Verde e Jacaré,257.6
Jussara - Arrecife,-11.065335,-41.974853,8,67.6,20.2,20.6,1.4,0.4,1,,,,,,Norte,RPGA dos Rios Verde e Jacaré,119.21
Ibipeba,-11.673962,-42.010413,,,,84,4.2,2,2,,,,,,Norte,RPGA dos Rios Verde e Jacaré,92.2
Central,-11.135391,-42.093468,9.6,34.6,27.6,28.6,3.6,1,2,,,,,,Norte,RPGA dos Rios Verde e Jacaré,107
Juazeiro - 48020000,-9.4064,-40.5036,,,23.6,7.8,0.6,3.4,0.2,0,5.2,0,9.4,6.4,Norte,RPGA dos Rios Macururé e Curaçá,40.81
Uibai,-11.294784,-42.14208,21.6,66.6,39.6,106.6,0,0.2,7,,,,,,Norte,RPGA dos Rios Verde e Jacaré,241.6
Irecê - VJ-CL-01,-11.289166,-41.894166,13.5,48,21,60.75,0,0,1,0,0.5,0.5,61.55,67.55,Norte,RPGA dos Rios Verde e Jacaré,145.25
Juazeiro - Mandacaru,-9.4,-40.433333,,42.67,,12.75,,1,0.5,,2.53,0,15,,Norte,RPGA dos Rios Macururé e Curaçá,59.45
Mirangaba - IT-PR-29,-10.954784,-40.574527,7.25,0.25,,63.25,0,0,0,,,,,,Norte,RPGA do Rio Itapicuru,70.75
Olho D'Água,-10.700331,-40.601468,0.2,0,37.2,78.2,13.8,12.4,23.4,,,,,,Norte,RPGA do Rio Salitre,165.21
Mirangaba (Taquarendi) - SA-PR-01,-10.893669,-40.687028,0,21.8,68.6,103,7.8,3,12.8,,,,,,Norte,RPGA do Rio Salitre,217
Barreiras (Fazenda Dona Izeta) - GR-PR-15,-12.073399,-45.490807,,,,,,,,0,0,0.2,200.2,133.2,Oeste,RPGA do Rio Grande,0.2
Barreiras (Fazenda Pró Café) - GR-PR-19,-12.160625,-45.330802,,,,,,,,,0,0,211.4,122.8,Oeste,RPGA do Rio Grande,0
Formosa do Rio Preto - A452,-11.052163,-45.200769,109.2,219.4,113.8,,,,,,0,0,107.6,202,Oeste,RPGA do Rio Grande,442.41
Correntina - A416,-13.332386,-44.617376,43,120.6,28.8,89.6,4,0,0,0,0,13,,,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",299
Barreiras - 83236,-12.155556,-45.007778,19.5,236.9,138.1,56,2.8,0,0,0,0,0,87.1,,Oeste,RPGA do Rio Grande,453.3
Correntina - 83286,-13.332222,-44.617222,0,2,46.6,32.2,64.2,56.7,60.9,6.9,75,25.7,47.3,31.9,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",370.2
Barreiras (Form. Rio Preto) - 46550000,-11.154444,-45.009166,23.3,237.2,135.5,35,3.7,0,,0,0,0,105.6,226,Oeste,RPGA do Rio Grande,434.7
Correntina (Arrojado) - 45770000,-13.4528,-44.5689,37.4,125.4,78.4,45.6,1.2,0,0,0,0,7.8,170.8,111.2,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",295.8
Correntina - 45590000,-13.3406,-44.6386,54.2,90.3,45.6,104.8,3.8,0,0,0,0,16,137.8,98.4,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",314.7
Barreiras (Fazenda Redenção) - 46543000,-12.1358,-45.1033,,,,,,,,,,0,130.4,177.8,Oeste,RPGA do Rio Grande,0
Correntina (Mocambo) - 45740001,-13.28572,-44.56284,45.6,116.6,33,,,0,,,0,21.4,153,98.4,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",216.6
Correntina (PCH Pres. Goulart-J) - 45600000,-13.3344,-44.6208,92.4,150.7,51.6,151.7,6.4,3,0,0,3.3,18.4,175.1,,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",477.5
Correntina (PCH Pres. Goulart-M1) - 45588000,-13.3408,-44.6414,,,,129.2,15.6,3,0,0,4.8,20.6,173.5,,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",173.2
São Desidério (PCH Sítio Grande-J) - 46453500,-12.4286,-45.1528,39.7,289.9,218.1,34.9,2.1,7.5,0,0,,0,212.7,254.6,Oeste,RPGA do Rio Grande,592.2
Barreiras - A402,-12.124715,-45.027049,,,108.4,11.8,0,0,0,2,0,0,97.2,250.8,Oeste,RPGA do Rio Grande,122.2
Luís Eduardo Magalhães - A404,-12.152394,-45.829745,62.8,234.8,140.4,64.8,13.2,0.8,0,0,0.4,0.4,237.6,163.2,Oeste,RPGA do Rio Grande,517.6
São Desidério - R. Velha - GR-CL-01,-12.898055,-46.157222,84.25,76.75,1.75,51.8,5.4,3.1,2.4,0,0,6.5,,,Oeste,RPGA do Rio Grande,231.96
Formosa do Rio Preto (Barra do Tapuio) - GR-PR-02,-11.09476,-45.950259,176.4,187,77.8,,,,,0,0,3.8,189.6,201.8,Oeste,RPGA do Rio Grande,445
Formosa do Rio Preto (Fazenda Mingore) - GR-PR-03,-11.043367,-46.296104,129.6,213.6,160.8,132.6,,,,,,,,,Oeste,RPGA do Rio Grande,636.6
 Formosa do Rio Preto (Garganta) - GR-PR-04,-11.384764,-46.505001,162,382.6,,,,,,,,,,,Oeste,RPGA do Rio Grande,544.6
Salvador (J. Zoológico) - A401,-13.005515,-38.50576,25.8,97.6,179.8,157.4,340.8,112.4,242,73.6,135.6,72,77.8,82.4,Recôncavo,RPGA do Recôncavo Norte,1437
Cruz das Almas - A406,-12.675422,-39.08958,16.4,39.2,41.6,145.4,161.4,136.2,155.8,51.4,156.2,33.4,65.8,116,Recôncavo,RPGA do Rio Paraguaçu,937
Lauro de Freitas (Rio Ipitanga) - 291920704H,-12.888539,-38.321162,12.2,42.2,115.8,,,110.8,180,39,92.6,,,,Recôncavo,RPGA do Recôncavo Norte,592.6
Camaçari (Hidro) - 290570101H,-12.714036,-38.33905,30.8,70.5,44.8,150,313.12,164.3,190.6,57.6,153,,,97.2,Recôncavo,RPGA do Recôncavo Norte,1174.72
Valença - 293290307H,-13.3664,-39.0767,108,187.6,99.4,166.8,242.8,212.4,183.6,67.8,180,,,,Recôncavo,RPGA do Recôncavo Sul,1448.4
Feira de Santana - A413,-12.1962,-38.967384,,,39.2,67.2,61.8,48,63.4,13.2,75.4,8.2,44.4,27.6,Recôncavo,RPGA do Recôncavo Norte,376.4
Salvador (Periperi) - 292740820A,-12.867344,-38.458111,27,59.9,209.2,186.2,350.8,182.2,257.8,63.8,150.2,72.6,70,,Recôncavo,RPGA do Recôncavo Norte,1559.7
Salvador (Mussurunga) - 292740821A,-12.907733,-38.440111,32.2,48.6,172,137.4,282,145.2,198.8,41.4,85.8,38.4,94,,Recôncavo,RPGA do Recôncavo Norte,1181.81
Salvador (Fazenda Coutos) - 292740822A,-12.849955,-38.461778,14.6,47.8,144.4,168.2,290.2,166.2,228.6,53.4,127.6,50.6,85.6,,Recôncavo,RPGA do Recôncavo Norte,1291.6
Salvador (Itapuã) - 292740819A,-12.947736,-38.370136,,83.4,131,219,283.8,122.8,181.8,30.6,96.8,51.8,87.4,89,Recôncavo,RPGA do Recôncavo Norte,1201
Alagoinhas - 83249,-12.148333,-38.425556,2.5,14.5,92.1,79.6,132,117.5,127.8,37.5,107,43.6,71,74.2,Recôncavo,RPGA do Recôncavo Norte,754.1
Salvador (Tancredo Neves) - 292740823A,-12.945347,-38.453472,,,,,,123.6,225.3,56.8,117.2,51,79.8,129.2,Recôncavo,RPGA do Recôncavo Norte,573.9
Santo Amaro (Polivalente) - 292860401A,-12.552863,-38.712504,,,,,,,,36,66.2,,34,,Recôncavo,RPGA do Recôncavo Norte,102.2
Santo Amaro (Povoado de Pedras) - 292860402A,-12.549625,-38.770999,,,,,,,,,,,72,,Recôncavo,RPGA do Recôncavo Norte,0
Cruz das Almas - 83222,-12.666667,-39.083333,14.5,40.4,44.6,152.6,172.6,135.8,150.7,49.6,157.9,32.5,,129.4,Recôncavo,RPGA do Rio Paraguaçu,951.2
Feira de Santana - 83221,-12.196111,-38.967222,,0,30.3,51.8,,,,13.3,70.3,5.6,,,Recôncavo,RPGA do Recôncavo Norte,171.3
Amargosa - A434,-13.009468,-39.616881,33.6,34.4,31.6,53,82,82.2,104.8,34.4,102.2,14.8,36.8,72.6,Recôncavo,RPGA do Recôncavo Sul,573
Valença - A444,-13.34361,-39.12667,86.2,145,97.6,139.4,,,,81,,,192.4,101.8,Recôncavo,RPGA do Recôncavo Sul,549.2
Mata de São João - ETA - Embasa,-12.394946,-37.934649,0.8,9.3,14,54.8,66.11,98.8,0.5,17.8,104.4,41.9,5.4,23.6,Recôncavo,RPGA do Recôncavo Norte,408.41
Candeias - EMBASA,-12.663561,-38.533,5.7,54.6,,190.9,,119.55,198.9,41.9,,,22.05,94.9,Recôncavo,RPGA do Recôncavo Norte,611.55
Dias D´Ávila - EMBASA,-12.620505,-38.315217,21.2,52.7,64.3,236.3,326.5,,146.9,,,,76.7,131.5,Recôncavo,RPGA do Recôncavo Norte,847.9
São Sebastião do Passé-EMBASA,-12.517449,-38.492165,0.6,25.8,,91,,,150.3,26,,,35.3,67.3,Recôncavo,RPGA do Recôncavo Norte,293.71
Simões Filho (Joanes II) - 322,-12.674147,-38.376254,21,54.6,50.3,140.1,304.1,149.3,175,43.2,105.3,,65.7,116.1,Recôncavo,RPGA do Recôncavo Norte,1042.9
Camaçari (Santa Helena) - 323,-12.56202,-38.1606,38.2,59,59.1,198.8,,163.3,176.1,98.6,121.4,,36.8,96.3,Recôncavo,RPGA do Recôncavo Norte,914.51
Salvador (Ondina) - 83229,-13.005278,-38.505833,23.5,95.8,181.1,152,324.3,105.7,228.4,67,126.1,74,77.3,83,Recôncavo,RPGA do Recôncavo Norte,1377.9
Feira de Santana - PG-PR-13,-12.268161,-38.96642,1.25,7.25,36.5,,,,,,,,,,Recôncavo,RPGA do Rio Paraguaçu,45
Itatim - PG-PR-14,-12.720391,-39.700059,7.5,4.75,9.5,17.75,13.5,23,18.5,,,,,,Recôncavo,RPGA do Rio Paraguaçu,94.5
Salvador (Centro) - 292740802A,-12.97821,-38.515945,,98.1,212,187.2,394.9,110.7,218.1,78.5,129.9,67.5,103.1,,Recôncavo,RPGA do Recôncavo Norte,1496.9
Salvador (São tomé de Paripe) - 292740806A,-12.795508,-38.489389,5.8,44.1,65.3,153,242.1,109.5,201.9,46.9,88,33.3,80.4,44.2,Recôncavo,RPGA do Recôncavo Norte,989.9
Salvador (Federação) - 292740803A,-13.000791,-38.511056,24.4,90.6,185.9,144.6,315.4,90.8,197.3,58,111.7,67.5,71,,Recôncavo,RPGA do Recôncavo Norte,1286.2
Salvador (Cabula) - 292740810A,-12.961347,-38.460778,27.1,80.4,145.1,191,291,126.5,228.2,57.6,104.2,,,,Recôncavo,RPGA do Recôncavo Norte,1251.1
Salvador (Nova Esperança) - 292740818A,-12.861,-38.368,11.3,73.6,159.1,169.5,268.6,147.7,174.6,55.9,121.7,39.7,97.2,,Recôncavo,RPGA do Recôncavo Norte,1221.7
Salvador (Caminho das Árvores) - 292740815A,-12.97718,-38.453834,15.7,80.1,114.8,161.3,262.2,131.7,185.8,49.2,105.7,36.7,96.9,,Recôncavo,RPGA do Recôncavo Norte,1143.2
Salvador (Águas Claras) - 292740808A,-12.8944,-38.441889,,,158.5,156.4,293.2,,,47.9,113.5,45.6,65.7,,Recôncavo,RPGA do Recôncavo Norte,815.1
