Dados de Precipitação Mensal das Estações,,,,,,,,,,,,,,,,,
Estação,Latitude,Longitude,Jan/21,Fev/21,Mar/21,Abr/21,Mai/21,Jun/21,Jul/21,Ago/21,Set/21,Out/21,Nov/21,Dez/21,Região,Rpga,Total
Piatã - CO-CL-04,-13.164166,-41.770833,76.75,112.45,28.75,91.75,27.6,30.7,2.5,36,,95.25,160.5,364.75,Chapada Diamantina,RPGA do Rio de Contas,501.75
Lajedinho (Centro) - 291900901A,-12.35585,-40.90228,16,59.6,29.2,87.6,12.6,24.2,9.8,16.8,6.8,37.2,249.2,236,Chapada Diamantina,RPGA do Rio Paraguaçu,299.8
Souto Soares - PG-CL-04,-12.08538,-41.64815,,,,,,,,3,1,133.6,,,Chapada Diamantina,RPGA do Rio Paraguaçu,137.6
Itaberaba (PC Ponte Rio Capivari) - 51326200,-12.51429,-39.93422,14,17.6,17.2,74.2,31.2,,,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,154.2
Wagner (Fazenda Terra Grapiúna) - PG-FR-04,-12.181482,-41.150663,8.2,67,,117.6,13,,9.4,8.8,0.6,63,173.8,215.8,Chapada Diamantina,RPGA do Rio Paraguaçu,287.6
Lençóis (Santo Antônio/Porto) - PG-FR-02,-12.492879,-41.330393,,,,,,37,6.6,19.4,2.8,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,65.8
Mucugê (Usina Mucugê) - PG-FR-20,-13.008835,-41.37113,,,,,,23,,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,23
Itaeté (Açude Bandeira de Melo Jusante) - PG-FR-18,-13.04056,-40.777224,6,47.4,,,,,,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,53.4
Itaberaba - 291470301C,-12.457663,-40.201519,9,37.8,11.2,87.6,17.8,31.4,,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,194.8
Barro Alto - 290323501C,-11.811728,-41.901164,1,117,2.4,64,,,,,,,,,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,184.4
Ibicoara - 291220201C,-13.446389,-41.297933,,76.6,,88.2,20,,,,,,,,Chapada Diamantina,RPGA do Rio de Contas,184.8
Chorrochó - 290770701C,-8.98354,-39.11837,13,20,6.8,104.6,17.4,2.8,,,,,,,Nordeste,RPGA dos Rios Macururé e Curaçá,164.6
Cipó - 83192,-11.083333,-38.516667,15.9,,,71.2,,,,,,16.3,118.2,85.3,Nordeste,RPGA do Rio Itapicuru,103.4
Monte Santo - 292150001U,-10.50998,-39.23969,,,,,44,,72,35.2,,,,,Nordeste,RPGA do Rio Itapicuru,151.2
Jacobina - 83186,-11.172778,-40.534167,51.1,19.2,,184.3,30.8,31.8,,29.4,,75.4,92.9,248.7,Nordeste,RPGA do Rio Itapicuru,422
Jacobina (Ladeira Vermelha) - 291750801A,-11.161707,-40.554213,39.2,24.4,14,43.6,18.8,20.6,30,14.8,2,43.8,109.2,230.6,Nordeste,RPGA do Rio Itapicuru,251.2
Jacobina (Feliz Tomaz) - 291750802A,-11.174316,-40.517837,64.8,40.6,23,107,33.2,37,80.8,36.2,5.2,105.8,93.6,244.4,Nordeste,RPGA do Rio Itapicuru,533.6
Serrinha - 83190,-11.633333,-38.966667,,,,,,,,,,,221.9,129.1,Nordeste,RPGA do Recôncavo Norte,0
Conde - A431,-12.03622,-37.68322,62.6,,,,,,,,,,,98.4,Nordeste,RPGA do Rio Itapicuru,62.6
Euclides da Cunha - A442,-10.537233,-38.996605,,39.6,14.2,48.6,72.6,,47,13.8,,,29.6,32,Nordeste,RPGA do Rio Itapicuru,235.8
Senhor do Bonfim  - A428,-10.443072,-40.148244,0.8,52.6,9.4,116,58.6,32.2,78.2,25.4,3,,,,Nordeste,RPGA do Rio Itapicuru,376.2
Capim Grosso (Pedras Altas) - 50430000,-11.18288,-40.04725,2.2,66.2,12.2,98,24.6,8.8,49.2,11,2.2,51.8,81.6,158,Nordeste,RPGA do Rio Itapicuru,326.21
Ponto Novo - 50380000,-10.845,-40.1128,3.8,85,13.6,109.8,28.6,29.4,45.6,24.4,3,24.2,136.4,158.2,Nordeste,RPGA do Rio Itapicuru,367.4
Capim Grosso - IT-CL-03,-11.36833,-40.03417,1.2,37.4,4,172.6,20.4,11.6,70.6,39,19.2,18.2,76.4,,Nordeste,RPGA do Rio Itapicuru,394.2
Aporá - IT-CL-01,-11.67082,-38.17485,58.7,40.5,20,178.4,71.8,60.8,,,,,,,Nordeste,RPGA do Rio Itapicuru,430.21
Pé de Serra - PG-CL-07,-11.83676,-39.65905,8.4,84.2,2.4,92.4,27.4,15.4,57.2,27.2,2.2,21.6,177.6,172.2,Nordeste,RPGA do Rio Paraguaçu,338.41
Tucano (Caldas do Jorro) - IT-CL-05,-11.03477,-38.80386,3.6,2.2,14.4,56.8,49,58.4,79.4,16.4,6,41.2,118.4,111,Nordeste,RPGA do Rio Itapicuru,327.4
Saúde - IT-CL-04,-10.95669,-40.38329,61.8,46.4,4.6,130.2,33.6,8.6,50.2,19,0.8,60.2,126.8,234.2,Nordeste,RPGA do Rio Itapicuru,415.4
Várzea do Poço (Lajinha) - IT-CL-06,-11.4964,-40.34474,5,85.6,6.2,163.2,23.2,31,50.6,34.6,4.8,13.8,75.4,238,Nordeste,RPGA do Rio Itapicuru,418.01
Ipirá - PG-CL-02,-12.14986,-39.76454,,,,,,,,42.6,6.4,17.8,181.2,101,Nordeste,RPGA do Rio Paraguaçu,66.8
Valente - PG-PR-04,-11.40119,-39.458099,,,,,,,0.8,9.4,7.8,54,,,Nordeste,RPGA do Rio Paraguaçu,72
Pé de Serra - PG-PR-06,-11.833423,-39.623663,,,,,,,,,,31,201.6,176,Nordeste,RPGA do Rio Paraguaçu,31
Jacobina (Itapeipu) - IT-PR-34,-11.315629,-40.356742,12.6,82.2,38.6,205.4,35.6,25,80.6,48.8,6,30.4,101.6,262.2,Nordeste,RPGA do Rio Itapicuru,565.2
Caém - IT-PR-35,-11.093399,-40.437579,,,,,,,104.8,48.6,4.8,50.2,,178.6,Nordeste,RPGA do Rio Itapicuru,208.41
Senhor do Bonfim (Carrapichel) - IT-PR-37,-10.388101,-40.220067,2.8,50.2,17.6,45.4,0.2,2,0,0.2,4.8,41,104.4,134.6,Nordeste,RPGA do Rio Itapicuru,164.2
Santaluz - IT-PR-17,-11.24831,-39.37563,4.6,118.8,14.2,110.4,,28.8,94,25,8,18.8,348.4,60,Nordeste,RPGA do Rio Itapicuru,422.6
Uauá (Fazenda Boa Vista) - IT-PR-18,-10.05893,-39.706158,29.8,86,5.8,125,23.6,10.8,50,11,0,,,,Nordeste,RPGA do Rio Itapicuru,342
Cansanção - IT-PR-20,-10.702836,-39.543932,3.4,52.6,,,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,56
Ribeira do Amparo - A458,-11.058722,-38.444028,,32.2,16.6,78.6,62,48,110.4,23.6,10,,158.2,95,Nordeste,RPGA do Rio Itapicuru,381.41
Quijingue - IT-PR-25,-10.783951,-39.20809,3.8,58.4,17,46.8,23.4,16.6,50,23.6,,,,,Nordeste,RPGA do Rio Itapicuru,239.6
Inhambupe - RN-CL-10,-11.69267,-38.31361,34.4,8.8,19.4,124.2,111.2,108,162.2,,,,,,Nordeste,RPGA do Recôncavo Norte,568.2
Ribeira do Pombal (Curral Falso) - IT-PR-01,-10.697843,-38.5714,12.8,36,21,136.2,59.6,45.6,107,40.2,8.4,16.8,139.8,112.6,Nordeste,RPGA do Rio Itapicuru,483.6
Ribeira do Pombal - IT-PR-04,-10.823399,-38.545844,14.4,32.6,22.8,75,,54.8,125.4,37.4,8.6,29.6,102.6,133.6,Nordeste,RPGA do Rio Itapicuru,400.6
Quijingue (BR 116 E. Cunha / Tucano) - IT-PR-05,-10.7105,-38.9227,,,0,0.6,1,0,0,0,0,0,0,26.8,Nordeste,RPGA do Rio Itapicuru,1.6
Crisópolis - IT-PR-08,-11.510923,-38.120832,25,2.2,,145,,61,,,,14.8,129.8,36,Nordeste,RPGA do Rio Itapicuru,248
Araci (Fazenda Laranjeiras III) - IT-PR-09,-11.334248,-38.968638,,,,16.8,,,,,,4,3.6,15.2,Nordeste,RPGA do Rio Itapicuru,20.8
Itapicuru - IT-PR-12,-11.321193,-38.225003,,30.3,,,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,30.3
Jeremoabo - A450,-10.0807,-38.3459,7.6,38.6,6,127.4,74.6,46.6,78.2,32.8,13.4,,65.6,91.4,Nordeste,RPGA do Rio Vaza-Barris,425.2
Ribeira do Amparo (Boa Hora) - IT-PR-13,-10.965,-38.5234,50.4,12.4,11.6,110,61.2,29.8,,,,,,,Nordeste,RPGA do Rio Itapicuru,275.4
Filadélfia (Fazenda Alecrim ) - IT-FR-21,-10.7522,-40.22444,5.2,32.4,47.6,154,45.8,31,66.6,33.4,2.8,26.2,130.6,129.6,Nordeste,RPGA do Rio Itapicuru,445
Pindobaçu (Fazenda Grutinha) - IT-FR-13,-10.7589,-40.4367,,,,139,,,,,,,125.4,218.2,Nordeste,RPGA do Rio Itapicuru,139
Queimadas - IT-FR-26,-10.9733,-39.6328,7,61.8,8.4,181.6,,23.6,46.4,16,2.2,16.2,213.6,120.2,Nordeste,RPGA do Rio Itapicuru,363.2
Quixabeira - 292593101C,-11.37282,-40.12878,0,43.2,4,34.4,5.6,5.6,,7.8,,,,,Nordeste,RPGA do Rio Itapicuru,100.6
Juazeiro (Itaberaba) - 291840701A,-9.44837,-40.48517,24,79.6,18.2,83.6,0,1.4,1,0.2,0,,81,170.4,Norte,RPGA dos Rios Macururé e Curaçá,208
Juazeiro (Maria Gorete) - 291840703A,-9.42014,-40.49909,32,84.2,13.8,74.4,0,1.4,1,0,0,,70.2,155.8,Norte,RPGA dos Rios Macururé e Curaçá,206.8
Juazeiro (João Paulo II) - 291840704A,-9.47067,-40.49805,20.4,103,18.2,49.8,0,4.4,2.2,0.4,0,,119.8,185,Norte,RPGA dos Rios Macururé e Curaçá,198.4
Lapão - 291915701A,-11.38,-41.83,20.4,104.8,8.6,113.8,0.8,0.4,0,0.2,0,,261,275.8,Norte,RPGA dos Rios Verde e Jacaré,249
América Dourada (Centro) - 290115501A,-11.45011,-41.434004,12,129.6,6,63.6,0.8,0.2,0,0,0,,257,,Norte,RPGA dos Rios Verde e Jacaré,212.2
Irecê - A424,-11.328998,-41.864504,19.8,83,4.8,85,0.6,0,0,0,0,,201.8,304,Norte,RPGA dos Rios Verde e Jacaré,193.2
Várzea Nova - SA-CL-02,-11.23996,-40.935618,,74.4,40.5,67.1,2.6,5.8,2.2,2.4,1.8,58.6,125.6,,Norte,RPGA do Rio Salitre,255.4
Juazeiro (CODEVASF Salitre) - MC-CL-01,-9.48778,-40.61333,47.3,91.8,7.2,46,0.4,6.6,2,0,0,78,46.4,212.6,Norte,RPGA dos Rios Macururé e Curaçá,279.3
Ibitibá,-11.551736,-41.968187,16,,17.6,60.8,1,1.2,0,0.8,0.4,76,,,Norte,RPGA dos Rios Verde e Jacaré,173.8
Campo Formoso - IT-CL-02,-10.47062,-40.33412,,45.4,46.4,94.5,93.2,40,148.6,87.6,18.2,35.6,142.6,110.2,Norte,RPGA do Rio Itapicuru,609.51
Ibipeba,-11.673962,-42.010413,0,,,,,,,,,,,,Norte,RPGA dos Rios Verde e Jacaré,0
Sento Sé - SO-CL-01,-9.78228,-41.81872,26.5,129.2,72,43.6,10.8,0.8,0,0,12,2.2,52.4,117,Norte,RPGA do Lago de Sobradinho,297.1
Itaguaçu da Bahia - VJ-CL-03,-10.9549,-42.3465,38.9,195.8,18.8,58.8,0.4,0,0.2,0,0,75,144.4,133,Norte,RPGA dos Rios Verde e Jacaré,387.9
Juazeiro - 48020000,-9.4064,-40.5036,39,70.8,8.8,71.2,0,1.4,1,0,0,112.6,53.4,159.8,Norte,RPGA dos Rios Macururé e Curaçá,304.8
Ibipeba - VJ-CL-02,-11.62667,-42.06444,23.8,139,15.6,52.6,0,2.4,0,0,0.2,37,134.4,534,Norte,RPGA dos Rios Verde e Jacaré,270.6
Central,-11.135391,-42.093468,9.4,,7.8,157.2,2.6,0,0.8,0,0.2,159.6,,,Norte,RPGA dos Rios Verde e Jacaré,337.6
Uibai,-11.294784,-42.14208,,,6.6,47.2,0,0,3.6,,,,,,Norte,RPGA dos Rios Verde e Jacaré,57.41
Lapão - VJ-PR-23,-11.401625,-41.894,,,,,,,,,,,222,328,Norte,RPGA dos Rios Verde e Jacaré,0
Jaguarari (Santa Rosa) - SM-PR-01,-10.098374,-39.869774,15.6,,,,,,,,,,,,Norte,RPGA dos Rios Macururé e Curaçá,15.6
Jaguarari - IT-PR-28,-10.269489,-40.200344,,,,,,,102.8,46.6,,,,,Norte,RPGA do Rio Itapicuru,149.4
Mirangaba - IT-PR-29,-10.954784,-40.574527,,,6.8,124.4,,28.2,68.6,41.2,4.6,41.4,121.6,63.4,Norte,RPGA do Rio Itapicuru,315.2
Olho D'Água,-10.700331,-40.601468,1.8,61.8,4.8,77.6,22.2,15,22.2,15.6,1,49,79,,Norte,RPGA do Rio Salitre,271
Mirangaba (Taquarendi) - SA-PR-01,-10.893669,-40.687028,6.4,46.6,,127,6.2,4,9.6,8.6,0.4,49.6,111.2,,Norte,RPGA do Rio Salitre,258.4
Fazenda Vila Verde,-12.032839,-46.054434,,,5.4,0.2,0,0,0,0,0,0,,,Oeste,RPGA do Rio Grande,5.61
Luiz Eduardo Magalhães (Fazenda Poletto) - GR-PR-11,-12.07145,-45.896097,,,135.2,139.6,0.2,0,0,0,0,52.6,,,Oeste,RPGA do Rio Grande,327.6
Barreiras (Fazenda Novo Horizonte) - GR-PR-13,-12.064787,-45.560529,60,,67.6,97.6,0.8,0,0,0,1.8,99,,,Oeste,RPGA do Rio Grande,326.8
Fazenda São Roque,-11.95895,-45.457748,60.4,,,,,,,,,,,,Oeste,RPGA do Rio Grande,60.4
Barreiras (Limoeiro) - GR-PR-18,-12.293403,-45.544421,,,0,0,0,0,0,,,,,,Oeste,RPGA do Rio Grande,0
Barreiras (Fazenda Pró Café) - GR-PR-19,-12.160625,-45.330802,,,103.8,216.4,0.8,0,0,0,9.8,173.6,,,Oeste,RPGA do Rio Grande,504.4
Arrojolândia,-13.741772,-45.466093,103.2,,,,,,,,,,,,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",103.2
Correntina (Rosário) - CT-PR-03,-13.940105,-46.188064,,,101,109,2.2,0.2,0,0,6.4,186,,,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",404.8
Fazenda Nova Esperança,-13.987891,-45.389148,95.4,269.6,,,,,,,,,,,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",365
Projeto Alto Formoso,-14.260954,-45.27887,,,,97,0,0.8,0,0,0,60.4,268.6,,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",158.2
Cocos (Ponte do Itaguari) - CA-PR-02,-14.234011,-44.626902,85,330.6,,85.2,0,0,0,0,0,123.6,334,,Oeste,RPGA do Rio Carinhanha,624.4
Formosa do Rio Preto - A452,-11.052163,-45.200769,,,,,,,,,,,410.4,410.8,Oeste,RPGA do Rio Grande,0
Barreiras (Nova Vida Montante) - 46590000,-11.867963,-45.084552,34.2,398.4,86.8,141.2,0.6,,,,,,,,Oeste,RPGA do Rio Grande,661.2
Barreiras - 83236,-12.155556,-45.007778,,,,,,,,,,85.7,183.5,421.4,Oeste,RPGA do Rio Grande,85.7
Correntina - 83286,-13.332222,-44.617222,,,,,,,,,,14.4,221.9,129.1,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",14.4
São Desidério (Derocal) - 46455000,-12.412696,-45.121499,123,329,58.2,116.8,0,0,0.8,,,99.4,119.2,457.8,Oeste,RPGA do Rio Grande,727.2
Correntina (Arrojado) - 45770000,-13.4528,-44.5689,38,155,53,106.4,0,0,0,0,,,,,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",352.4
Correntina - 45590000,-13.3406,-44.6386,,226,23.4,108,0,,,,,,,,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",357.4
Barreiras (Fazenda Redenção) - 46543000,-12.1358,-45.1033,107,481.8,22.2,241,,,,,3.6,111,185.8,448.2,Oeste,RPGA do Rio Grande,966.6
Cocos (Fazenda Santa Luzia) - CA-CL-01,-14.85528,-45.93583,205.4,388.2,72.4,169,0,9.4,0,0,0,,,,Oeste,RPGA do Rio Carinhanha,844.4
Correntina (Fazenda Morinaga) - CT-CL-01,-13.75194,-45.87028,139.8,296.8,46.2,82.2,0,0,0,0.2,0.4,,,,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",565.6
Riachão das Neves (Fazenda Madras) - GR-CL-04,-11.63028,-44.84556,23.4,,,,,,,,,,,,Oeste,RPGA do Rio Grande,23.4
Formosa do Rio Preto (Fazenda Barcelona) - GR-CL-03,-11.59139,-46.02194,122.2,446.3,46.8,206.2,6.4,0,1.2,0.4,1,137.4,229.4,,Oeste,RPGA do Rio Grande,967.9
Correntina (PCH Pres. Goulart-J) - 45600000,-13.3344,-44.6208,63.8,198,35.8,112.2,4.8,0,0.2,0,0,60.4,322.6,442.8,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",475.2
Correntina (PCH Pres. Goulart-M1) - 45588000,-13.3408,-44.6414,26.4,113.2,15.2,105,6,0,0.8,0,0,1.2,,465,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",267.8
São Desidério (PCH Sítio Grande-J) - 46453500,-12.4286,-45.1528,84,283.4,85.6,117.4,,0.6,7,0,0,96,96.6,287,Oeste,RPGA do Rio Grande,674
Formosa do Rio Preto (COACERAL)  - GR-CL-02,-10.561944,-45.693333,74.75,376.75,127.85,204.4,11.8,21.85,,,,,,,Oeste,RPGA do Rio Grande,817.4
Cocos (Ponte do Fortunato) - CA-FR-01,-14.641237,-45.503601,,,,,,,0,0,0,173,266.6,436.8,Oeste,RPGA do Rio Carinhanha,173
Luís Eduardo Magalhães - A404,-12.152394,-45.829745,,,,,,,,,,,140.2,488.2,Oeste,RPGA do Rio Grande,0
Correntina (Fazenda Morete) - CT-FR-01,-13.223149,-45.154136,,,,,,,0,0,0,76.2,381,532.2,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",76.2
Jaborandi (Fazenda Nova Esperança) - CT-FR-03,-13.98928,-45.389704,,,,,,,0,0,,,,,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0
Cocos (Fazenda Lagoa do Casamento) - CT-FR-08,-14.39901,-45.520267,,,,,,,0,0,0,115.8,240.4,559,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",115.8
Correntina (Fazenda Conquista) - CT-FR-09,-13.404935,-45.06974,,,,,,,0,0,0,,,,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0
São Desidério (Fazenda Vereda Nova) - GR-FR-20,-12.833418,-45.307751,,,,,,,0,0,0,61.8,196.6,545.4,Oeste,RPGA do Rio Grande,61.8
Luís Eduardo Magalhães (Fazenda Vale do Urso) - GR-FR-23,-11.905058,-45.698311,,,,,,,0,0,0,,283.2,406.6,Oeste,RPGA do Rio Grande,0
Jaborandi (Bebedouro) - 45760000,-13.7372,-45.4639,,,,,,,,0,0.2,54.2,329.8,,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",54.41
Barreiras (Rio de Pedras) - 46520000 ,-12.1944,-45.4897,,,,,,,0,0,,158.2,165.4,553,Oeste,RPGA do Rio Grande,158.2
Formosa do Rio Preto (Fazenda Evandro) - GR-PR-01,-10.600581,-45.822752,178.8,,,,,,,,,,,,Oeste,RPGA do Rio Grande,178.8
Fazenda Santa Rita de Cássia,-11.625053,-45.645252,110.6,105.8,,,,,,,,,,,Oeste,RPGA do Rio Grande,216.4
Salvador (J. Zoológico) - A401,-13.005515,-38.50576,189.2,52,62.8,286.6,119,146,255.8,178.6,37.4,,304,371.6,Recôncavo,RPGA do Recôncavo Norte,1327.4
Feira de Santana - A413,-12.1962,-38.967384,,,,,,,,,,,219.6,213.4,Recôncavo,RPGA do Recôncavo Norte,0
Salvador (Periperi) - 292740820A,-12.867344,-38.458111,58.2,67.6,97.4,410,225.6,153.8,311.6,159.4,35.2,56.4,176.2,339.8,Recôncavo,RPGA do Recôncavo Norte,1575.21
Salvador (Mussurunga) - 292740821A,-12.907733,-38.440111,141,61.8,57,408.2,135.2,182.2,258,182.4,40.8,59.8,210.4,244.6,Recôncavo,RPGA do Recôncavo Norte,1526.4
Salvador (Itapuã) - 292740819A,-12.947736,-38.370136,123.6,31.6,88.2,365.2,127.6,128.2,180.6,146.8,37,61.8,239.2,233,Recôncavo,RPGA do Recôncavo Norte,1290.6
Alagoinhas - 83249,-12.148333,-38.425556,,,,,,,,,,,,,Recôncavo,RPGA do Recôncavo Norte,0
Salvador (Tancredo Neves) - 292740823A,-12.945347,-38.453472,123.2,46.4,,333.2,146.8,139.6,215,180.4,23.4,95,170,,Recôncavo,RPGA do Recôncavo Norte,1303
Salvador (Estação Rádio Marinha) - A456,-12.808222,-38.495944,33.6,54.6,47,533.2,200,151.4,249.6,110.4,49,,146.2,268.4,Recôncavo,RPGA do Recôncavo Norte,1428.81
Cruz das Almas - 83222,-12.666667,-39.083333,32.4,27.2,47.6,174.5,50.4,86.8,151,,,49.4,188.1,248.1,Recôncavo,RPGA do Rio Paraguaçu,619.3
Cachoeira - 290490201A,-12.607725,-38.960655,37.6,11,39.8,210,110.8,149.2,319.4,164.4,47.2,58.8,,191.8,Recôncavo,RPGA do Rio Paraguaçu,1148.2
Santanópolis - 292830701C,-12.02015,-38.84913,,,,,56.6,,,,,,,,Recôncavo,RPGA do Recôncavo Norte,56.6
Igrapiúna (Centro) - 291345701A,-13.819025,-39.141885,194,91.8,79.4,272.6,64,127.6,97.8,184.4,55.6,,288.6,447.4,Recôncavo,RPGA do Recôncavo Sul,1167.2
Itaparica - RN-CL-08,-12.8865,-38.68086,,,,,,,356.8,204.8,44.6,77.8,142.6,,Recôncavo,RPGA do Recôncavo Sul,684
Lauro de Freitas (Joanes I) - 321,-12.83653,-38.322995,,41.84,18.93,235.2,143.8,160.2,758,252.8,25.6,152,229.8,250.1,Recôncavo,RPGA do Recôncavo Norte,1788.37
Salvador (Ipitanga I) - 251,-12.898132,-38.383073,,62.61,38.53,571.86,149.33,82.03,,,,91.3,199.7,254,Recôncavo,RPGA do Recôncavo Norte,995.66
