Dados de Precipitação Mensal das Estações,,,,,,,,,,,,,,,,,
Estação,Latitude,Longitude,Jan/97,Fev/97,Mar/97,Abr/97,Mai/97,Jun/97,Jul/97,Ago/97,Set/97,Out/97,Nov/97,Dez/97,Região,Rpga,Total
Canavieiras - 83398,-15.666667,-38.95,112.6,292.4,,181.3,93.9,,,35.9,86.7,163.5,131.7,81.7,Sul,RPGA do Rio Pardo,966.3
Caravelas - 83498,-17.739167,-39.258333,84,54,233.9,188.5,61.5,,78,26.6,67.4,78.4,26.5,108.9,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",872.3
Guaratinga - 83446,-16.58,-39.78,49.6,133.1,346.6,167.1,44.5,21.5,44.6,12.6,21.4,64.7,40.6,,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",905.7
Teixeira de Freitas - DERBA,-17.5681,-39.234434,153.5,,254.2,164.9,,,,,,,,,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",572.6
Ibotirama - 46150000,-12.181866,-43.224509,187.6,63.5,237.4,99.2,2.9,11.9,0,0,0,46.7,25.4,173.2,São Francisco,RPGA dos Rios Paramirim e Santo Onofre,649.2
Santa Maria da Vitória - DERBA,-13.381329,-44.181203,236.9,20.7,175.6,84.3,,,,,,,,,São Francisco,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",517.5
Barra - 83179,-11.083333,-43.166667,122.9,63,443.5,34.1,7.8,0.5,0,0,0,49.7,62.8,103.8,São Francisco,RPGA do Rio Grande,721.5
Bom Jesus da Lapa - 83288,-13.251389,-43.405278,156.7,28.9,356.6,,20.5,8.4,0.8,0,2,28.4,30.7,131.2,São Francisco,RPGA do Rio Carnaíba de Dentro,602.3
Caetité - 83339,-14.066667,-42.483333,184.9,27.6,234.4,118.2,5.2,9.3,,0,35.8,47.4,94,124.6,São Francisco,RPGA do Rio de Contas,662.8
Carinhanha - 83408,-14.283333,-43.766667,119.3,,285.6,115.3,0.5,3,0,0,0,50,76.1,73.4,São Francisco,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",573.7
Carinhanha - ANA,-14.305792,-43.769253,110,71.5,264.7,106,0.3,3.6,0,0,0,50.2,85.9,82,São Francisco,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",606.31
Santa Rita de Cássia - 83076,-11.016667,-44.516667,214.1,96.4,414.7,97,9.4,0.4,0.2,0,2.9,213.8,55.8,200.8,São Francisco,RPGA do Rio Grande,1048.9
