Dados de Precipitação Mensal das Estações,,,,,,,,,,,,,,,,,
Estação,Latitude,Longitude,Jan/07,Fev/07,Mar/07,Abr/07,Mai/07,Jun/07,Jul/07,Ago/07,Set/07,Out/07,Nov/07,Dez/07,Região,Rpga,Total
Cipó - 83192,-11.083333,-38.516667,8.4,113.9,59.6,38.2,70.3,69.4,67.4,31.1,22.7,8,19.3,10.7,Nordeste,RPGA do Rio Itapicuru,489.01
Jacobina - 83186,-11.172778,-40.534167,11.2,,90.8,85.3,13.8,32.5,25.9,19.5,25.5,5.5,96.8,13,Nordeste,RPGA do Rio Itapicuru,310
Monte Santo - 83090,-10.4425,-39.331111,2.5,201,53.4,36.6,59,55.7,60.9,30,20.5,1.6,3.8,21.1,Nordeste,RPGA do Rio Itapicuru,521.2
Paulo Afonso - 82986,-9.379325,-38.227424,1.7,74,81.2,40.8,76.9,,32.2,51.1,18.6,0.7,0,40.3,Nordeste,RPGA dos Rios Macururé e Curaçá,377.21
Senhor do Bonfim - 83088,-10.490649,-40.100044,3.3,220.1,54.5,44.4,77.1,68.2,62.4,23.5,19.5,4.6,48.2,44.1,Nordeste,RPGA do Rio Itapicuru,577.6
Serrinha - 83190,-11.633333,-38.966667,5.8,164.1,71.9,40.9,103.1,87.5,61.5,31.2,72.8,15.1,25.2,56.5,Nordeste,RPGA do Recôncavo Norte,653.9
Riachão do Jacuípe_EBDA,-11.801317,-39.384408,2.5,262,39.5,18.5,47,71.8,31,32.5,28,12.5,81.75,74,Nordeste,RPGA do Rio Paraguaçu,545.3
Santa Bárbara - EBDA,-11.984657,-38.984398,0,125,56,10,18,200,28,33,95,0,44,0,Nordeste,RPGA do Recôncavo Norte,565
Caém - EBDA,-11.091855,-40.436378,3,301,80,52.25,32.5,30,31,29,28.75,13.75,69,60.25,Nordeste,RPGA do Rio Itapicuru,601.25
Cansanção - EBDA,-10.66796,-39.501074,0,153.6,98.1,0,53.3,24.9,34.2,11.9,3.9,0,22.6,22.8,Nordeste,RPGA do Rio Itapicuru,379.9
Ipirá - PG-CL-02,-12.14986,-39.76454,8,419,80.2,87.5,14.74,82.75,17.25,40.75,56,11,13.5,32.5,Nordeste,RPGA do Rio Paraguaçu,817.19
Jacobina - DERBA,-11.184635,-40.534435,10.6,366.2,,72.3,10.4,17.8,36.9,17.2,16.2,9.3,95,21.2,Nordeste,RPGA do Rio Itapicuru,556.91
Senhor do Bonfim - DERBA,-10.467954,-40.184425,0,224,29.3,28.9,34.3,40.8,37.4,14.6,3.5,0,36.9,175.6,Nordeste,RPGA do Rio Itapicuru,412.8
Serrinha - RN-CL-02,-11.648333,-38.982777,3.5,132.5,104,25,52.25,55.5,49.75,17.25,57.5,5,14,31.5,Nordeste,RPGA do Recôncavo Norte,502.25
Valente - PG-PR-04,-11.40119,-39.458099,30.25,282,50.25,10.35,32.5,43.5,34.75,9.5,30.25,5.75,8.75,2.75,Nordeste,RPGA do Rio Paraguaçu,529.1
Pintadas - PG-PR-05,-11.837311,-39.969786,,,,,,,,,,,,35,Nordeste,RPGA do Rio Paraguaçu,0
Pé de Serra - PG-PR-06,-11.833423,-39.623663,,,,,,,,,,,,4,Nordeste,RPGA do Rio Paraguaçu,0
Tucano - EBDA,-10.971302,-38.781056,0,127.5,56.5,10,97,54,95,28,27,0,12.5,11,Nordeste,RPGA do Rio Itapicuru,495
Jacobina (Itapeipu) - IT-PR-34,-11.315629,-40.356742,,,,25.5,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,25.5
Caém - IT-PR-35,-11.093399,-40.437579,3,299.25,81.75,52.25,31.75,30,31.75,26.25,31.5,13.75,69,60.25,Nordeste,RPGA do Rio Itapicuru,601.25
Jacobina (Tombador Araújo) - IT-PR-36,-11.168677,-40.670642,10,340.5,70,64.25,18,19.75,,,,,53.5,14.25,Nordeste,RPGA do Rio Itapicuru,522.5
Senhor do Bonfim (Carrapichel) - IT-PR-37,-10.388101,-40.220067,5.75,256.75,52.25,51.5,59.5,67.5,57.75,18,13,1.75,37.75,31.75,Nordeste,RPGA do Rio Itapicuru,583.75
Conceição do Coité - IT-PR-14,-11.526752,-39.313095,8,247.75,22,10.25,29.25,,,9.5,20.5,3.25,0.75,7,Nordeste,RPGA do Rio Itapicuru,350.5
Queimadas (Riacho da Onça) - IT-PR-15,-11.24424,-39.790055,0.25,360,101,5.25,14.25,21.25,17,9.25,13.5,4,23.25,16.5,Nordeste,RPGA do Rio Itapicuru,545.75
Queimadas (Povoado Rio do Peixe) - IT-PR-16,-11.097292,-39.524491,12.5,269.25,46.5,59,31,18.5,21.75,5,17.25,5.25,16.75,11.75,Nordeste,RPGA do Rio Itapicuru,486
Santaluz - IT-PR-17,-11.24831,-39.37563,15.5,88.25,31,25,29.75,33.25,24,8.25,20.75,5,9,,Nordeste,RPGA do Rio Itapicuru,280.75
Uauá (Fazenda Boa Vista) - IT-PR-18,-10.05893,-39.706158,13,274.75,34.5,6.25,24.25,18.5,29.5,5.5,7,0,29.75,39.25,Nordeste,RPGA do Rio Itapicuru,413.25
Cansanção (Ambrósio) - IT-PR-19,-10.986458,-39.237813,0.75,118.75,41.5,29.5,18,0,3.25,7.5,12,6,14.75,15,Nordeste,RPGA do Rio Itapicuru,237.25
Cansanção - IT-PR-20,-10.702836,-39.543932,1.25,62.75,38.5,3.5,46.75,37,36.75,13.25,19.75,0.75,25.75,68.75,Nordeste,RPGA do Rio Itapicuru,260.25
Nordestina - IT-PR-22,-10.826728,-39.437543,,,,,,,,,,5,,,Nordeste,RPGA do Rio Itapicuru,5
Cansanção (Açude Monteiro) - IT-PR-23,-10.77645,-39.559491,8.5,161.25,75,8,49,32.25,42.25,10.25,11.5,1.75,9.75,18,Nordeste,RPGA do Rio Itapicuru,399.75
Monte Santo (Pedra Vermelha) - IT-PR-24,-10.454497,-39.559488,7,196,52.25,3.25,37.75,0,6.5,,,,12.5,6.75,Nordeste,RPGA do Rio Itapicuru,302.75
Quijingue - IT-PR-25,-10.783951,-39.20809,4.5,109.5,83.75,18.75,61,27.25,38.5,13.5,12.5,2.75,20.25,25.75,Nordeste,RPGA do Rio Itapicuru,372
Conde - IT-PR-31,-11.813434,-37.616927,19.5,160,9.5,117.5,241.25,172.75,108.25,57.5,76.75,4.5,,,Nordeste,RPGA do Rio Itapicuru,967.5
Olindina (Umbuzeiro) - IT-PR-32,-11.454252,-38.455844,1.25,94.75,50,59.75,59.25,56.25,57,22,34.25,4.75,10.25,2.25,Nordeste,RPGA do Rio Itapicuru,439.25
Ribeira do Pombal (Curral Falso) - IT-PR-01,-10.697843,-38.5714,6.25,105,52,42.75,13,0,14.5,42.25,30,18.25,23.5,5.75,Nordeste,RPGA do Rio Itapicuru,324
Euclides da Cunha (Aribicé) - IT-PR-02,-10.557835,-38.793352,2.75,104.25,68,16.75,76,48,46.25,46.25,33,6.75,11,,Nordeste,RPGA do Rio Itapicuru,448
Tucano (Maria Preta) - IT-PR-03,-10.835065,-38.935857,,,,,,,,,,0.5,19.75,21.75,Nordeste,RPGA do Rio Itapicuru,0.5
Ribeira do Pombal - IT-PR-04,-10.823399,-38.545844,5.75,122,101.25,68.5,78.5,67.75,53.5,44.75,29.75,15.25,25.5,8.5,Nordeste,RPGA do Rio Itapicuru,587
Quijingue (BR 116 E. Cunha / Tucano) - IT-PR-05,-10.7105,-38.9227,4.25,118.5,49.25,16.75,62.75,33.25,36.25,10.75,27.25,0.75,19.5,5.5,Nordeste,RPGA do Rio Itapicuru,359.75
Euclides da Cunha (Fazenda Santo Antônio) - IT-PR-06,-10.405331,-39.045582,,,,39.25,53.5,49,55,61.5,44.25,1.75,14.75,10,Nordeste,RPGA do Rio Itapicuru,304.25
Crisópolis - IT-PR-08,-11.510923,-38.120832,37,120,97.75,63.5,76.5,80.75,85.75,45.25,51.25,3,27.75,16.5,Nordeste,RPGA do Rio Itapicuru,660.75
Araci (Fazenda Laranjeiras III) - IT-PR-09,-11.334248,-38.968638,10,171.75,95.25,49,36.25,30.25,22,9,32,7.25,88,20,Nordeste,RPGA do Rio Itapicuru,462.75
Nova Soure (Estação Experimental) - IT-PR-10,-11.3083,-38.5361,11,178,50.75,55.5,55.75,45,49.5,18.25,31.25,2.25,26.25,13.5,Nordeste,RPGA do Rio Itapicuru,497.25
Olindina - IT-PR-11,-11.343693,-38.318892,6.5,206.25,83,69.75,38.5,63,58.5,27.25,34.25,8,13.75,71.5,Nordeste,RPGA do Rio Itapicuru,595
Itapicuru - IT-PR-12,-11.321193,-38.225003,7.5,110,93.75,49.5,102.75,87.25,71,38.5,28.5,,,64.75,Nordeste,RPGA do Rio Itapicuru,588.75
Ribeira do Amparo (Boa Hora) - IT-PR-13,-10.965,-38.5234,14,111.75,,63,,,,20.25,28,23,66.5,26,Nordeste,RPGA do Rio Itapicuru,260
Tanquinho - EBDA,-11.96799,-39.101068,0,121.5,20.3,20.5,42.9,54.2,48,30.6,44.8,15,11,31.4,Nordeste,RPGA do Rio Paraguaçu,397.81
Candeal - EBDA,-11.80132,-39.117735,,,,,,,,12.7,38.1,6.1,21.9,47.8,Nordeste,RPGA do Rio Paraguaçu,56.9
Inhambupe - EBDA,-11.784656,-38.351047,6.5,153,,,,,54.3,5.6,42,0,0,6.5,Nordeste,RPGA do Recôncavo Norte,261.4
Esplanada - EBDA,-11.784656,-37.951038,0,257.9,0,0,,0,113.4,89,130,55,0,10,Nordeste,RPGA do Recôncavo Norte,645.3
Entre Rios - EBDA,-11.951326,-38.084374,33,260,0,0,0,0,143,75.5,130,16.5,0,24,Nordeste,RPGA do Recôncavo Norte,658
Rio Real - EBDA,-11.48465,-37.934369,5,167.9,0,0,0,0,117.2,77.4,53.2,18.5,0,10.4,Nordeste,RPGA do Rio Real,439.2
Sátiro Dias - EBDA,-11.58465,-38.584386,0,249,0,0,0,0,52,40.5,71.5,10,0,30,Nordeste,RPGA do Recôncavo Norte,423
Ribeira do Pombal - EBDA,-10.834635,-38.534383,6,154.5,141,108,120.5,100,88.5,78.5,51.5,18.5,25.2,7,Nordeste,RPGA do Rio Itapicuru,867
Cipó - EBDA,-11.101305,-38.517717,8,105.1,43,40,61,55.5,68,43,17,1,20,10,Nordeste,RPGA do Rio Itapicuru,441.6
Olindina_EBDA - EBDA,-11.351311,-38.33438,0,234.5,67.4,88.8,47.6,44.1,55.3,36.1,47.9,1,9.1,51.2,Nordeste,RPGA do Rio Itapicuru,622.7
Antas - EBDA,-10.401293,-38.334375,0,139.5,91.5,54,104.6,48,82,95,36.5,0,1.5,54,Nordeste,RPGA do Rio Vaza-Barris,651.1
Paripiranga - EBDA,-10.684633,-37.851032,2.8,111.9,111,79.4,154.9,64.4,115.9,171,100.4,20.2,12.2,14,Nordeste,RPGA do Rio Vaza-Barris,931.9
Nova Soure - EBDA,-11.251311,-38.484383,6,173.5,88,67.5,54,53,79,53,42.5,1.5,16,15.5,Nordeste,RPGA do Rio Itapicuru,618
Ribeira do Amparo - EBDA,-11.034638,-38.43438,21,85,102.5,80,117,71.5,82,45,38.5,5,31.5,16,Nordeste,RPGA do Rio Itapicuru,647.5
Heliópolis - EBDA,-10.667965,-38.284375,10,78.3,79.2,62.3,92,80,93.8,72.1,17.9,0,0,24.7,Nordeste,RPGA do Rio Real,585.6
Cícero Dantas - EBDA,-10.584629,-38.384377,0,154.5,182.5,69.5,208,99,109,101.5,38.5,0,6,20,Nordeste,RPGA do Rio Real,962.5
Sítio do Quinto - EBDA,-10.367959,-38.201038,7.8,65.9,105.6,34.1,151.2,100.2,136.3,119,38.9,6.3,4.3,16.6,Nordeste,RPGA do Rio Vaza-Barris,765.3
Pedro Alexandre - EBDA,-10.017951,-37.884362,0,89,71.5,39,20,10,0,52,20,0,0,0,Nordeste,RPGA do Rio Vaza-Barris,301.5
Adustina - EBDA,-10.534629,-38.117704,3.3,116.7,63.9,78,137,54.1,81.3,76.1,38.2,2.2,0,50,Nordeste,RPGA do Rio Vaza-Barris,650.81
Itapicuru (EBDA Rib. Pombal) - EBDA,-11.317978,-38.217708,0,146.8,99.6,52.2,106.4,65.9,110.6,41.5,41.6,0,8,50,Nordeste,RPGA do Rio Itapicuru,664.6
Uauá - EBDA,-9.834609,-39.484404,0,187.4,18.5,20,25,5,4,4,0,0,29.75,39.25,Nordeste,RPGA do Rio Vaza-Barris,263.9
Filadélfia - EBDA,-10.734626,-40.134425,,,139.5,21,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,160.5
Itiúba - EBDA,-10.684626,-39.934419,,,55.7,15.5,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,71.2
Andorinha - EBDA,-10.33462,-39.834414,18,327,26,0,17,33,12,12,0,0,0,0,Nordeste,RPGA do Rio Itapicuru,445
Ponto Novo - EBDA,-10.851296,-40.051089,,,51,0,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,51
Caldeirão Grande - EBDA,-11.017965,-40.301095,,,87,21,,50,48,30,31.5,0,,,Nordeste,RPGA do Rio Itapicuru,267.5
Senhor do Bonfim - EBDA,-10.451287,-40.184425,,,58.3,34.3,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,92.6
Araci - EBDA,-11.334644,-38.951062,0,214,87.1,6.3,41.5,0,34,16,23,0,0,0,Nordeste,RPGA do Rio Itapicuru,421.91
Paulo Afonso - EBDA,-9.401269,-38.217702,0,94.5,84,32,85,40.9,20.3,48.1,13.4,2,0,49.8,Nordeste,RPGA dos Rios Macururé e Curaçá,420.2
Santa Brígida - EBDA,-9.734611,-38.134368,0,135,39,13,3,35.5,0,33,15,0,0,53.5,Nordeste,RPGA do Riacho do Tará,273.5
Glória - EBDA,-9.351269,-38.251038,0,54,39,18,8,11,0.3,42,11,2,0,45,Nordeste,RPGA dos Rios Macururé e Curaçá,185.3
Casa Nova - EBDA,-9.08459,-40.617764,0,237.5,6,32.5,3,0,0,0,0,0,25.5,0,Norte,RPGA do Lago de Sobradinho,279
Remanso - EBDA,-9.601263,-42.08447,35.9,276.7,0,46.2,0,0,0,0,0,0,0,0,Norte,RPGA do Lago de Sobradinho,358.8
Sento Sé - EBDA,-9.734599,-41.851131,20.4,406.8,2,52.8,0,0,0,0,0,0,0,0,Norte,RPGA do Lago de Sobradinho,482
Juazeiro -EBDA,-9.41793,-40.501095,2.6,194.4,21.4,53.8,0,0,0,0,0,0,0,0,Norte,RPGA dos Rios Macururé e Curaçá,272.2
Sobradinho - EBDA,-9.334594,-40.81777,24.2,212.5,0,62,0,0,0,0,0,0,0,0,Norte,RPGA do Lago de Sobradinho,298.7
Juazeiro - ANA,-9.421263,-40.631098,3,149,,,,,,,,,,,Norte,RPGA do Rio Salitre,152
Taquarendi - EBDA,-10.834626,-40.701104,35,264.5,61,0,0,10,5,0,0,0,50,51,Norte,RPGA do Rio Salitre,375.5
Central - EBDA,-11.151293,-42.11781,23,311.5,0,80,0,0,0,0,0,0,61,139.5,Norte,RPGA dos Rios Verde e Jacaré,414.5
Ibipeba - EBDA,-11.634638,-42.034476,71,232.4,0,39,0,0,0,0,0,0,43.7,77.4,Norte,RPGA dos Rios Verde e Jacaré,342.4
Ibititá - EBDA,-11.523108,-41.976085,49.9,269.2,0,22.6,0,0,0,0,0,0,56.4,133.6,Norte,RPGA dos Rios Verde e Jacaré,341.7
