Dados de Precipitação Mensal das Estações,,,,,,,,,,,,,,,,,
Estação,Latitude,Longitude,Jan/15,Fev/15,Mar/15,Abr/15,Mai/15,Jun/15,Jul/15,Ago/15,Set/15,Out/15,Nov/15,Dez/15,Região,Rpga,Total
Olho D'Água do Francisco,-12.307034,-42.079028,0,130.8,15.6,23.6,0.2,0,0.2,0.4,0.4,3,1,0.8,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,174.2
América Dourada,-11.464848,-41.442615,,,,39.8,5.4,5.4,0.6,0.8,0,3.2,11.4,34.8,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,55.2
Cafarnaum,-11.676688,-41.470143,0,101,17.4,16.2,9.2,1.2,0.6,2.2,6,16.8,58.2,19,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,170.6
Mundo Novo (Ibiaporã) - PG-CL-01,-12.05379,-40.83722,1.75,81.75,32.25,41.25,94.75,105,65.25,65,5.5,9.75,2.25,3.75,Chapada Diamantina,RPGA do Rio Paraguaçu,502.25
Marcionílio Souza - PG-CL-03,-13.00021,-40.537783,12.75,76,15.75,95.25,24.75,30.5,11.75,10.75,0.25,34,11.75,1,Chapada Diamantina,RPGA do Rio Paraguaçu,311.75
Iraquara - PG-PR-02,-12.255093,-41.61679,1.5,131.25,14.25,35.75,22.75,21.25,,,,,36.5,25.5,Chapada Diamantina,RPGA do Rio Paraguaçu,226.75
Tapiramutá - PG-PR-09,-11.838502,-40.791761,,,,,,,,,,,4.75,,Chapada Diamantina,RPGA do Rio Paraguaçu,0
Morro do Chapéu (Ventura) - PG-PR-10,-11.650911,-40.951765,6.25,49,1.75,68.5,24.25,25.25,21.5,19.75,2,3.25,11.75,4.25,Chapada Diamantina,RPGA do Rio Paraguaçu,221.5
Bonito - PG-PR-11,-11.98993,-41.25429,6.25,104,19.25,104.5,133.5,122,112.5,120.75,,,,0.75,Chapada Diamantina,RPGA do Rio Paraguaçu,722.75
Piatã - CO-CL-04,-13.164166,-41.770833,8.75,141.5,19,86.25,89,51.75,32.75,55.25,0.5,54.75,56.75,90.75,Chapada Diamantina,RPGA do Rio de Contas,539.5
Itaberaba (PC Ponte Rio Capivari) - 51326200,-12.51429,-39.93422,,,,,,,,,,10.8,4.3,2.1,Chapada Diamantina,RPGA do Rio Paraguaçu,10.8
Palmeiras - EBDA,-12.46799,-41.617801,0,121,,,,,,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,121
Curaçá - A448,-9.0013,-39.9124,,,,,,,,,0,0,0,5,Nordeste,RPGA dos Rios Macururé e Curaçá,0
Coronel João Sá - EBDA,-10.284624,-37.917698,1,23.1,2.7,5.6,,,,,,,,,Nordeste,RPGA do Rio Vaza-Barris,32.4
Paulo Afonso - A411,-9.379325,-38.227424,5.2,57.6,13.6,44.2,0.4,32.6,52.2,12.2,7.8,13.6,0,35.2,Nordeste,RPGA dos Rios Macururé e Curaçá,239.4
Cipó - 83192,-11.083333,-38.516667,17.7,98.7,8.6,57,113.1,89.9,72,78,12.4,27.7,3.6,19,Nordeste,RPGA do Rio Itapicuru,575.1
Jacobina - 83186,-11.172778,-40.534167,26.8,138.4,55.9,234.7,44.5,62.5,,65.6,,16,10,12.8,Nordeste,RPGA do Rio Itapicuru,644.4
Monte Santo - 83090,-10.4425,-39.331111,21.7,176.8,1.1,57.8,120.3,73.4,66.7,41.5,7.1,6.1,0,1.4,Nordeste,RPGA do Rio Itapicuru,572.51
Paulo Afonso - 82986,-9.379325,-38.227424,4.3,53.3,12.5,43.3,,,,,,,,,Nordeste,RPGA dos Rios Macururé e Curaçá,113.4
Serrinha - 83190,-11.633333,-38.966667,16.4,56.7,17.3,106.1,113.4,121.5,64.1,57.4,21.2,39.2,1,7.9,Nordeste,RPGA do Recôncavo Norte,613.31
Conde - A431,-12.03622,-37.68322,36,150,23.6,156,400.4,263.2,224.6,,,0,,,Nordeste,RPGA do Rio Itapicuru,1253.8
Uauá - A435,-9.833617,-39.495631,0.2,84.8,43.8,94.6,32.4,11,14.4,5.4,1.8,1.4,0,6,Nordeste,RPGA do Rio Vaza-Barris,289.8
Euclides da Cunha - A442,-10.537233,-38.996605,0,59.6,14.6,111.6,169,97.6,52.6,88.2,13.2,16,5.4,13.2,Nordeste,RPGA do Rio Itapicuru,622.41
Queimadas - A436,-10.984645,-39.617009,4.6,79.6,24.2,57.6,58,71,36.8,27,5.2,12.8,1.6,1,Nordeste,RPGA do Rio Itapicuru,376.8
Jacobina - A440,-11.205136,-40.464979,24.4,215.6,37,,,,,53.6,3,15.6,23.2,0.8,Nordeste,RPGA do Rio Itapicuru,349.21
Serrinha - A441,-11.664586,-39.022946,7.4,55.4,21.6,,,126.8,69.4,60.8,19.6,42.2,1.2,6.8,Nordeste,RPGA do Rio Paraguaçu,403.21
Senhor do Bonfim  - A428,-10.443072,-40.148244,3.2,239.4,,,,,,24.4,7.2,13.2,14,6,Nordeste,RPGA do Rio Itapicuru,287.4
Capim Grosso (Pedras Altas) - 50430000,-11.18288,-40.04725,15.2,84,8.4,97.6,36.8,39.6,41.2,24.4,5.6,9.2,3.8,14.2,Nordeste,RPGA do Rio Itapicuru,362
Ponto Novo - 50380000,-10.845,-40.1128,12.2,95.4,7.6,155.2,75.8,85.85,49.6,32.8,1.8,15.6,1,12.4,Nordeste,RPGA do Rio Itapicuru,531.85
Ipirá - PG-CL-02,-12.14986,-39.76454,1,99.75,20.7,134,64.75,119.8,40.75,42.75,5.75,1.75,0.75,2.5,Nordeste,RPGA do Rio Paraguaçu,531
Serrinha - RN-CL-02,-11.648333,-38.982777,27,76.75,43.25,139,116.75,169.25,53,57.75,48.5,16,3,24.5,Nordeste,RPGA do Recôncavo Norte,747.25
Valente - PG-PR-04,-11.40119,-39.458099,2.5,47.75,5.75,46.75,67,56,52.25,30.75,0.25,2.25,0,1.5,Nordeste,RPGA do Rio Paraguaçu,311.25
Pintadas - PG-PR-05,-11.837311,-39.969786,,,,52.5,,,,17,,8.5,2.75,,Nordeste,RPGA do Rio Paraguaçu,78
Pé de Serra - PG-PR-06,-11.833423,-39.623663,2,34,0.75,,72,58.75,9.5,36,7,6.75,0,12.25,Nordeste,RPGA do Rio Paraguaçu,226.75
Senhor do Bonfim (Centro) - 293010501A,-10.464,-40.19,16.3,57.9,3.2,67.1,,90.4,49.25,33.9,3.4,10.7,19.3,11.4,Nordeste,RPGA do Rio Itapicuru,332.15
Jacobina (Itapeipu) - IT-PR-34,-11.315629,-40.356742,27,216.25,9.25,163.75,148,76,38.5,33.25,1.75,10.25,0.5,8,Nordeste,RPGA do Rio Itapicuru,724
Caém - IT-PR-35,-11.093399,-40.437579,,,,,,,,50.75,,,,,Nordeste,RPGA do Rio Itapicuru,50.75
Jacobina (Tombador Araújo) - IT-PR-36,-11.168677,-40.670642,39.25,181.5,15.75,202.5,38.25,65,45,33,2,12.5,19.5,2.75,Nordeste,RPGA do Rio Itapicuru,634.75
Conceição do Coité - IT-PR-14,-11.526752,-39.313095,0.25,29.75,11.5,,,,,23.75,4.5,17.75,0,0.5,Nordeste,RPGA do Rio Itapicuru,87.5
Queimadas (Riacho da Onça) - IT-PR-15,-11.24424,-39.790055,5.5,17.5,4.75,30.25,45.25,61.5,33.75,27,2.5,16,0,11.5,Nordeste,RPGA do Rio Itapicuru,244
Queimadas (Povoado Rio do Peixe) - IT-PR-16,-11.097292,-39.524491,,,,,,,,19,2.5,13,,,Nordeste,RPGA do Rio Itapicuru,34.5
Santaluz - IT-PR-17,-11.24831,-39.37563,16.75,22.75,2.75,57.5,37,39.5,41.5,24.75,4.75,7.25,0.25,1.25,Nordeste,RPGA do Rio Itapicuru,254.5
Uauá (Fazenda Boa Vista) - IT-PR-18,-10.05893,-39.706158,,,,,,,,9.5,6,0.75,,,Nordeste,RPGA do Rio Itapicuru,16.25
Cansanção - IT-PR-20,-10.702836,-39.543932,,,,,,,,,,,0,,Nordeste,RPGA do Rio Itapicuru,0
Euclides da Cunha - IT-PR-21,-10.551446,-38.995579,,,,,,,,65.5,,,,,Nordeste,RPGA do Rio Itapicuru,65.5
Nordestina - IT-PR-22,-10.826728,-39.437543,,,,,,,,,9,14.5,0.25,,Nordeste,RPGA do Rio Itapicuru,23.5
Cansanção (Açude Monteiro) - IT-PR-23,-10.77645,-39.559491,6,75,26.75,18.25,62,66.25,24.75,17.5,8,16.25,5.5,3,Nordeste,RPGA do Rio Itapicuru,320.75
Monte Santo (Pedra Vermelha) - IT-PR-24,-10.454497,-39.559488,1.75,153.5,4,64.75,97.75,46.5,37.25,18.25,2.75,5,8,2,Nordeste,RPGA do Rio Itapicuru,431.5
Quijingue - IT-PR-25,-10.783951,-39.20809,8.25,57.75,10.75,17.5,94.25,44.25,20.5,13.75,20.25,20.75,0,1,Nordeste,RPGA do Rio Itapicuru,308
Conde - IT-PR-31,-11.813434,-37.616927,51.5,137,18.75,137,360,226.5,184,122,,41.5,5.5,,Nordeste,RPGA do Rio Itapicuru,1278.25
Ribeira do Pombal (Curral Falso) - IT-PR-01,-10.697843,-38.5714,12.25,46.5,10,78.25,154.75,79.25,36.25,60.5,8,11.75,2.75,27.5,Nordeste,RPGA do Rio Itapicuru,497.5
Euclides da Cunha (Aribicé) - IT-PR-02,-10.557835,-38.793352,11.25,84,1.75,62,116.5,52.5,40.5,36.25,24.75,22.25,5.25,33.75,Nordeste,RPGA do Rio Itapicuru,451.75
Tucano (Maria Preta) - IT-PR-03,-10.835065,-38.935857,,,,,,,,17.5,,,,,Nordeste,RPGA do Rio Itapicuru,17.5
Ribeira do Pombal - IT-PR-04,-10.823399,-38.545844,22.5,49,22.5,24.5,167.25,63.5,63.25,83.75,9.25,10.5,,,Nordeste,RPGA do Rio Itapicuru,516
Quijingue (BR 116 E. Cunha / Tucano) - IT-PR-05,-10.7105,-38.9227,3.75,25.5,7.5,71.5,87.25,44,34.5,42.5,17.75,14.5,0.25,15.5,Nordeste,RPGA do Rio Itapicuru,348.75
Crisópolis - IT-PR-08,-11.510923,-38.120832,,,6.25,100.75,167.5,97,76,48,20.75,25.5,2,8,Nordeste,RPGA do Rio Itapicuru,541.75
Araci (Fazenda Laranjeiras III) - IT-PR-09,-11.334248,-38.968638,13.5,33.5,12.75,56.75,42,66.5,,,,12.25,0.25,4.5,Nordeste,RPGA do Rio Itapicuru,237.25
Nova Soure (Estação Experimental) - IT-PR-10,-11.3083,-38.5361,,,10,45.25,89,72,45.75,38,18.75,27,,,Nordeste,RPGA do Rio Itapicuru,345.75
Olindina - IT-PR-11,-11.343693,-38.318892,23.75,30.25,6.5,102.25,95.5,73,41,28.5,29.75,26,2,3,Nordeste,RPGA do Rio Itapicuru,456.5
Itapicuru - IT-PR-12,-11.321193,-38.225003,15.75,76.5,,,,,,,,20.5,4.5,3.75,Nordeste,RPGA do Rio Itapicuru,112.75
Ribeira do Amparo (Boa Hora) - IT-PR-13,-10.965,-38.5234,,,4.75,40.75,141.5,63.5,,,,10.75,0,22,Nordeste,RPGA do Rio Itapicuru,261.25
Jeremoabo - A450,-10.0807,-38.3459,,,,,,,,,21,21,0,13.4,Nordeste,RPGA do Rio Vaza-Barris,42
Juazeiro (Malhada da Areia) - 291840702A,-9.44181,-40.51381,,,,,,,,,0,3,0,5.8,Norte,RPGA dos Rios Macururé e Curaçá,3
Juazeiro (Maria Gorete) - 291840703A,-9.42014,-40.49909,,,,,,,,,0,2.8,0,9.4,Norte,RPGA dos Rios Macururé e Curaçá,2.8
Juazeiro (João Paulo II) - 291840704A,-9.47067,-40.49805,,,,,,,,,,,0,17.8,Norte,RPGA dos Rios Macururé e Curaçá,0
Irecê - 83182,-11.3,-41.866667,28.4,116.4,8.7,58.7,4.3,0.6,0.6,0,0,1,40.7,21.2,Norte,RPGA dos Rios Verde e Jacaré,218.7
Remanso - 82979,-9.633333,-42.1,1.3,37.5,26.2,81.4,0.5,0.1,1.8,0,0,0.8,12.1,0,Norte,RPGA do Lago de Sobradinho,149.61
Umburanas (Delfino) - A443,-10.45492,-41.206996,5.8,86.4,12.8,58.8,,17.6,11,9.2,0.2,1.2,16.2,2.8,Norte,RPGA do Rio Salitre,203
Remanso - A423,-9.625693,-42.077214,1.4,39.2,27,80.4,0.6,0.4,2.2,1.6,0,1.2,13.4,0,Norte,RPGA do Lago de Sobradinho,154
Irecê - A424,-11.328998,-41.864504,26.4,122.6,9.8,64.2,4,3,2.2,0.6,0,0.2,28.4,21.8,Norte,RPGA dos Rios Verde e Jacaré,233
Juazeiro (Mandacaru) - Convencional,-9.401263,-40.434428,15.5,101.3,55.1,66.4,0,2.1,4.1,0,,15.6,0.6,7.7,Norte,RPGA dos Rios Macururé e Curaçá,260.1
Casa Nova - Faz. Santa Felicidade,-9.333333,-40.8,,,,,,0.5,4.5,18.3,45.64,18.53,0,0.8,Norte,RPGA do Lago de Sobradinho,87.47
Juazeiro - Fazenda Brasil Uvas,-9.316666,-40.183333,16.76,40.3,45.28,87.46,3.02,0.5,4.83,,,,0,21.11,Norte,RPGA dos Rios Macururé e Curaçá,198.16
Juazeiro - Massaroca,-9.8,-40.233333,9.5,34.1,22.3,146.2,15.1,9.4,5.5,1.5,1.7,0.1,,15.1,Norte,RPGA dos Rios Macururé e Curaçá,245.4
Jaguarari - Pilar,-9.85,-39.933333,0.2,61.6,27.2,15,,,,,,,5.8,5.1,Norte,RPGA dos Rios Macururé e Curaçá,104
Juazeiro - Santa Helena,-9.566666,-40.3,,31.3,41.5,30,3.2,5,8.2,2.9,0.1,14.1,1.2,2.5,Norte,RPGA dos Rios Macururé e Curaçá,136.3
Juazeiro - Salitre,-9.5,-40.633333,15.2,37.6,7.7,32.2,4.2,5.4,4.1,0,0.5,1.1,0.3,2.7,Norte,RPGA dos Rios Macururé e Curaçá,108
Ibitibá,-11.551736,-41.968187,5.6,83,59,109.8,2,2.2,0.8,0.2,0,0,16.6,0,Norte,RPGA dos Rios Verde e Jacaré,262.6
Jussara - Arrecife,-11.065335,-41.974853,12,97,26,41.6,0.8,0,1,0.2,0,0.2,47.2,15.2,Norte,RPGA dos Rios Verde e Jacaré,178.8
Ibipeba,-11.673962,-42.010413,0.6,57,34.4,161.2,6.2,3.4,2.8,0.6,0,0.4,38.6,18,Norte,RPGA dos Rios Verde e Jacaré,266.6
Juazeiro - 48020000,-9.4064,-40.5036,16.4,25.2,37,45.6,0.2,1,2.8,0,0,0,0,1.6,Norte,RPGA dos Rios Macururé e Curaçá,128.2
Central,-11.135391,-42.093468,4.2,126.6,47.4,60.6,10,0,1.8,0,0,13.8,65.2,8.6,Norte,RPGA dos Rios Verde e Jacaré,264.4
Uibai,-11.294784,-42.14208,1,120.8,13,108.2,12,0,0,1,0,9,41.2,24,Norte,RPGA dos Rios Verde e Jacaré,265
Irecê - VJ-CL-01,-11.289166,-41.894166,22.5,125.5,15,43.5,1.5,0,0,0.5,0,0.75,34,24.25,Norte,RPGA dos Rios Verde e Jacaré,209.25
Jaguarari (Santa Rosa) - SM-PR-01,-10.098374,-39.869774,8.25,82.5,34.5,80.25,67,39.5,20,17.5,7.75,3,15.5,6.5,Norte,RPGA dos Rios Macururé e Curaçá,360.25
Juazeiro - Mandacaru,-9.4,-40.433333,,104.9,53.2,81.8,1.01,1.75,4.05,0.76,,15.5,0.5,,Norte,RPGA dos Rios Macururé e Curaçá,262.97
Campo Formoso - IT-PR-27,-10.510327,-40.332849,7.5,52.25,14.5,192.5,196.25,164.5,96,71.5,21.25,,,,Norte,RPGA do Rio Itapicuru,816.25
Jaguarari - IT-PR-28,-10.269489,-40.200344,6.25,70.25,17,35.5,72.5,66.5,47,28.5,6,12,5,10.75,Norte,RPGA do Rio Itapicuru,361.5
Olho D'Água,-10.700331,-40.601468,3,83.2,2,49.4,59.8,47.2,36.8,30.6,5.6,12,0.2,5.2,Norte,RPGA do Rio Salitre,329.6
Mirangaba (Taquarendi) - SA-PR-01,-10.893669,-40.687028,5.2,89.4,16.2,44.8,19.8,31.4,12.6,11,2.4,5.4,6.2,12.6,Norte,RPGA do Rio Salitre,238.21
Fazenda Vila Verde,-12.032839,-46.054434,81.4,182.4,227.2,171,41,0.8,,,,,,,Oeste,RPGA do Rio Grande,703.8
Luiz Eduardo Magalhães (Fazenda Poletto) - GR-PR-11,-12.07145,-45.896097,27.4,,,,,,,,,,,,Oeste,RPGA do Rio Grande,27.4
Barreiras (Fazenda Novo Horizonte) - GR-PR-13,-12.064787,-45.560529,69.2,147,120.4,55,18.4,0,,,,,,,Oeste,RPGA do Rio Grande,410
Barreiras (Fazenda Dona Izeta) - GR-PR-15,-12.073399,-45.490807,46.8,140.4,115.6,124.4,78.8,0,,,,,,,Oeste,RPGA do Rio Grande,506
Barreiras (Fazenda Pró Café) - GR-PR-19,-12.160625,-45.330802,24.6,150.4,157.6,95,22.8,0.2,,,,,,,Oeste,RPGA do Rio Grande,450.6
Fazenda Rio Brilhante,-12.802859,-45.729985,59.6,145.4,175.6,251.4,41.8,0,,,,,,,Oeste,RPGA do Rio Grande,673.8
Fazenda Buritis,-12.643967,-45.453029,58.6,,,,,,,,,,,,Oeste,RPGA do Rio Grande,58.6
Fazenda Catarinense,-13.286201,-46.028331,80.4,149.2,188.8,202.6,139.6,0,,,,,,,Oeste,RPGA do Rio Grande,760.6
Fazenda Morete,-13.222316,-45.154969,33,115.75,153.75,109.25,19.75,0,,,,,,,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",431.5
Arrojolândia,-13.741772,-45.466093,38.6,153.2,,,,,,,,,,,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",191.8
Correntina (Rosário) - CT-PR-03,-13.940105,-46.188064,66.4,161.2,117,208.6,65.2,0,,,,,,,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",618.41
Fazenda Nova Esperança,-13.987891,-45.389148,,,214.8,119,44.8,0,,,,,,,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",378.6
Fazenda Cachoeirinha,-14.389284,-45.840279,39.4,109.2,148.8,172.6,,,,,,,,,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",470
Projeto Alto Formoso,-14.260954,-45.27887,25.2,146.2,50.8,134.4,,,,,,,,,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",356.6
Ponte do Fortunato,-14.642348,-45.503045,38.25,48.5,90.75,120.25,43.5,0,,,,31.25,149,,Oeste,RPGA do Rio Carinhanha,372.5
Cocos (Ponte do Itaguari) - CA-PR-02,-14.234011,-44.626902,5.4,128.8,72,188.6,91.6,0.2,,,,4.4,43,38,Oeste,RPGA do Rio Carinhanha,491
Correntina - A416,-13.332386,-44.617376,27.4,173.8,129,243.8,46,0,0,0,0,3.2,121.6,17.2,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",623.2
Barreiras - 83236,-12.155556,-45.007778,203.5,132.7,128.8,147.7,15.4,0,0,0,9.9,13.2,129.1,30.5,Oeste,RPGA do Rio Grande,651.2
Correntina - 83286,-13.332222,-44.617222,,178.5,136.1,250.9,46.7,0,0,0,0,,128.6,16.5,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",612.2
Barreiras (Form. Rio Preto) - 46550000,-11.154444,-45.009166,166.9,107.5,132.7,140.3,15.1,0,0,0,0,13.7,119.3,23.1,Oeste,RPGA do Rio Grande,576.2
Correntina (Arrojado) - 45770000,-13.4528,-44.5689,,139.4,50.2,165.8,26.6,2,0,0,0,0,,6.4,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",384.01
Formosa do Rio Preto-ANA_INEMA,-11.05267,-45.264832,71,,101.2,126.8,35.6,,,,,,,,Oeste,RPGA do Rio Grande,334.6
Correntina (Mocambo) - 45740001,-13.28572,-44.56284,30.4,122.2,99,208.65,12,1,0.2,0,0,0.6,148,25.2,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",474.05
Correntina (PCH Pres. Goulart-J) - 45600000,-13.3344,-44.6208,,,119.1,293.1,61.1,0,0.8,,,4.3,163.7,19.3,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",478.41
Correntina (PCH Pres. Goulart-M1) - 45588000,-13.3408,-44.6414,,,64.2,,,0,0.8,0,,6.2,104.7,15.7,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",71.2
São Desidério (PCH Sítio Grande-J) - 46453500,-12.4286,-45.1528,,,153.3,,16.7,1.1,,0,,13.3,,,Oeste,RPGA do Rio Grande,184.4
Formosa do Rio Preto (COACERAL)  - GR-CL-02,-10.561944,-45.693333,122.75,189,131.75,256.5,25.5,0,0,1.5,0,64.25,168.5,160,Oeste,RPGA do Rio Grande,791.25
Barreiras - A402,-12.124715,-45.027049,93.2,104.8,121.4,200.2,9.6,0.4,0,0,0,6.4,114.8,45.2,Oeste,RPGA do Rio Grande,536
Luís Eduardo Magalhães - A404,-12.152394,-45.829745,37.6,89.4,156,228.8,11.4,0.4,,,,72.4,132,65.4,Oeste,RPGA do Rio Grande,596
São Desidério - R. Velha - GR-CL-01,-12.898055,-46.157222,83.5,192.75,214.75,192.3,21.3,3,2.4,0.25,3.25,1.8,143,144,Oeste,RPGA do Rio Grande,715.3
Formosa do Rio Preto (Fazenda Evandro) - GR-PR-01,-10.600581,-45.822752,25.4,117.8,138,253.4,40.6,0,,,,,,,Oeste,RPGA do Rio Grande,575.2
Formosa do Rio Preto (Barra do Tapuio) - GR-PR-02,-11.09476,-45.950259,73.4,178.8,135.6,228.6,8.2,0.2,,,,,,,Oeste,RPGA do Rio Grande,624.81
Formosa do Rio Preto (Fazenda Mingore) - GR-PR-03,-11.043367,-46.296104,0.6,21.6,155.4,141,21.2,1.6,,,,,,,Oeste,RPGA do Rio Grande,341.41
 Formosa do Rio Preto (Garganta) - GR-PR-04,-11.384764,-46.505001,138.6,203.2,153.6,324.6,12.8,0,,,,,,,Oeste,RPGA do Rio Grande,832.8
Fazenda Santa Rita de Cássia,-11.625053,-45.645252,,,34.2,50.8,4,,,,,,,,Oeste,RPGA do Rio Grande,89
Algocel,-11.758942,-46.205271,68.4,177.6,226.2,228.2,140.2,167.6,,,,,,,Oeste,RPGA do Rio Grande,1008.2
Salvador (J. Zoológico) - A401,-13.005515,-38.50576,54.2,92.8,33.2,274.2,282.2,357.6,188.8,94.8,24.2,18.6,3.4,17.4,Recôncavo,RPGA do Recôncavo Norte,1420.6
Cruz das Almas - A406,-12.675422,-39.08958,41.4,51.2,22.2,,,199.4,,,,16,,,Recôncavo,RPGA do Rio Paraguaçu,330.2
Salvador - Canabrava,-12.924122,-38.429942,49.7,101.7,32.7,461.7,613.5,375.2,146.7,61.8,23.8,18.4,5.2,14.8,Recôncavo,RPGA do Recôncavo Norte,1885.2
Feira de Santana - A413,-12.1962,-38.967384,,,,,,83.4,91.6,35.2,18.4,13.6,4.6,2.4,Recôncavo,RPGA do Recôncavo Norte,242.2
Alagoinhas - 83249,-12.148333,-38.425556,17.6,98.8,10.3,144.6,300.2,171.2,87.6,113.2,38.6,32.8,1.8,9.1,Recôncavo,RPGA do Recôncavo Norte,1014.91
Cruz das Almas - 83222,-12.666667,-39.083333,47.1,88.5,29.1,115.2,266.6,222.2,152.8,107.5,27.3,,3,9.6,Recôncavo,RPGA do Rio Paraguaçu,1056.3
