Dados de Precipitação Mensal das Estações,,,,,,,,,,,,,,,,,
Estação,Latitude,Longitude,Jan/13,Fev/13,Mar/13,Abr/13,Mai/13,Jun/13,Jul/13,Ago/13,Set/13,Out/13,Nov/13,Dez/13,Região,Rpga,Total
Ruy Barbosa - PG-PR-18,-12.285653,-40.513698,120.25,0.5,23,6.25,3.75,33.5,16.5,12,11.5,3.5,20.25,,Chapada Diamantina,RPGA do Rio Paraguaçu,230.75
Boninal - PG-PR-19,-12.67656,-41.8464,91.5,17.75,32.25,78.75,5.5,7.75,22,4.25,0,5.75,95.5,211,Chapada Diamantina,RPGA do Rio Paraguaçu,265.5
Piatã (Fazenda Cruz) - PG-PR-20,-12.90705,-41.86708,68.5,2,14.25,60.75,0,2.5,8.25,0.25,0.75,8.5,22,,Chapada Diamantina,RPGA do Rio Paraguaçu,165.75
Wagner - PG-PR-22,-12.289538,-41.161774,,,,,,,17.5,9,24.25,3,82.75,163,Chapada Diamantina,RPGA do Rio Paraguaçu,53.75
Utinga - PG-PR-23,-12.030089,-41.058714,,,,,6.25,13.25,12.5,8.75,7,22.5,56.75,91.25,Chapada Diamantina,RPGA do Rio Paraguaçu,70.25
Mucugê (Guiné) - PG-PR-24,-12.771772,-41.540679,102,20.25,14.25,60.75,6.25,9,14.25,6,8.5,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,241.25
Iramaia - PG-PR-25,-13.290122,-40.962607,,72,31.5,25,,,,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,128.5
Mucugê (Cascavel) - PG-PR-27,-13.285954,-41.287619,88,3.75,66.75,46,11.75,,,,,,29.5,308.5,Chapada Diamantina,RPGA do Rio Paraguaçu,216.25
Mulungu do Morro,-11.980363,-41.619012,146.6,0,104.8,45,4.6,9.6,,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,310.6
Barro Alto,-11.769188,-41.909464,178.4,0,2.8,28.8,0,,,,,,119.2,607.2,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,210.01
Canarana,-11.69541,-41.78921,204,0,1.2,35.4,1.8,,,,,,81.2,424.2,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,242.4
Barra dos Mendes,-11.805077,-42.05708,141.4,0,25.6,101.6,1.4,0.2,,,,,,,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,270.2
Olho D'Água do Francisco,-12.307034,-42.079028,,,,,,,,,,,128.4,369.2,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,0
América Dourada,-11.464848,-41.442615,147.8,0,7.6,11,6.6,,,,,,157.8,202.4,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,173
Cafarnaum,-11.676688,-41.470143,140.8,0.2,0.8,34.8,0.2,,,,,,108.4,166,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,176.8
Piatã - CO-CL-04,-13.164166,-41.770833,91,27.25,24,129.75,35.5,47.75,41.75,43.25,37.25,22.25,72.75,239.5,Chapada Diamantina,RPGA do Rio de Contas,499.75
Souto Soares - PG-CL-04,-12.08538,-41.64815,167.5,0,11.5,41.75,,,,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,220.75
Palmeiras - EBDA,-12.46799,-41.617801,72,0,5,27,5,40,23,0,0,15.5,81.5,351,Chapada Diamantina,RPGA do Rio Paraguaçu,187.5
Itaberaba - A408,-12.524062,-40.299714,200.2,9.8,5,8.4,16.6,22.6,33.4,31.6,43.8,5.6,51,156.2,Chapada Diamantina,RPGA do Rio Paraguaçu,377.01
Macajuba - A412,-12.131694,-40.354222,146.6,37.2,5,35,25.2,63.8,47.4,32.8,23,14,29.4,207.2,Chapada Diamantina,RPGA do Rio Paraguaçu,430
Itaberaba - 83244,-12.516667,-40.283333,206.9,9.8,5.6,7.9,15.7,21.1,29.3,25.8,42,5.4,49.1,154.8,Chapada Diamantina,RPGA do Rio Paraguaçu,369.5
Lençóis - 83242,-12.5575,-41.388889,255.6,8.6,74.2,53.4,47.2,70,48.2,67.2,35,11.7,77.6,228.4,Chapada Diamantina,RPGA do Rio Paraguaçu,671.1
Morro do Chapéu - 83184,-11.216667,-41.216667,142.5,1.4,5.4,57.2,20.4,37.6,29.9,19.5,13.4,22,56.9,150.6,Chapada Diamantina,RPGA do Rio Salitre,349.3
Piatã - A430,-13.155681,-41.774125,156.4,71.4,47.8,100.8,45.8,76,64,73.4,67,27.6,81.6,231,Chapada Diamantina,RPGA do Rio de Contas,730.2
Rio de Contas - EBDA,-13.51801,-41.834479,221,,47.5,95.5,0,0,0,15,0,0,,,Chapada Diamantina,RPGA do Rio de Contas,379
Érico Cardoso - EBDA,-13.419116,-42.14143,263.5,61,75,160,0,0,0,0,0,0,15,,Chapada Diamantina,RPGA dos Rios Paramirim e Santo Onofre,559.5
Dom Basílio - EBDA,-13.761625,-41.772535,177.8,0,3,,0,0,0,0,0,100.1,21.7,,Chapada Diamantina,RPGA do Rio de Contas,280.9
São Félix do Coribe - EBDA,-13.401899,-41.19585,271.5,0,132.2,12.4,0,2.8,0,0,3.6,84.8,33.2,,Chapada Diamantina,RPGA do Rio Paraguaçu,507.3
Andaraí (Nova Vista) - EBDA,-12.151323,-40.267765,25.6,0,0,0,0,0,25,0,0,0,0,,Chapada Diamantina,RPGA do Rio Paraguaçu,50.6
Andaraí (Ubiraitá) - EBDA,-12.684663,-41.051122,54,0,0,0,0,0,27,0,0,0,,,Chapada Diamantina,RPGA do Rio Paraguaçu,81
Itaetê,-12.991944,-40.960833,113,6,2.4,62.4,6,,19.6,29.6,16,0,77.2,212,Chapada Diamantina,RPGA do Rio Paraguaçu,255
Rio do Pires - EBDA,-13.12911,-42.2931,,,,143,0,0,0,0,0,0,100,,Chapada Diamantina,RPGA dos Rios Paramirim e Santo Onofre,143
Lajedinho - EBDA,-12.357157,-40.90695,170,0,0,0,0,0,18.5,0,29.6,0,104.3,,Chapada Diamantina,RPGA do Rio Paraguaçu,218.1
Macajuba - EBDA,-12.137154,-40.361101,170,0,0,0,0,0,17,0,0,0,42,,Chapada Diamantina,RPGA do Rio Paraguaçu,187
Mulungu do Morro - EBDA,-11.967425,-41.640023,97,0,0,31,0,0,0,0,0,25,67.6,,Chapada Diamantina,RPGA do Rio Paraguaçu,153
Mundo Novo (Ibiaporã) - PG-CL-01,-12.05379,-40.83722,132.25,2.75,4.25,64.65,,,,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,203.9
Marcionílio Souza - PG-CL-03,-13.00021,-40.537783,187,20.5,9.5,7,3.75,25.5,8.25,22.78,23,2.25,76.75,191.75,Chapada Diamantina,RPGA do Rio Paraguaçu,309.53
Seabra - PG-PR-01,-12.428149,-41.770409,,,,,3,6.25,9.5,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,18.75
Iraquara - PG-PR-02,-12.255093,-41.61679,155.5,1,0.5,33,,,,,,,32,204,Chapada Diamantina,RPGA do Rio Paraguaçu,190
Piritiba - PG-PR-07,-11.733137,-40.562306,,,,,9.75,31.25,,,,,9.5,134.5,Chapada Diamantina,RPGA do Rio Paraguaçu,41
Baixa Grande - PG-PR-08,-11.908701,-40.183683,68.25,3,,,,,,,,,,,Chapada Diamantina,RPGA do Rio Paraguaçu,71.25
Tapiramutá - PG-PR-09,-11.838502,-40.791761,103.75,4,3.75,23.25,26,70.75,68,39.75,35.25,18.75,48,153.5,Chapada Diamantina,RPGA do Rio Paraguaçu,393.25
Morro do Chapéu (Ventura) - PG-PR-10,-11.650911,-40.951765,101.5,5.25,1.75,13.75,7.75,18,10,4.5,4.75,0.75,19,153.75,Chapada Diamantina,RPGA do Rio Paraguaçu,168
Bonito - PG-PR-11,-11.98993,-41.25429,136.75,,,,,,76,62.25,,,75,,Chapada Diamantina,RPGA do Rio Paraguaçu,275
Jeremoabo - EBDA,-10.067951,-38.351041,18.5,0,2.8,71,78.5,,132.7,45.3,12.5,109.4,2.6,,Nordeste,RPGA do Rio Vaza-Barris,470.71
Coronel João Sá - EBDA,-10.284624,-37.917698,42.7,0.8,0,46.3,45,28.4,122.3,30.7,0,56.4,0,133.9,Nordeste,RPGA do Rio Vaza-Barris,372.6
Abaré - EBDA,-8.71792,-39.117725,21,0,0,0,0,0,0,0,0,9.5,0,,Nordeste,RPGA dos Rios Macururé e Curaçá,30.5
Chorrochó - EBDA,-8.984593,-39.101059,62.8,0,0,25.3,8.2,0,20,0,0,7.8,0,,Nordeste,RPGA dos Rios Macururé e Curaçá,124.1
Rodelas - EBDA,-8.83459,-38.751049,40.3,0,20.2,14.2,2.3,0.4,4.7,0.9,0,0,0,,Nordeste,RPGA dos Rios Macururé e Curaçá,83.01
Macururé - EBDA,-9.16793,-39.051056,35,0,0,8.5,0,0,0,0,0,5,0,,Nordeste,RPGA dos Rios Macururé e Curaçá,48.5
Curaçá - EBDA,-8.98459,-39.90108,28.8,0,14.4,25,7.4,0,4.4,7.8,0,6.9,21.1,88.4,Nordeste,RPGA dos Rios Macururé e Curaçá,94.71
Jacobina - EBDA,-11.167968,-40.501101,356,0,0,,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,356
Miguel Calmon - EBDA,-11.417972,-40.584438,135,0,0,,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,135
Saúde - EBDA,-10.934629,-40.417765,285,0,8,,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,293
Riachão do Jacuípe_EBDA,-11.801317,-39.384408,68,0,0,58,36.5,88.5,56.5,,13,0,0,,Nordeste,RPGA do Rio Paraguaçu,320.5
Santa Bárbara - EBDA,-11.984657,-38.984398,87.7,0,0,72.2,46,63.7,126,,18.5,60.2,45.5,,Nordeste,RPGA do Recôncavo Norte,474.3
Senhor do Bonfim  - A428,-10.443072,-40.148244,78.4,0.6,2.4,190.6,63.8,51.4,94.4,47,28.2,40.6,18.8,206.8,Nordeste,RPGA do Rio Itapicuru,597.41
Cansanção - EBDA,-10.66796,-39.501074,18.6,0,0,48.5,54.4,28.1,31.9,9.8,8.2,11.5,0,212.4,Nordeste,RPGA do Rio Itapicuru,211
Monte Santo - EBDA,-10.434623,-39.301068,,,0,,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,0
Tucano - EBDA,-10.971302,-38.781056,58,0,0,71.5,58,54,74,33.5,20,54,14.5,50,Nordeste,RPGA do Rio Itapicuru,423
Serrinha - (Barrocas) - EBDA,-11.084636,-39.53441,98.9,2.3,,,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,101.2
São Domingos - EBDA,-11.484644,-39.517744,23,4,0,,,,,,,,,,Nordeste,RPGA do Rio Paraguaçu,27
Banzaê - EBDA,-10.584629,-38.617717,0,0,0,107.9,128,99.4,171.5,52.5,33.5,106.5,32.5,92,Nordeste,RPGA do Rio Itapicuru,699.3
Paulo Afonso - A411,-9.379325,-38.227424,53.4,0,0,56,66.8,13.2,93.4,27,3.2,66,0.4,,Nordeste,RPGA dos Rios Macururé e Curaçá,379
Cipó - 83192,-11.083333,-38.516667,21.3,3.1,14.7,63,65.7,46.1,91.4,67.3,40.1,49.3,19.1,138.7,Nordeste,RPGA do Rio Itapicuru,462.01
Jacobina - 83186,-11.172778,-40.534167,214.6,4,24.1,43.8,31,36.1,79.2,47.8,18.1,38.4,103.1,93,Nordeste,RPGA do Rio Itapicuru,537.1
Monte Santo - 83090,-10.4425,-39.331111,32.4,0,0.1,53.5,58.5,33.7,63.9,35.4,16.3,63.8,20.1,201.2,Nordeste,RPGA do Rio Itapicuru,357.6
Paulo Afonso - 82986,-9.379325,-38.227424,50.7,0,0,55.8,46.7,11.6,80.4,21.2,2,59.7,0,67.6,Nordeste,RPGA dos Rios Macururé e Curaçá,328.1
Serrinha - 83190,-11.633333,-38.966667,114,2.6,7.3,88.1,74.3,91.9,111.6,56.3,22,69.4,37.7,30.6,Nordeste,RPGA do Recôncavo Norte,637.5
Conde - A431,-12.03622,-37.68322,20.6,25.8,13,189.4,266,84.2,141.4,163.2,86.6,202.8,100.4,,Nordeste,RPGA do Rio Itapicuru,1193
Uauá - A435,-9.833617,-39.495631,58.2,0,0.4,58.8,6.8,16.4,17.4,12,3,16,13.6,225.8,Nordeste,RPGA do Rio Vaza-Barris,189
Euclides da Cunha - A442,-10.537233,-38.996605,50.2,0.8,2,116.4,136,63.2,118.4,62.2,53,89.8,40,140.8,Nordeste,RPGA do Rio Itapicuru,692
Queimadas - A436,-10.984645,-39.617009,90.2,5.4,7.6,50.8,78,94.4,145,76.4,,,6.2,102.2,Nordeste,RPGA do Rio Itapicuru,547.8
Jacobina - A440,-11.205136,-40.464979,184.8,5.2,10.4,,,,94.8,57.6,15.4,37.6,81,166.8,Nordeste,RPGA do Rio Itapicuru,405.8
Serrinha - A441,-11.664586,-39.022946,6.8,0,0.4,78.2,72.4,95.6,107.2,82.2,21,70.2,31,40.2,Nordeste,RPGA do Rio Paraguaçu,534
Itapicuru (EBDA Alagoinhas) - EBDA,-11.317978,-38.217708,52,,,,128,61.5,182.5,78,35,109,,,Nordeste,RPGA do Rio Itapicuru,646
Canudos - EBDA - EBDA,-9.897945,-39.027448,0,0,0,0,0,0,0,0,0,0,0,0,Nordeste,RPGA do Rio Vaza-Barris,0
Senhor do Bomfim (Tijuaçú) - EBDA,-10.617957,-40.134423,94,0,0,183,188,56,67,19,10,25,14,217,Nordeste,RPGA do Rio Itapicuru,642
Pindobaçu (Faz. Boa Esperança) - EBDA,-10.734626,-40.367764,103,1,0,140,31,38,101,52,12,42,36,131,Nordeste,RPGA do Rio Itapicuru,520
Capim Grosso (Pedras Altas) - 50430000,-11.18288,-40.04725,54.4,3.2,0.8,41,8,21.6,24.2,25.8,104,15.8,6.8,,Nordeste,RPGA do Rio Itapicuru,298.8
Ponto Novo - 50380000,-10.845,-40.1128,73.6,0,0,60,22.4,35.6,39,31,22,19.2,8,119.2,Nordeste,RPGA do Rio Itapicuru,302.8
Fátima - EBDA,-10.594074,-38.217985,0,0,0,65,148.5,82.5,135,57.5,28,84,50,69,Nordeste,RPGA do Rio Vaza-Barris,600.5
Novo Triunfo - EBDA,-10.348512,-38.409377,0,0,0,0,53,26,121.5,26,15,98,0,30,Nordeste,RPGA do Rio Vaza-Barris,339.5
Nordestina - EBDA,-10.823241,-39.425794,,,0,106,115,,,,,,,,Nordeste,RPGA do Rio Itapicuru,221
Jandaíra - EBDA,-11.565486,-37.785476,,,0,,,,206.9,114,130,125.5,,,Nordeste,RPGA do Rio Real,576.4
Acajutiba - EBDA,-11.663542,-38.01826,,,0,0,,96.9,262.9,108.4,59.8,118.2,,,Nordeste,RPGA do Rio Itapicuru,646.2
Aporá - EBDA,-11.661598,-38.08243,,,0,0,,,,,,,,,Nordeste,RPGA do Recôncavo Norte,0
Conde - EBDA,-11.814937,-37.611584,,,0,0,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,0
Crisópolis - EBDA,-11.511872,-38.151041,,,0,0,,,,,41.5,74,,,Nordeste,RPGA do Rio Itapicuru,115.5
Curaçá (Fz Logos Butiá),-9.084591,-39.917746,,,,17.77,,7.62,,,,,,,Nordeste,RPGA dos Rios Macururé e Curaçá,25.39
Andorinha - IT-PR-40,-10.301157,-39.783662,,,,,,,,,,6.25,3.5,4.75,Nordeste,RPGA do Rio Itapicuru,6.25
Ponto Novo - IT-PR-41,-10.847006,-40.112286,36,0,0,48.75,36,,,,,14,12.25,140.25,Nordeste,RPGA do Rio Itapicuru,134.75
Ipirá - PG-CL-02,-12.14986,-39.76454,29.25,3.25,0,21.3,39.5,66.5,63,26.5,27.5,16,58.5,121.25,Nordeste,RPGA do Rio Paraguaçu,292.8
Serrinha - RN-CL-02,-11.648333,-38.982777,140.5,6.75,4.25,71,132.25,106.8,151.25,88,63.5,96,91.75,55.9,Nordeste,RPGA do Recôncavo Norte,860.3
Valente - PG-PR-04,-11.40119,-39.458099,32.25,1.25,2.75,28.5,17,270.25,77.25,22.25,14.5,33.75,22,166,Nordeste,RPGA do Rio Paraguaçu,499.75
Pintadas - PG-PR-05,-11.837311,-39.969786,,,,,,,45.75,30.25,13.75,17,19.5,135,Nordeste,RPGA do Rio Paraguaçu,106.75
Pé de Serra - PG-PR-06,-11.833423,-39.623663,26.75,,,,,23.75,50.5,18.75,21,14,15.25,54,Nordeste,RPGA do Rio Paraguaçu,154.75
Jacobina (Itapeipu) - IT-PR-34,-11.315629,-40.356742,156.25,2.5,1.75,33.25,25.25,21.5,52,34.75,13.5,27.5,41,176.5,Nordeste,RPGA do Rio Itapicuru,368.25
Caém - IT-PR-35,-11.093399,-40.437579,228.25,6,15.75,113.75,48.5,39.75,104.5,55.75,22,68.75,47.25,189.5,Nordeste,RPGA do Rio Itapicuru,703
Jacobina (Tombador Araújo) - IT-PR-36,-11.168677,-40.670642,174.25,,,,,,50,27.75,14,20,68.75,155,Nordeste,RPGA do Rio Itapicuru,286
Senhor do Bonfim (Carrapichel) - IT-PR-37,-10.388101,-40.220067,59.25,0.25,,,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,59.5
Conceição do Coité - IT-PR-14,-11.526752,-39.313095,60.5,1.75,5,25.5,14,56.25,53.25,23.5,13.5,41.25,8,142.75,Nordeste,RPGA do Rio Itapicuru,294.5
Queimadas (Riacho da Onça) - IT-PR-15,-11.24424,-39.790055,40.25,2.25,,42.5,17.25,26.75,37,19,5,24.25,29.5,131.75,Nordeste,RPGA do Rio Itapicuru,214.25
Queimadas (Povoado Rio do Peixe) - IT-PR-16,-11.097292,-39.524491,24.25,0,4,16,11.75,27.5,57.25,12,11,20,9.25,115.5,Nordeste,RPGA do Rio Itapicuru,183.75
Santaluz - IT-PR-17,-11.24831,-39.37563,48,0.75,5.75,39.75,17.75,76,38.25,13.5,8.75,34.5,31,28.5,Nordeste,RPGA do Rio Itapicuru,283
Uauá (Fazenda Boa Vista) - IT-PR-18,-10.05893,-39.706158,32.25,0,18.5,28.75,51.5,17,30.25,16.25,6.25,36.75,5,,Nordeste,RPGA do Rio Itapicuru,237.5
Cansanção (Ambrósio) - IT-PR-19,-10.986458,-39.237813,41,,,,,,,,,18,13.75,37,Nordeste,RPGA do Rio Itapicuru,59
Cansanção - IT-PR-20,-10.702836,-39.543932,42,0,,,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,42
Nordestina - IT-PR-22,-10.826728,-39.437543,,,,,,,73.25,,,28.25,11,92.75,Nordeste,RPGA do Rio Itapicuru,101.5
Cansanção (Açude Monteiro) - IT-PR-23,-10.77645,-39.559491,29.75,3,14,45,43.5,20.5,62.5,22.5,16.75,32.25,5,210,Nordeste,RPGA do Rio Itapicuru,289.75
Monte Santo (Pedra Vermelha) - IT-PR-24,-10.454497,-39.559488,19,0,,,,,36.25,,,,,,Nordeste,RPGA do Rio Itapicuru,55.25
Quijingue - IT-PR-25,-10.783951,-39.20809,,,,23.5,45.75,21.75,37.75,19.5,18.75,13.75,2.25,56.5,Nordeste,RPGA do Rio Itapicuru,180.75
Conde - IT-PR-31,-11.813434,-37.616927,13.5,16.75,,,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,30.25
Olindina (Umbuzeiro) - IT-PR-32,-11.454252,-38.455844,,,,45.25,78.75,42.75,92.75,,,,,,Nordeste,RPGA do Rio Itapicuru,259.5
Ribeira do Pombal (Curral Falso) - IT-PR-01,-10.697843,-38.5714,16.75,26.25,8,51,85,110.5,102.25,51,57.25,115.25,56.75,197.5,Nordeste,RPGA do Rio Itapicuru,623.25
Euclides da Cunha (Aribicé) - IT-PR-02,-10.557835,-38.793352,1.5,0,0,1.75,2,,,,,,,,Nordeste,RPGA do Rio Itapicuru,5.25
Tucano (Maria Preta) - IT-PR-03,-10.835065,-38.935857,,,,,,,,24.75,,39.75,40.5,,Nordeste,RPGA do Rio Itapicuru,64.5
Ribeira do Pombal - IT-PR-04,-10.823399,-38.545844,43.5,1,2,45.75,112,66.25,102.25,60,51.25,89.25,43.75,116.75,Nordeste,RPGA do Rio Itapicuru,573.25
Quijingue (BR 116 E. Cunha / Tucano) - IT-PR-05,-10.7105,-38.9227,42,11.75,4.75,59.5,49,40.25,39.75,34.25,34.5,51.25,27,43,Nordeste,RPGA do Rio Itapicuru,367
Euclides da Cunha (Fazenda Santo Antônio) - IT-PR-06,-10.405331,-39.045582,66.5,,,,,,,,,,,,Nordeste,RPGA do Rio Itapicuru,66.5
Crisópolis - IT-PR-08,-11.510923,-38.120832,14.5,3.75,7.75,146.5,,,157.75,,,,,,Nordeste,RPGA do Rio Itapicuru,330.25
Araci (Fazenda Laranjeiras III) - IT-PR-09,-11.334248,-38.968638,91.25,0.25,6,19.25,31.75,39,63,21.25,9.75,31,,,Nordeste,RPGA do Rio Itapicuru,312.5
Nova Soure (Estação Experimental) - IT-PR-10,-11.3083,-38.5361,33.25,,,59,,,,,,49.25,15.25,100.75,Nordeste,RPGA do Rio Itapicuru,141.5
Olindina - IT-PR-11,-11.343693,-38.318892,93.5,2.75,0.25,138.5,,,110,52.25,19.25,19.5,30.75,12.75,Nordeste,RPGA do Rio Itapicuru,436
Itapicuru - IT-PR-12,-11.321193,-38.225003,15.75,,,84.25,100.25,59.5,69.5,29,31.5,81.25,26.25,50,Nordeste,RPGA do Rio Itapicuru,471
Ribeira do Amparo (Boa Hora) - IT-PR-13,-10.965,-38.5234,8.5,10.5,,,,,102.75,62.5,36.25,82.75,34,152,Nordeste,RPGA do Rio Itapicuru,303.25
Tanquinho - EBDA,-11.96799,-39.101068,25.6,2.7,12.7,67.2,49,104.9,97.24,,7.7,48.3,25.3,,Nordeste,RPGA do Rio Paraguaçu,415.35
Candeal - EBDA,-11.80132,-39.117735,64.4,1.2,1.6,67.7,53.2,72.7,,,,33.7,17.5,,Nordeste,RPGA do Rio Paraguaçu,294.5
Inhambupe - EBDA,-11.784656,-38.351047,59.5,,6.6,120.5,130.5,90,173.5,97,55,135,,,Nordeste,RPGA do Recôncavo Norte,867.6
Esplanada - EBDA,-11.784656,-37.951038,31.6,,2.1,310.9,309,100.1,235.9,153,60.9,198.5,,,Nordeste,RPGA do Recôncavo Norte,1402
Entre Rios - EBDA,-11.951326,-38.084374,17,,0,21,94.1,73.8,143.5,47.7,32,96.4,,,Nordeste,RPGA do Recôncavo Norte,525.5
Rio Real - EBDA,-11.48465,-37.934369,41.2,,8.6,184.6,142.8,106.6,253,97.9,59.2,142.2,,,Nordeste,RPGA do Rio Real,1036.11
Sátiro Dias - EBDA,-11.58465,-38.584386,111,,0,90.5,105.5,59.5,152,56,37,81,,,Nordeste,RPGA do Recôncavo Norte,692.5
Ribeira do Pombal - EBDA,-10.834635,-38.534383,57.9,1.1,2.6,56.7,125.8,68.7,131.8,62.7,57.9,103.5,50.5,142.5,Nordeste,RPGA do Rio Itapicuru,668.7
Cipó - EBDA,-11.101305,-38.517717,16.3,0,8.8,73.7,51.6,43.5,103.8,54.2,43.7,49.8,23,173.5,Nordeste,RPGA do Rio Itapicuru,445.4
Olindina_EBDA - EBDA,-11.351311,-38.33438,96.8,0,0,90.7,137.1,52,123.5,35,5,69.2,58.2,42.9,Nordeste,RPGA do Rio Itapicuru,609.31
Antas - EBDA,-10.401293,-38.334375,17,0,0,73,118,57,173,59,26,163,20,26,Nordeste,RPGA do Rio Vaza-Barris,686
