Dados de Precipitação Mensal das Estações,,,,,,,,,,,,,,,,,
Estação,Latitude,Longitude,Jan/02,Fev/02,Mar/02,Abr/02,Mai/02,Jun/02,Jul/02,Ago/02,Set/02,Out/02,Nov/02,Dez/02,Região,Rpga,Total
Santo Antônio de Jesus - DERBA,-12.96801,-39.267744,251,68,119,77,35,175.6,79,162,138,8,35,31,Recôncavo,RPGA do Recôncavo Sul,1112.6
Itaparica - EBDA,-12.884677,-38.684395,,,,,,365,,157.1,169.4,0,,,Recôncavo,RPGA do Recôncavo Sul,691.5
Ibicaraí - EBDA,-14.868046,-39.584428,393.2,144,86.6,75.2,84.1,135.3,93.6,145.5,53.5,40.2,105.4,214.8,Sul,RPGA do Leste,1251.2
Salvador (J. Zoológico) - A401,-13.005515,-38.50576,202,104.8,100.2,71.8,353.6,188.6,266.6,139.8,267.2,17.4,27.6,3.8,Recôncavo,RPGA do Recôncavo Norte,1712.01
Ilhéus - 01 - EBDA,-14.784713,-39.05108,330.6,180.4,180.2,99.1,132.7,119.3,174.2,139.4,87.4,77.8,54.4,146.2,Sul,RPGA do Leste,1521.11
Conceição do Almeida - EBDA,-12.768005,-39.16774,,92.5,94.6,69,92.5,183.5,,139,117.5,6,14.1,56.5,Recôncavo,RPGA do Recôncavo Sul,794.6
Mata de São João - EBDA,-12.534671,-38.30105,310,59,73,68,440,221.5,164,134,130.2,4,67,105,Recôncavo,RPGA do Recôncavo Norte,1603.7
Arataca - EBDA,-15.268055,-39.417759,257.8,179.9,151.5,167.7,68.7,150.5,88.5,127.8,116.8,26.8,47.2,179.8,Sul,RPGA do Leste,1336
Floresta Azul - EBDA,-14.868046,-39.651095,374.7,122.5,68.1,72.6,66.6,154,100.8,127.3,51.9,24.3,91.7,155,Sul,RPGA do Leste,1162.8
Arataca,-15.868067,-39.417762,213.96,179.9,151.5,167.7,69.2,0,88.6,127,132.6,22.9,51.6,0,Sul,RPGA do Rio Pardo,1153.37
Camaçari - 83226,-12.701619,-38.334661,237.6,62.6,115.9,66.6,327.1,186.6,179.8,125.1,,7.9,38.4,49,Recôncavo,RPGA do Recôncavo Norte,1309.2
Coaraci - EBDA,-14.634708,-39.551092,523,242.2,138.4,122.9,69.4,98.8,101.5,121.9,73,45.3,107,207.8,Sul,RPGA do Leste,1536.4
Alagoinhas - EBDA,-12.134662,-38.434384,216,85,53.5,100,220.8,142,119,120,71,13,28,17.5,Recôncavo,RPGA do Recôncavo Norte,1140.3
Cruz das Almas - 83222,-12.666667,-39.083333,241.3,88.1,84.4,57.6,124.4,167.4,133.7,117.4,94.8,13,14.4,34.5,Recôncavo,RPGA do Rio Paraguaçu,1122.1
Ipiaú - EBDA,-14.134698,-39.734428,291.4,163.9,102,48.9,76.3,77.1,65.8,115.3,104.2,10.1,47.7,137.9,Sudoeste,RPGA do Rio de Contas,1055
Belmonte - EBDA,-15.868068,-38.90108,219.9,103.7,89.2,125.7,83.2,177,179.2,115.1,195.2,33.7,102.8,314.7,Sul,RPGA do Rio Jequitinhonha,1321.9
Irará - EBDA,-12.034659,-38.767726,,,0,0,,,91,114.7,49,0,16,79,Recôncavo,RPGA do Recôncavo Norte,254.7
Cruz das Almas - EBDA,-12.668004,-39.101071,360,93,104,80.1,138,233.9,157.5,113.5,89.5,11,11.4,37,Recôncavo,RPGA do Rio Paraguaçu,1380.5
Santa Bárbara - EBDA,-11.984657,-38.984398,385,59,14,12.5,131.6,76,58,111.1,72,15,6,0,Nordeste,RPGA do Recôncavo Norte,934.2
Canavieiras - 83398,-15.666667,-38.95,225.5,116.1,234.4,116.5,122.3,137.2,174.1,110.9,193.2,17.1,123.3,189.3,Sul,RPGA do Rio Pardo,1447.3
Pau Brasil - EBDA,-15.468058,-39.651098,258.6,109,83.2,93.9,51.3,140.4,126.3,108.7,149.4,21.8,39.7,106,Sul,RPGA do Rio Pardo,1142.6
Conceição da Feira - EBDA,-12.501335,-39.001068,223.5,45.5,102.5,90,145,159.7,170.5,99,169,17.5,31,15,Recôncavo,RPGA do Recôncavo Norte,1222.2
Jacobina - EBDA,-11.167968,-40.501101,599.5,76,46.5,28,22,70.5,73.5,97.5,11.5,2,12.5,169.5,Nordeste,RPGA do Rio Itapicuru,1027
Salvador - Itapuã - RN-CL-01,-12.931388,-38.361111,214.5,73.5,96.75,73.25,307.25,147.75,178.75,95,169.25,14.25,45.75,27.75,Recôncavo,RPGA do Recôncavo Norte,1370.25
Alagoinhas - 83249,-12.148333,-38.425556,172.9,72.9,53.7,62.7,162.5,127.1,92.3,92.5,46.8,2.3,47.5,39.5,Recôncavo,RPGA do Recôncavo Norte,885.7
Entre Rios - EBDA,-11.951326,-38.084374,307.6,124.3,70.3,22.7,158.7,167.6,143.4,91.2,72.8,19.1,58.2,35.7,Nordeste,RPGA do Recôncavo Norte,1177.7
Mundo Novo - EBDA,-11.851314,-40.46777,428,163,86,0,39,82.5,47.5,89,15,0,2.5,200.5,Chapada Diamantina,RPGA do Rio Paraguaçu,950
Itiruçu - EBDA,-13.534683,-40.151101,198,113,54,31,46,93,61,88,68,0,17,161,Sudoeste,RPGA do Rio de Contas,752
Canavieiras - EBDA,-15.684731,-38.95108,260.3,106.6,242.5,177.5,138.5,177.1,180.7,86.6,166,25.9,56.9,157.6,Sul,RPGA do Rio Pardo,1561.7
Santo Estêvão - EBDA,-12.434665,-39.251074,292.2,127.5,67,46.5,162.5,147,116,86,79,7.6,26.5,39.5,Recôncavo,RPGA do Rio Paraguaçu,1131.3
Jaguaquara - RS-CL-01,-13.573055,-39.940833,160,9.3,8.6,0,1.5,56,36.25,86,90,4.75,5.5,189.5,Sudoeste,RPGA do Recôncavo Sul,452.4
Esplanada - EBDA,-11.784656,-37.951038,229.4,94.1,11.5,125.6,234.5,172.3,138.5,85,48,14,83.5,5.2,Nordeste,RPGA do Recôncavo Norte,1152.9
Ibicuí - EBDA,-14.83471,-39.984437,327.9,145.6,52,67.7,58.1,65.6,46.2,84.8,57.2,8.8,72.5,193,Sudoeste,RPGA do Rio de Contas,913.91
Cícero Dantas - EBDA,-10.584629,-38.384377,193,42,16,27.5,100,154.3,74,82.5,47.2,0,0,79.5,Nordeste,RPGA do Rio Real,736.5
Camacã,-15.418059,-39.051083,410.4,158.9,114,0,60.1,121.2,133.1,82.3,95,26.5,42.2,142.2,Sul,RPGA do Leste,1201.5
Muritiba - PG-PR-12,-12.617895,-39.005591,,55.25,71,105.25,132.25,137,121.25,80.5,79.25,5.25,19.5,22.5,Recôncavo,RPGA do Rio Paraguaçu,787
Ituruçu (Jaguaquara) - 83295,-13.527828,-40.119752,179.3,114.4,37.8,37.7,50.9,59.9,44.2,80.5,67.9,5.6,16.2,120.5,Sudoeste,RPGA do Recôncavo Sul,678.2
Ruy Barbosa - EBDA,-12.284657,-40.501107,336,93,60,32,38,49,14,80,57,11,11,130,Chapada Diamantina,RPGA do Rio Paraguaçu,770
Serrinha - RN-CL-02,-11.648333,-38.982777,229.9,32.2,25.95,21,49,92.25,74.25,79.99,25.5,1,28.25,112.75,Nordeste,RPGA do Recôncavo Norte,631.04
Camacã - EBDA,-15.418056,-39.501095,250.6,124.2,102.4,142,60.1,122,138.5,78.7,85,8.7,41.2,138.8,Sul,RPGA do Rio Pardo,1112.2
Coaraci,-14.634708,-39.551092,31.5,86.1,121,34,117.1,81,69.7,78.4,50.4,107.1,44.4,29.3,Sul,RPGA do Leste,776.31
Serrinha - EBDA,-11.651317,-38.967731,251.2,93.6,26.4,,,128.1,87.4,76.5,38.6,1.6,0,131,Nordeste,RPGA do Recôncavo Norte,703.4
Guaratinga - 83446,-16.58,-39.78,300.1,149.1,127.5,95.5,85.4,85.1,66.5,76.5,158.4,35.1,48.3,167.1,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",1179.2
Itapebi - EBDA,-15.968068,-39.534431,264.7,66,111.9,82.4,64.7,102,86.4,76.2,193,40.5,72.2,178.8,Sul,RPGA do Rio Jequitinhonha,1087.81
São Sebastião do Passé - EBDA,-12.518004,-38.501056,256.4,94,51,75,310,186.6,140,76,162,3,42,107,Recôncavo,RPGA do Recôncavo Norte,1354
Paripiranga - EBDA,-10.684633,-37.851032,267.2,62.3,50.6,87.5,177.7,184.9,80,75.6,38.2,0,0,20,Nordeste,RPGA do Rio Vaza-Barris,1024
Baixa Grande - PG-PR-08,-11.908701,-40.183683,215,112.5,40,,32.25,94.25,51.25,74.75,19.5,1.25,16.5,47,Chapada Diamantina,RPGA do Rio Paraguaçu,640.75
Eunápolis - FB-CL-01,-16.290555,-39.579722,192,12.6,80.95,103.9,68,96,56.5,74.25,102.25,61.75,77.75,151.75,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",848.2
Coração de Maria - EBDA,-12.234663,-38.751059,381.5,57.6,6,17.4,162.9,166.6,103.5,71.5,108.2,4.8,12.8,25.6,Recôncavo,RPGA do Recôncavo Norte,1080
Conde - IT-PR-31,-11.813434,-37.616927,259.25,38.5,74.5,37.5,256,161,142.25,71,50,25.5,63.75,26.75,Nordeste,RPGA do Rio Itapicuru,1115.5
Catu - EBDA,-12.351333,-38.384384,156.2,43.9,37.6,20.3,130.5,240.9,92.4,70.9,70,0,0,39.8,Recôncavo,RPGA do Recôncavo Norte,862.7
Santo Estêvão - Embasa,-12.451332,-39.267741,,,,,,92.1,77.5,70,43.9,0,21.3,23.5,Recôncavo,RPGA do Rio Paraguaçu,283.5
Santa Luzia - EBDA,-15.434725,-39.334423,255,161.7,145.1,195.9,91.1,100.6,96,67.6,127.4,39,59,130.1,Sul,RPGA do Leste,1279.4
Potiraguá - EBDA,-15.601392,-39.867771,266.5,162.5,208.9,78,62,116.5,150,67.5,120,5,40,199,Sul,RPGA do Rio Pardo,1236.9
Alcobaça - EBDA,-17.520876,-39.196654,289.3,27.8,62,80.7,51.9,88.6,158.3,67.3,161.2,69.9,164,81.5,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",1057
Rio Real - EBDA,-11.48465,-37.934369,187.3,55.2,61.6,78.4,125.4,143.3,110.9,65.4,42.4,30.2,76.4,30.4,Nordeste,RPGA do Rio Real,900.1
Caravelas - 83498,-17.739167,-39.258333,272.8,48.7,65.3,130.8,84.1,111.8,105.7,65.2,184.7,53.5,120.2,129.1,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",1122.61
Itamaraju - EBDA,-17.068089,-39.534438,156.6,97.7,53.1,64.85,40.4,70.5,53.2,65.1,229.8,45.7,27.3,203.6,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",876.95
Jaguaquara - EBDA,-13.534684,-39.984431,231,179,54,25.5,45.5,55,30.5,65,129.5,0,3,227,Sudoeste,RPGA do Recôncavo Sul,815
Maracás - EBDA,-13.43468,-40.434443,256.5,158,20,12,25,45,22.1,64.5,78,0,15,153,Sudoeste,RPGA do Rio de Contas,681.1
Eunápolis - EBDA,-16.368074,-39.567768,235.6,54.6,99.8,85.2,77.3,100,71.5,64.4,194.8,65.6,29.8,90,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",1048.8
Santa Inês - EBDA,-13.28468,-39.834426,168,119,42,19,60,48,35,63,79,0,5,91,Recôncavo,RPGA do Recôncavo Sul,633
Antas - EBDA,-10.401293,-38.334375,367.5,32.5,22.5,50.5,135.1,147.5,63.1,61.1,41.4,0,0,105.7,Nordeste,RPGA do Rio Vaza-Barris,921.2
Serrinha - 83190,-11.633333,-38.966667,276.8,81.9,51.3,17.7,43.1,106.7,98,60.4,31.8,1.6,27.8,104.7,Nordeste,RPGA do Recôncavo Norte,769.31
Ribeira do Pombal - EBDA,-10.834635,-38.534383,299,56.9,30,24,66,118.5,72.3,59.6,58,0,21,89,Nordeste,RPGA do Rio Itapicuru,784.3
França - Piritiba - Embasa,-11.551308,-40.584438,265.6,107,26,12.4,16,55.2,30.4,59.2,12.6,0.4,8.8,53.8,Nordeste,RPGA do Rio Paraguaçu,584.81
Miguel Calmon - EBDA,-11.417972,-40.584438,305.3,85.5,14,5,33,76,33,59,0,0,24,121.3,Nordeste,RPGA do Rio Itapicuru,610.8
Santo Amaro - DERBA,-12.534669,-38.701059,302.5,7,36,79,305,139.2,213,59,150,0,7,78,Recôncavo,RPGA do Recôncavo Norte,1290.7
Bonito - PG-PR-11,-11.98993,-41.25429,,80.75,47.5,31.5,33.5,63,19.25,56.75,34.5,2.5,40.75,99.5,Chapada Diamantina,RPGA do Rio Paraguaçu,369.25
Campo Formoso - IT-PR-27,-10.510327,-40.332849,3,50.25,47.5,24.25,36.5,96,,56.5,28,0.5,22.5,112.5,Norte,RPGA do Rio Itapicuru,342.5
Mucuri - EBDA,-18.084773,-39.55111,364,164,98,89.8,48,37.7,17.5,55.5,115,12,73.5,126.5,Sul,RPGA do Rio Mucuri,1001.5
Mairi - Embasa,-11.701314,-40.151095,322,133.3,21.6,54.5,15.2,25.6,61.6,55.4,15,6.6,29.1,84.1,Chapada Diamantina,RPGA do Rio Paraguaçu,710.81
Conceição do Coité - EBDA,-11.551314,-39.284404,232.5,40.5,0,0,,67.5,75,55,27.6,0,0.3,60,Nordeste,RPGA do Rio Itapicuru,498.1
Mundo Novo (Ibiaporã) - PG-CL-01,-12.05379,-40.83722,339.2,50.6,49.7,36.25,28,49.75,23.75,54.75,39.5,1,51.5,196.75,Chapada Diamantina,RPGA do Rio Paraguaçu,672.5
Jacobina - 83186,-11.172778,-40.534167,444,97.9,44,25.7,43,44.2,47.8,54.3,11.1,2.4,26.6,144.5,Nordeste,RPGA do Rio Itapicuru,814.4
Caém - IT-PR-35,-11.093399,-40.437579,343,136,24,12.5,47.75,56,52.25,52,19,2.25,,86.75,Nordeste,RPGA do Rio Itapicuru,744.75
Itanhém - EBDA,-17.134752,-40.334459,153,107.7,108,75.5,38,75,78.5,52,195,28,110,300.8,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",910.7
Medeiros Neto - EBDA,-17.368089,-40.234458,194.1,186,70.4,39.85,6.5,54.5,47.4,51.9,117,0,88.8,70.5,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",767.65
Itaju do Colônia - EBDA,-15.134717,-39.717765,224.7,217.7,98.3,48.4,36.1,31.6,31.3,51.3,57.5,13.7,109.5,145.4,Sul,RPGA do Leste,810.6
Heliópolis - EBDA,-10.667965,-38.284375,175.3,25.7,16.3,19.8,60.8,88.8,70.5,50.3,28.5,5.5,6.6,66.5,Nordeste,RPGA do Rio Real,541.5
Baixa Grande - EBDA,-11.951317,-40.167762,198.5,28.5,0,11,9.5,96,53.5,50,0,0,13,94,Chapada Diamantina,RPGA do Rio Paraguaçu,447
Monte Santo - EBDA,-10.434623,-39.301068,,,,,12,57.5,37.7,49.5,76,0.1,12,54.55,Nordeste,RPGA do Rio Itapicuru,232.8
Caém - EBDA,-11.091855,-40.436378,335.75,136,24.25,12.25,47.75,56,56.5,47.75,19,2.25,7,90.5,Nordeste,RPGA do Rio Itapicuru,737.5
Ipecaetá - Embasa,-12.301329,-39.301074,235,121,32.2,29,53.4,50,24.4,47,28.6,2.2,5,34.8,Recôncavo,RPGA do Rio Paraguaçu,622.8
Macajuba-EMBASA,-12.134654,-40.351101,239.9,98.7,40.8,39.8,12.6,40,25,46.6,22.2,1.2,25.5,107.3,Chapada Diamantina,RPGA do Rio Paraguaçu,566.81
Sátiro Dias - EBDA,-11.58465,-38.584386,368.5,30.5,20,19,56.1,97,65.5,46.5,34.5,5,32.5,63.5,Nordeste,RPGA do Recôncavo Norte,742.6
Euclides da Cunha - EBDA,-10.501293,-39.017728,191,83,0,0,51.6,75.7,47,46,43,0,4,43,Nordeste,RPGA do Rio Itapicuru,537.3
Rafael Jambeiro-EMBASA,-12.484665,-39.401077,126.9,129.7,46.7,0,72.7,79.2,41.6,45.1,25.2,0,11.6,48.2,Recôncavo,RPGA do Rio Paraguaçu,567.1
Riachão do Jacuípe_EBDA,-11.801317,-39.384408,307,124,13,18.5,74.2,48.5,79.5,45,59,0,4,65.5,Nordeste,RPGA do Rio Paraguaçu,768.7
Teixeira de Freitas - PJ-CL-01,-17.575555,-39.732777,166.4,52.5,68.65,99.25,33.75,80.25,83.75,44,134.25,19,129.5,138.75,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",781.8
Ipirá - PG-CL-02,-12.14986,-39.76454,140.7,8.7,31.8,25.25,42.75,52.75,51.5,43.75,21.5,2.5,9,94.25,Nordeste,RPGA do Rio Paraguaçu,421.2
Adustina - EBDA,-10.534629,-38.117704,137.2,55,4.4,52.3,155.9,106.9,72.4,43.5,24.4,0,0,63.9,Nordeste,RPGA do Rio Vaza-Barris,652
Mascote - EBDA,-15.568061,-39.301089,223.3,90.9,133.3,133,88.8,109.2,97.5,43.3,68,20.8,29.9,128.8,Sul,RPGA do Rio Pardo,1008.1
Mirangaba - IT-PR-29,-10.954784,-40.574527,337,158.5,39,14.75,33,54.25,35.75,43.25,16.75,,9,57,Norte,RPGA do Rio Itapicuru,732.25
Mucugê - Embasa,-13.001335,-41.371131,353.1,260.9,13.7,55.5,41.4,23.8,14.3,42.7,36.8,3.4,69.3,282,Chapada Diamantina,RPGA do Rio Paraguaçu,845.6
Inhambupe - EBDA,-11.784656,-38.351047,230,99,32,21.8,75.5,113.5,81,42.2,64.1,4,32,52.8,Nordeste,RPGA do Recôncavo Norte,763.1
Jacobina - DERBA,-11.184635,-40.534435,399.7,81.8,52.4,13.9,49.6,60.2,49.7,42.1,4.3,1.2,8.1,126.8,Nordeste,RPGA do Rio Itapicuru,754.91
Nova Soure - EBDA,-11.251311,-38.484383,219,145,12.5,46.5,87,92,66,42,21.5,2,58,88.5,Nordeste,RPGA do Rio Itapicuru,733.5
Cipó - EBDA,-11.101305,-38.517717,229.3,94.5,20,5,88,53,74,41.5,31,0,12.5,91,Nordeste,RPGA do Rio Itapicuru,636.3
Candeal - EBDA,-11.80132,-39.117735,,,,,,,,41,31.5,0,2,22,Nordeste,RPGA do Rio Paraguaçu,72.5
Senhor do Bonfim - EBDA,-10.451287,-40.184425,203.3,92.3,6.2,23,54.5,51.9,13,41,0,0,0,82.7,Nordeste,RPGA do Rio Itapicuru,485.2
Lajedinho-EMBASA,-12.351323,-40.851116,387.6,124.6,24.6,16.1,42,34,10.6,40.9,34.8,0,26.4,109.2,Chapada Diamantina,RPGA do Rio Paraguaçu,715.2
Senhor do Bonfim - 83088,-10.490649,-40.100044,205.6,91.1,17.2,19.4,65.3,66.1,38.1,40.8,22.5,0.7,19.2,101.7,Nordeste,RPGA do Rio Itapicuru,566.8
Euclides da Cunha - IT-PR-21,-10.551446,-38.995579,,47.5,22.5,,50,78.25,28.25,40.75,28,1.5,10.25,70.5,Nordeste,RPGA do Rio Itapicuru,296.75
Barra da Estiva - EBDA,-13.63468,-41.334467,360,175,18,20,51,80,23,40,111,0,20,220,Chapada Diamantina,RPGA do Rio de Contas,878
Piatã - CO-CL-04,-13.164166,-41.770833,208.3,0,71.75,54.25,43.5,42,36.75,40,91.75,0,126.25,114,Chapada Diamantina,RPGA do Rio de Contas,588.3
Euclides da Cunha (Aribicé) - IT-PR-02,-10.557835,-38.793352,166.75,23.5,13.75,10.75,68.25,43.5,26.5,39.25,21.75,0.5,26.25,84.25,Nordeste,RPGA do Rio Itapicuru,414.5
Morro do Chapéu - 83184,-11.216667,-41.216667,216.2,108.6,59.7,13.8,21.4,32.5,17.3,38.5,10.6,0,16.4,74.4,Chapada Diamantina,RPGA do Rio Salitre,518.6
Ribeira do Amparo - EBDA,-11.034638,-38.43438,248,53.5,18,14,57.5,67.5,69.5,37.5,23,3,11,49,Nordeste,RPGA do Rio Itapicuru,591.5
Araci - EBDA,-11.334644,-38.951062,301,75.8,13.2,0.7,15,0,56,37,44,2.2,4,32,Nordeste,RPGA do Rio Itapicuru,544.91
Nova Viçosa - EBDA,-17.884771,-39.38444,353.5,123.5,98.5,98,15,41,37,37,122,3,95,146.5,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",928.5
Andaraí - Embasa,-12.801332,-41.321128,412.4,176.6,31.4,69.1,92.2,65.1,42.7,36.8,160.7,3.3,23.8,274.8,Chapada Diamantina,RPGA do Rio Paraguaçu,1090.3
Argoim - Embasa,-12.551332,-39.551083,137.1,93.5,33.3,23.2,38.6,62,27.5,36.7,43,1.5,18,79,Recôncavo,RPGA do Rio Paraguaçu,496.4
Tucano - EBDA,-10.971302,-38.781056,177,30,0,0,36,44,36,36.6,50.5,0,9,79.5,Nordeste,RPGA do Rio Itapicuru,410.1
Crisópolis - IT-PR-08,-11.510923,-38.120832,174.25,59.25,27.5,56.75,63.75,86.25,,36.5,38,12,52.75,85.5,Nordeste,RPGA do Rio Itapicuru,554.25
Ribeira do Pombal - IT-PR-04,-10.823399,-38.545844,194.25,49.5,25.5,15,46,76.75,35.25,36.25,35.5,0.75,15.5,66.5,Nordeste,RPGA do Rio Itapicuru,514.75
Saúde - EBDA,-10.934629,-40.417765,377.8,137.4,35.3,26.1,82.7,72.4,75.6,36.2,15.3,0,8.4,64.5,Nordeste,RPGA do Rio Itapicuru,858.81
Tanquinho - Embasa,-11.971323,-39.101068,268.7,70,26.3,7.8,70.4,47.2,62,36,40,0,5.8,18.2,Nordeste,RPGA do Rio Paraguaçu,628.41
Valente - EBDA,-11.417977,-39.48441,272,151,0,0,,50.1,56,36,23.7,0,10,28,Nordeste,RPGA do Rio Paraguaçu,588.81
Pintadas - PG-PR-05,-11.837311,-39.969786,,1.75,,,29.5,37.25,28.5,34.75,9,0,1.75,46.25,Nordeste,RPGA do Rio Paraguaçu,140.75
Ipirá - Embasa,-12.151323,-39.734419,124.1,89.3,28.9,18.2,30.8,46.5,44.3,34.6,27.3,4.4,0,57,Nordeste,RPGA do Rio Paraguaçu,448.41
Mairi - EBDA,-11.717981,-40.151095,195.5,136.8,36,8.3,25.3,47.2,44.7,34.2,6.8,0,11,36.3,Chapada Diamantina,RPGA do Rio Paraguaçu,534.8
Lençóis - 83242,-12.5575,-41.388889,410.1,121.4,38,49.2,62,69.4,28.7,34.2,92.8,1.8,,,Chapada Diamantina,RPGA do Rio Paraguaçu,907.6
Iramaia - PG-PR-25,-13.290122,-40.962607,243.25,79.5,19.5,0,20.25,14.5,5.25,33.75,37.25,0.5,73.75,164.25,Chapada Diamantina,RPGA do Rio Paraguaçu,453.75
Anguera - Embasa,-12.167993,-39.251074,232,178.4,21.6,21.1,77.3,75.4,67.6,33.7,106.9,7,13,20.7,Recôncavo,RPGA do Rio Paraguaçu,821
Teixeira de Freitas - DERBA,-17.5681,-39.234434,247.5,102.6,43.05,111.93,6,64.39,75.75,33,153.65,25,166.3,109,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",862.87
Teixeira de Freitas - EBDA,-17.534762,-39.734446,145.5,113.1,49.6,97.6,5.1,65.9,90.9,32.6,109.4,25.7,159.7,115.9,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",735.41
Monte Santo - 83090,-10.4425,-39.331111,220.7,43.9,6.2,3.9,27.1,62.2,28.7,32.4,38.8,1.5,15.4,49.4,Nordeste,RPGA do Rio Itapicuru,465.4
Itarantim - EBDA,-15.651392,-40.067777,329,80,155,74,65,90,90.6,32,65.6,5,80,187,Sudoeste,RPGA do Rio Pardo,986.2
Piatã - EBDA,-13.201338,-41.751143,201.5,108.5,37,71,38,33.5,16.5,31,120,24.5,128.5,92,Chapada Diamantina,RPGA do Rio de Contas,681.5
Gavião - Embasa,-11.467977,-39.76775,250,126.2,29.5,12.2,61.3,21,34.6,30.6,34.8,0,23,40,Nordeste,RPGA do Rio Paraguaçu,600.2
Jequié - EBDA,-13.851356,-40.084435,174,152,60,44,30.5,46.5,33,30,28.5,0,20,206,Sudoeste,RPGA do Rio de Contas,598.5
Planaltino - PG-PR-03,-13.259292,-40.373976,256.25,102.75,25,88,13.75,18.25,14.25,30,53.5,0,3.75,114.5,Sudoeste,RPGA do Recôncavo Sul,601.75
Cipó - 83192,-11.083333,-38.516667,122.6,71.5,19.1,15,49.6,27.5,30.5,29.7,26,4.7,13.4,111.5,Nordeste,RPGA do Rio Itapicuru,396.2
Jacobina (Tombador Araújo) - IT-PR-36,-11.168677,-40.670642,331.25,76.25,43.5,,34,32.5,29,29.25,6,0,14.5,81.75,Nordeste,RPGA do Rio Itapicuru,581.75
Olindina (Umbuzeiro) - IT-PR-32,-11.454252,-38.455844,146.25,95,36.5,3.75,51.5,63.25,30.75,29.25,27.75,6,17.25,102.5,Nordeste,RPGA do Rio Itapicuru,490
Itiúba - EBDA,-10.684626,-39.934419,146.5,87,5,0,16,46.6,27.4,28.7,3,0,0,75.5,Nordeste,RPGA do Rio Itapicuru,360.2
Morro do Chapéu - EBDA,-11.551305,-41.151119,206.8,113.1,0,9.2,13,29.7,9.2,28.5,0,0,12.8,44.5,Chapada Diamantina,RPGA do Rio Paraguaçu,409.5
Capela do Alto Alegre - Embasa,-11.667981,-39.851086,184.2,119.8,28.4,0,38,53.2,27,27.8,24.9,0,4.2,46.4,Nordeste,RPGA do Rio Paraguaçu,503.3
Morro do Chapéu - Embasa,-11.534639,-41.134452,141.3,95,6.2,2,5.6,10.9,0,27.4,4.4,0,2.1,81.4,Chapada Diamantina,RPGA do Rio Paraguaçu,292.8
Santaluz - EBDA,-11.251308,-39.367738,73.5,21.3,0,0,,22.8,50.1,27.4,13.5,0,0,18.9,Nordeste,RPGA do Rio Itapicuru,208.6
